sentence	provenance
machine learning especially deep learning models can also be duped by malicious inputs known as adversarial attacks.	pdfgreen
for example it is possible to find input data combinations that can trigger perverse outputs from machine learning models in effect hacking them.	pdfgreen
harnessing artificial intelligence for the earthsocial riskslarge scale automation threatens to reduce employment in transportation manufacturing agriculture and the service sector among others.	pdfgreen
higher unemployment rates could lead to greater inequality in society.	pdfgreen
in addition algorithms designed by a subset of the population at a national and global level have the potential for unconscious bias possibly leading to results that marginalize minorities or other groups.	pdfgreen
autonomous weapons also pose a significant threat to society possibly permitting bigger faster conflicts.	pdfgreen
once unleashed this might lead to rapid and significant environmental damage even to a doomsday scenario where weaponized ai presents an existential risk to humanity. example autonomous trucks and cars along with energy efficient internet of things manufacturing offer considerable environmental benefits but could also lead to a considerable loss of employment.	pdfgreen
goldman sachs estimates that the us alone will lose an estimated  jobs per year when av saturation peaks. regional economic decline and widening social inequality and unrest could also follow in manufacturing towns or along truck routes.ethical risksthe ethical and responsible use of ai involves three main elements the use of big data the growing reliance on algorithms to perform tasks shape choices and make decisions and the gradual reduction of human involvement in many processes.	pdfgreen
together these raise issues related to fairness responsibility equality and respect for human rights. additionally while biased ai outcomes can raise significant privacy concerns many insights and decisions about individuals are based on inferred group or community attributes.	pdfgreen
accordingly consideration of the harm ai could do must be framed beyond the individual level and recognize that privacy is not the only issue.example autonomous emergency food and disaster relief delivery systems that are trained using reinforcement learning or historical demand patterns will route supplies to specific regions during natural disasters.	pdfgreen
this could create ethical dilemmas relating to accountability for delivery dysfunctions priority setting and results.example hackers could access automated warning systems distributed energy grids or connected autonomous transport platforms and cause regional disruptions.	pdfgreen
appropriate governance will be required to ensure human and earth friendly ai and prevent misuse.	pdfgreen
misuse of ai could also occur when systems fall into the wrong hands.	pdfgreen
for example poachers could profit from ai enabled endangered animal tracking tools meant for conservation efforts.control risksai systems work autonomously and interact with one another creating machine centred feedback mechanisms that can cause unexpected outcomes.	pdfgreen
for example chatbots interacting with one another have created their own language that humans cannot understand.	pdfgreen
in a financial crash was caused by the interactions of multiple ai bots speed trading which created artificial market inflation.	pdfgreen
proactive control monitoring and safeguards are necessary to catch these issues before they become a problem.	pdfgreen
example smart energy optimization across buildings and infrastructure will create interactions between energy use decisions within each building and at the regional level.	pdfgreen
each building would operate individually assessing overall demand patterns to determine low cost energy use approaches.	pdfgreen
depending on circumstances individual building decisions will interact with regional ones potentially altering demand in ways that could crash regional energy systems.economic risksas companies adopt ai it may alter the competitive landscape creating winners and losers.	pdfgreen
those able to improve their decision making most quickly through ai may find the benefits accelerate very quickly while slower adopters may be left behind.	pdfgreen
companies that struggle in the ai transition may be forced to reduce investment possibly impairing their sustainability performance.	pdfgreen
tax base erosion presents another economic threat as the current system based on bricks and mortar and nation states struggles to keep pace with the globalized digital economy.	pdfgreen
tax erosion could be a drag on public spending including investment in for example programmes designed to reduce greenhouse gas emissions.	pdfgreen
current tax systems may need re evaluation as automation changes workplaces potentially reducing the number of jobs available.	pdfgreen
example increased productivity from automation plus rising consumption from improved personalization product design and ai informed marketing could increase resource use waste and demand for energy.harnessing artificial intelligence for the earthconclusions and recommendations conclusions ai systems and their ability to control machines automatically and remotely have caught the public s imagination.	pdfgreen
the opportunity for ai to be harnessed to benefit humankind and its environment is substantial.	pdfgreen
the intelligence and productivity gains that ai will deliver can unlock new solutions to society s most pressing environmental challenges climate change biodiversity ocean health water management air pollution and resilience among others.however ai technology also has the potential to amplify and exacerbate many of the risks we face today.	pdfgreen
to be sure that ai is developed and governed wisely government and industry leaders must ensure the safety explainability transparency and validity of ai applications.	pdfgreen
it is incumbent on authorities ai researchers technology pioneers and ai adopters in industry alike to encourage deployments that earn trust and avoid abuse of the social contract.	pdfgreen
achieving this requires a collaborative effort to ensure that as ai progresses its idea of a good future is aligned to human values and encapsulates a future that is safe for humanity in all respects its people and their planet.	pdfgreen
collaborating for interdisciplinary solutions there will be a need for significantly more interaction among technologists policy makers domain specialists and even philosophers to optimize the design and deployment of ai applications for the earth both at a broad systems level and in relation to individual applications.	pdfgreen
in conjunction academic and research institutions will need to develop interdisciplinary educational and research programmes to reflect this multifaceted and multidisciplinary approach.	pdfgreen
directing finance for innovation realizing the goal of earth friendly ai will require significant funding to support scaling and commercialization of new solutions.	pdfgreen
public private dialogue and partnerships will be crucial to develop solutions assure good governance and overcome financial barriers.	pdfgreen
this section lists some recommendations categorized by stakeholder groups to speed up innovation minimize environmental risks and maximize environmental benefits from the application of ai.	pdfgreen
three overarching areas however are particularly pertinent to all stakeholders delivering responsible ai to ensure that sustainability principles are embedded alongside wider considerations of ai safety ethics value and governance.	pdfgreen
this applies to decisions by private and public sector actors about investment in design of and operation of ai systems.	pdfgreen
it also incorporates efforts to advance and implement ai accountability along with the development of governance frameworks particularly in relation to data and algorithms.	pdfgreen
definitions and standards relating to the misuse of ai will also be needed that incorporate misuse for environmental as well as human harm.	pdfgreen
the partnership on ai is a positive step in this direction. companies from all sectors firms should establish board level ai advisory units to ensure that companies boards understand ai including safety ethics values and governance considerations.	pdfgreen
companies should also ensure that their technology strategies build in and optimize the effect ai will have on sustainability outcomes both to capture new business opportunities and to manage risks.	pdfgreen
technology pioneer companies both start ups and established technology firms developing ai need to embed environmental considerations into design principles.	pdfgreen
technology pioneers also have an opportunity to innovate in realizing the potential of ai for the environment.	pdfgreen
however robust and well governed data security use consent and processing are critical to building societal trust and confidence.	pdfgreen
data and in some circumstances algorithms will in many cases have to be auditable particularly in collaborations with public sector institutions.	pdfgreen
industry cooperation will also be important to advance ai accountability.	pdfgreen
industry collaboration on ai standard setting to develop industry wide and industry regulator teamwork to aid in ai standard setting for example through consensus protocols and smart contracts that include efficiency principles or which require common agreement and governance.	pdfgreen
interdisciplinary solutions many emerging ai solutions could have enormous impacts on the ways we live and work but industry led solutions may be designed and developed by a small group of people with a limited perspective.	pdfgreen
increasingly there will need to be diversity in ai development and use including significantly more interaction among technology practitioners domain and sectoral experts and philosophers lawyers psychologists and others in order to develop deploy and champion holistic ai mechanisms and solutions.	pdfgreen
for governmentsgiven the potential for disruptive social and environmental consequences it will be essential to develop sophisticated national and international governance structures for the new ai enabled digital economy.	pdfgreen
these governance mechanisms collaborating with industry and civil society can help ensure that ai advances support inclusive growth that is aligned with the un s sustainable development goals.	pdfgreen
within these frameworks the following policy considerations should be advanced r d investment coordinated and targeted large scale funding commitments could encourage research and funding collaboration on ai for good  connecting industrial academic and government research agencies.	pdfgreen
research priorities will need to encourage interdisciplinary research bridging technology social and environmental disciplines will be essential.	pdfgreen
this could include funding new specialist programmes and international research collaborations for example on the application of ai to weather prediction and climate modelling under the governance of the world meteorological organization and national meteorological and climate agencies.	pdfgreen
responsible technology policy the development of responsible technology policies could set clear parameters for technology innovators and ensure alignment with human values and international frameworks such as the sustainable development goals.	pdfgreen
stakeholders could develop a definition and standard regarding the misuse of ai while ensuring that social and environmental considerations are incorporated into national digital strategies.	pdfgreen
better data trusted data creation of better data environments including for data access and data skills could maximize the use of machine learning for sustainable solutions.	pdfgreen
efforts could focus on improving the systems and protocols by which data is defined gathered accessed and manipulated.	pdfgreen
this includes government initiatives for open public data industry government collaboration on data and code verification or audits and policy frameworks or agreements to make strategic data available to specific users with specified safeguards in order to enable ai applications for societal and environmental benefits.	pdfgreen
algorithm assurance and transparency governments have a role in regulating the use of black box ai models for high risk high impact environmental domains such as autonomous vehicles.	pdfgreen
regulations could be accompanied by a process for evaluating the robustness of algorithms algorithmic assurance on an ongoing basis.	pdfgreen
algorithmic bias policy frameworks will need to support technology companies other industries and researchers to manage potential systemic bias in algorithms and ensure a social safety net for ai.	pdfgreen
crowd sourced raw data that technology companies use in their algorithms typically reflect the biases and prejudices inherent in society at large.	pdfgreen
policy frameworks are needed to balance concerns about unfairness and discrimination in publicly sourced big data with the technical and ethical challenges of monitoring and the potential censorship of data.	pdfgreen
innovative finance mechanisms and partnerships there is a need to align both incentives and risks for private sector innovation and scaling of ai applications for the environment including support for early stage commercialization.	pdfgreen
for research institutions bias xai research further research is needed to identify algorithmic bias and to find ways to improve the explainability of ai specifically for environmental applications that support government and company efforts to harness ai for the earth.	pdfgreen
as each domain has nuances of how data or algorithmic bias influence the system there needs to be further evaluation of the risks associated with environmental impact.	pdfgreen
interdisciplinary programmes research institutions should help lead the interdisciplinary approach by further developing and disseminating educational programmes that bring together environmental and technology data scientists and practitioners while highlighting the use impact and risks of ai for the environment.	pdfgreen
educational partnerships to ensure vocational school and university graduates are ready to enter the job market with practical tools that integrate digital and sustainability.	pdfgreen
project team benjamin combes pwc uk  gaia felber world economic forum  sarah franklin pwc us  jerica lee world economic forum  victoria lee world economic forum  jahda swanborough world economic forum.	pdfgreen
in the first phase of the project specific environmental focus areas will be considered in depth exploring in detail how to harness fourth industrial revolution innovations to better manage the world s most pressing environmental challenges.	pdfgreen
initial focus areas will include air pollution biodiversity cities climate change and greenhouse gas monitoring food systems oceans water resources and sanitation.	pdfgreen
working from these thematic areas the world economic forum supported by stanford university and pwc as project adviser and advised by the members of the global future councils on the future of environment and natural resource security and specific fourth industrial revolution technology clusters will seek to leverage their various networks and platforms to develop a set of insight papers taking a deep dive into the possibilities of the fourth industrial revolution and each of these issues.	pdfgreen
build new networks of practitioners and support them to co design and innovate for action on the environment in each of these issue areas leveraging the latest technologies and research that the fourth industrial revolution offers design a public private accelerator for action enabling both government foundational research organization and commercial funds to be pooled and deployed into scaling innovative fourth industrial revolution solutions for the environment.	pdfgreen
help government stakeholders to develop and trial the requisite policy protocols that will help fourth industrial revolution solutions for the environment to take hold and develop.	pdfgreen
the fourth industrial revolution for the earth initiative will be driven jointly out of the world economic forum center for the fourth industrial revolution in san francisco and other forum offices in new york geneva and beijing.harnessing artificial intelligence for the earthendnotes.	pdfgreen
stockholm university stockholm resilience centre media release  planetary boundaries an update january  available at http www.stockholmresilience.org research research news  planetary boundariesan update.html..	pdfgreen
united nations sustainable development goals available at http www.un.org sustainabledevelopment sustainable development goals.	pdfgreen
world meteorological organization greenhouse gas concentrations surge to new record october  available at https public.wmo.int en media press release greenhouse gas concentrations surge new record.	pdfgreen
. united nations environment programme the emissions gap report  november  available at https wedocs.unep.org bitstream handle.. egr.pdf sequence isallowed y..	pdfgreen
mckie r. biologists think of species will be facing extinction by the end of the century  the guardian.	pdfgreen
. february  available at https www.theguardian.com environment feb half all species extinct end century vatican conference i cebellos g et al. accelerated modern human induced species losses entering the sixth mass extinction  science advances june. http advances.sciencemag.org content  e.	pdfgreen
united nations world water assessment programme world water development report  march  available at http www.unwater.org publication categories world water development report.	pdfgreen
. world health organization ambient outdoor air quality and health  september  available at http www.who.int mediacentre factsheets fs en.. world health organization  million premature deaths annually linked to air pollution  march  available at http www.who.int mediacentre news releases air pollution en.	pdfgreen
. data taken from munichre s natcatservice viewed december  available at http natcatservice.munichre.com.	pdfgreen
. schwab klaus the fourth industrial revolution what it means how to respond world economic forum.. pwc tech breakthroughs megatrend how to prepare for the technological breakthroughs megatrend and the eight technologies to start with  available at https www.pwc.com gx en issues technology tech breakthroughs megatrend.html..	pdfgreen
pwc  innovation for the earth harnessing technological breakthroughs for people and the planet january  available at https www.pwc.co.uk sustainability climate change assets innovation for the earth.pdf..	pdfgreen
pwc  global digital iq survey available at https www.pwc.com us en advisory services digital iq assets pwc digital iq report.pdf.	pdfgreen
. tractica media release  artificial intelligence implementations have expanded to encompass discrete use cases across virtually all industries  august  available at https www.tractica.com newsroom press releases artificial intelligence implementations have expanded to encompass discrete use cases across virtually all industries.information about john sterman s climate simulation project at climate interactive website available at https www.climateinteractive.org..	pdfgreen
. silver david et al. mastering the game of go without human knowledge  nature   october  available at https www.nature.com articles nature.	pdfgreen
also see deepmind blog post alphago zero learning from scratch available at https deepmind.com blog alphago zero learning scratch.	pdfgreen
harnessing artificial intelligence for the earth.	pdfgreen
feinberg a. an  processor supercomputer can only match of your brain  gizmodo june  available at https gizmodo.com an  processor supercomputer only matched one perc. blue river viewed december  available at http www.bluerivertechnology.com.. walker j. ai for weather forecasting in retail agriculture disaster prediction and more  techemergence october  available at https www.techemergence.com ai for weather forecasting..	pdfgreen
jones n. how machine learning could help to improve climate forecasts  nature available at http www.nature.com news how machine learning could help to improve climate forecasts..	pdfgreen
. a new initiative the data natural disaster preparedness alliance is exploring opportunities for new types of agreements that lower shared risks and are open distributed adaptive inclusive and designed to help realize this game changer..	pdfgreen
. planet labs medium resolution monitoring  viewed december  available at https www.planet.com products monitoring.	pdfgreen
. data for climate action viewed december  available at http www.dataforclimateaction.org.	pdfgreen
see in particular thematic award winners predicting and alleviating road flooding for climate mitigation.	pdfgreen
. schwab klaus the fourth industrial revolution  highlights on data ethics..	pdfgreen
the forum engages the foremost political business and other leaders of society to shape global regional and industry agendas.world economic forum route de la capitech cologny genevaswitzerland tel.	pdfgreen
  fax   contact weforum.orgwww.weforum.org	pdfgreen
