sentence	provenance
Audiovisual experiments are performed using both intermediate and late integration, as well as several types and levels of environmental noise, and notable improvements over the audio-only network are reported, even in the case of clean speech.	Semantic Scholar
A further analysis on the utility of target word boundaries is provided, as well as on the capacity of the network in modeling the linguistic context of the target word.	Semantic Scholar
Finally, we examine difficult word pairs and discuss how visual information helps towards attaining higher recognition accuracy.	Semantic Scholar
© 2018 Elsevier Ltd. All rights reserved.	Semantic Scholar
Effective real-time feedback is crucial to enhance motor learning in physical and cognitive rehabilitation.	Semantic Scholar
Although monitor-based (MB) platforms are widely used to provide visual feedback for users, the discrepancy between where the feedback is presented and where the actual movement occurs can negatively affect the use of feedback.	Semantic Scholar
In this paper, we propose a novel visual feedback system using projection-based augmented reality (AR) to provide a better understanding of the relationship between body perception and movement kinematics.	Semantic Scholar
A set of experiments were performed to assess and compare the ability of unimpaired and impaired participants to detect real-time feedback and make modifications to gait using this feedback in MB and AR platforms.	Semantic Scholar
The results showed a significant improvement in participants’ ability to better adapt the changes in projection-based AR than MB.	Semantic Scholar
This improvement represents the efficacy of this system in enabling users to better synchronize their foot–eye coordination.	Semantic Scholar
unknown	Semantic Scholar
unknown	Semantic Scholar
unknown	Semantic Scholar
In this study, I considered quantifying the strength of chaos in the population firing rate of a pulse-coupled neural network.	Semantic Scholar
In particular, I considered the dynamics where the population firing rate is chaotic and the firing of each neuron is stochastic.	Semantic Scholar
I calculated a time histogram of firings to show the variation in the population firing rate over time.	Semantic Scholar
To smooth this histogram, I used Bayesian adaptive regression splines and a gaussian filter.	Semantic Scholar
The nonlinear prediction method, based on reconstruction, was applied to a sequence of interpeak intervals in the smoothed time histogram of firings.	Semantic Scholar
I propose the use of the sum of nonlinearity as a quantifier of the strength of chaos.	Semantic Scholar
When applying this method to the firings of a pulse-coupled neural network, the sum of nonlinearity was seen to satisfy three properties for quantifying the strength of chaos.	Semantic Scholar
First, it can be calculated from spiking data alone.	Semantic Scholar
Second, it takes large values when applied to firings that are confirmed, theoretically or numerically, to be chaotic.	Semantic Scholar
Third, it reflects the strength of chaos of the original dynamics.	Semantic Scholar
unknown	Semantic Scholar
Generalized arc-consistency propagation is predominantly used in constraint solvers to efficiently prune the search space when solving constraint satisfaction problems.	Semantic Scholar
Although many practical applications can be modelled as distributed constraint satisfaction problems, no distributed arc-consistency algorithms so far have considered the privacy of individual agents.	Semantic Scholar
In this paper, we propose a new distributed arc-consistency algorithm, called $$\mathsf {DisAC3.1}$$ DisAC3.1 , which leaks less private information of agents than existing distributed arc-consistency algorithms.	Semantic Scholar
In particular, $$\mathsf {DisAC3.1}$$ DisAC3.1 uses a novel termination determination mechanism, which allows the agents to share domains, constraints and communication addresses only with relevant agents.	Semantic Scholar
We further extend $$\mathsf {DisAC3.1}$$ DisAC3.1 to $$\mathsf {DisGAC3.1}$$ DisGAC3.1 , which is the first distributed algorithm that enforces generalized arc-consistency on k-ary ($$k\ge 2$$ k≥2 ) constraint satisfaction problems.	Semantic Scholar
Theoretical analyses show that our algorithms are efficient in both time and space.	Semantic Scholar
Experiments also demonstrate that $$\mathsf {DisAC3.1}$$ DisAC3.1 outperforms the state-of-the-art distributed arc-consistency algorithm and that $$\mathsf {DisGAC3.1}$$ DisGAC3.1 ’s performance scales linearly in the number of agents.	Semantic Scholar
In this letter, we propose a complete probabilistic tactile-based framework to enable robots to autonomously explore unknown workspaces and recognize objects based on their physical properties.	Semantic Scholar
Our framework consists of three components: 1) an active pretouch strategy to efficiently explore unknown workspaces; 2) an active touch learning method to learn about unknown objects based on their physical properties (surface texture, stiffness, and thermal conductivity) with the least number of training samples; and 3) an active touch algorithm for object discrimination, which selects the most informative exploratory action to apply to the object, so that the robot can efficiently distinguish between objects with a few number of actions.	Semantic Scholar
Our proposed framework was experimentally evaluated using a robotic arm equipped with multimodal artificial skin.	Semantic Scholar
The robot with the active pretouch method reduced the uncertainty of the workspace up to 30% and 70% compared to uniform and random strategies, respectively.	Semantic Scholar
By means of the active touch learning algorithm, the robot used 50% fewer samples to achieve the same learning accuracy than the baseline methods.	Semantic Scholar
By taking advantage of the prior knowledge obtained during the learning process, the robot actively discriminated objects with an improvement of 10% recognition accuracy compare to the random action selection approach.	Semantic Scholar
This paper addresses the problem of controlling the hopping height and stride length of a monoped hydraulic robot.	Semantic Scholar
Hopping over discontinuous, rough terrain with limited surfaces suitable for foot placement requires a controller capable of adjusting the hop height and landing foot position of the robot on each step.	Semantic Scholar
This motivates the need for an agile controller that uses the short window of time while the foot is on the ground (the stance phase) to exert the required action to reach the next landing position.	Semantic Scholar
This paper contributes a simple yet effective adaptive controller capable of changing the flight time within a single hop.	Semantic Scholar
The controller does not require force feedback and is capable of self-tuning its feedback gain parameters in response to changing ground parameters using the results of previous hops.	Semantic Scholar
The main contribution of the paper is the development of an analytical understanding of why the controller is capable of adjusting the height in a single step and how the errors in the achieved height can be used to tune automatically the controller gains.	Semantic Scholar
This allows the controller to be successfully implemented even if the conditions or parameters are initially unknown, automatically correcting for errors.	Semantic Scholar
The controller is first derived for height control of hopping vertically, with no horizontal motion, from an analytical approximation.	Semantic Scholar
This is tested in simulation, using a spring-damper model and a more detailed model with a foot mass and compliant ground.	Semantic Scholar
The controller is then applied to a hydraulic spring-loaded hopper monoped.	Semantic Scholar
An extension allows the control of running on a treadmill, with constant horizontal speed.	Semantic Scholar
Recognizing object location by taking a photo with smartphones is useful for many location-based services.	Semantic Scholar
However, start-of-the-art technologies for both localization and location recognition have difficulty in achieving satisfactory performance.	Semantic Scholar
Moreover, it is a challenging issue to construct and maintain a large-scale image database for existing visual-based location recognition systems.	Semantic Scholar
To cope with these issues, we introduce CrowdOLR, a crowdsourcing based object location recognition system, which collects one location image together with various rich sensory data (GPS coordinates, azimuth angle, tilt angle, etc.)	Semantic Scholar
as a fingerprint of a location query and matches it to a fingerprint database crowdsourced from users’ smartphones.	Semantic Scholar
We designed a simple and efficient user action mode and proposed a series of fingerprint extracting, searching, and matching methods, so that CrowdOLR satisfies five desirable properties: high recognition accuracy, user friendliness, quick response, no/little site survey, and timely update.	Semantic Scholar
We implemented CrowdOLR and collected 8100 location fingerprints of 162 objects for performance evaluation.	Semantic Scholar
Extensive experiments demonstrate that CrowdOLR achieves promising results in various complicated and realistic scenarios.	Semantic Scholar
This paper presents a natural framework for information sharing in cooperative tasks involving humans and robots.	Semantic Scholar
In this framework, all information gathered over time by a human–robot team is exchanged and summarized in the form of a fused probability density function (pdf).	Semantic Scholar
An approach for an intelligent system to describe its belief pdfs in English expressions is presented.	Semantic Scholar
This belief expression generation is achieved through two goodness measures: semantic correctness and information preservation.	Semantic Scholar
In order to describe complex, multimodal belief pdfs, a Mixture of Statements (MoS) model is proposed such that optimal expressions can be generated through compositions of multiple statements.	Semantic Scholar
The model is further extended to a nonparametric Dirichlet process MoS generation, such that the optimal number of statements required for describing a given pdf is automatically determined.	Semantic Scholar
Results based on information loss, human collaborative task performances, and correctness rating scores suggest that the proposed method for generating belief expressions is an effective approach for communicating probabilistic information between robots and humans.	Semantic Scholar
We propose algorithms to compute the three-dimensional (3-D) robust stability region in multicontact.	Semantic Scholar
It is well known that the stability region is a product of convex cones and, hence, is a convex polyhedron.	Semantic Scholar
Our stability region extends existing recursive two-dimensional (2-D) static stability approaches to 3-D by accounting for possible center-of-mass accelerations.	Semantic Scholar
We provide algorithms that construct the region of robust stability in a systematic way.	Semantic Scholar
We compare our algorithms and discuss possible computation of intermediary shapes using morphing.	Semantic Scholar
Finally, we provide an example of usage in generating robust static postures that can serve the purpose of multicontact planning.	Semantic Scholar
The problem of real-time motion generation to a target with obstacle avoidance is considered.	Semantic Scholar
A second-order dynamical system having the target as a unique globally asymptotically stable equilibrium is modified in the presence of obstacles by an additive signal whose design is based on the prescribed performance control methodology.	Semantic Scholar
It is proved that obstacle avoidance and dynamical system stability are guaranteed and that the target remains asymptotically stable.	Semantic Scholar
Simulations are utilized to reveal the cases where the proposed scheme outperforms the modulated dynamical system and the constrained optimization priority framework.	Semantic Scholar
Experimental results further validate the theoretical findings.	Semantic Scholar
Semantic understanding and localization are fundamental enablers of robot autonomy that have been tackled as disjoint problems for the most part.	Semantic Scholar
While deep learning has enabled recent breakthroughs across a wide spectrum of scene understanding tasks, its applicability to state estimation tasks has been limited due to the direct formulation that renders it incapable of encoding scene-specific constrains.	Semantic Scholar
In this letter, we propose the VLocNet++ architecture that employs a multitask learning approach to exploit the inter-task relationship between learning semantics, regressing 6-DoF global pose and odometry, for the mutual benefit of each of these tasks.	Semantic Scholar
Our network overcomes the aforementioned limitation by simultaneously embedding geometric and semantic knowledge of the world into the pose regression network.	Semantic Scholar
We propose a novel adaptive weighted fusion layer to aggregate motion-specific temporal information and to fuse semantic features into the localization stream based on region activations.	Semantic Scholar
Furthermore, we propose a self-supervised warping technique that uses the relative motion to warp intermediate network representations in the segmentation stream for learning consistent semantics.	Semantic Scholar
Finally, we introduce a first-of-a-kind urban outdoor localization dataset with pixel-level semantic labels and multiple loops for training deep networks.	Semantic Scholar
Extensive experiments on the challenging Microsoft 7-Scenes benchmark and our DeepLoc dataset demonstrate that our approach exceeds the state-of-the-art outperforming local feature-based methods while simultaneously performing multiple tasks and exhibiting substantial robustness in challenging scenarios.	Semantic Scholar
In this work, we focus on modeling user-generated review and overall rating pairs, and aim to identify semantic aspects and aspect-level sentiments from review data as well as to predict overall sentiments of reviews.	Semantic Scholar
We propose a novel probabilistic supervised joint aspect and sentiment model (SJASM) to deal with the problems in one go under a unified framework.	Semantic Scholar
SJASM represents each review document in the form of opinion pairs, and can simultaneously model aspect terms and corresponding opinion words of the review for hidden aspect and sentiment detection.	Semantic Scholar
It also leverages sentimental overall ratings, which often come with online reviews, as supervision data, and can infer the semantic aspects and aspect-level sentiments that are not only meaningful but also predictive of overall sentiments of reviews.	Semantic Scholar
Moreover, we also develop efficient inference method for parameter estimation of SJASM based on collapsed Gibbs sampling.	Semantic Scholar
We evaluate SJASM extensively on real-world review data, and experimental results demonstrate that the proposed model outperforms seven well-established baseline methods for sentiment analysis tasks.	Semantic Scholar
This letter presents a novel approach to correct errors caused by accumulated scale drift in monocular SLAM.	Semantic Scholar
It is shown that the metric scale can be estimated using information gathered through monocular SLAM and image blur due to defocus.	Semantic Scholar
A nonlinear least squares optimization problem is formulated to integrate depth estimates from defocus to monocular SLAM.	Semantic Scholar
An algorithm to process the output keyframe and feature location estimates generated by a monocular SLAM algorithm to correct for scale drift at selected local regions of the environment is presented.	Semantic Scholar
The proposed algorithm is experimentally evaluated by processing the output of ORB-SLAM to obtain accurate metric scale maps from a monocular camera without any prior knowledge about the scene.	Semantic Scholar
To treat atrial fibrillation (AFib), radiofrequency ablation is usually implemented with a cardiac catheter to block abnormal electrical signals from pulmonary veins.	Semantic Scholar
However, it is challenging to manipulate a passive catheter.	Semantic Scholar
In addition, the radiation exposure to patients under fluoroscopic guidance has been a concern.	Semantic Scholar
To address these two major issues, this work presents the development of a steerable and magnetic resonance imaging (MRI) compatible cardiac catheter by using shape memory alloy (SMA) as an alternative interventional tool for AFib.	Semantic Scholar
The developed cardiac catheter is comprised of a passive and flexible tubing, and a steerable tip.	Semantic Scholar
The tip is composed of multiple bending modules and each module is actuated by a pair of antagonistic SMA wires.	Semantic Scholar
To improve the MRI-compatibility of SMA actuators, the electric current required for SMA actuation is significantly reduced by developing a technique of conductive heating actuation.	Semantic Scholar
In this letter, the design and fabrication of the cardiac catheter are presented, followed by modeling the SMA bending module.	Semantic Scholar
The working performance of the SMA bending module is experimentally studied.	Semantic Scholar
In the end, a proof-of-concept demonstration of the cardiac catheter is performed in an explanted heart.	Semantic Scholar
Graphs are used for representing and understanding objects and their relationships for numerous applications such as social networks, Semantic Webs, and biological networks.	Semantic Scholar
Integrity assurance of data and query results for graph databases is an essential security requirement.	Semantic Scholar
In this paper, we propose two efficient integrity verification schemes—HMACs for graphs (gHMAC) for two-party data sharing, and redactable HMACs for graphs (rgHMAC) for third-party data sharing, such as a cloud-based graph database service.	Semantic Scholar
We compute one HMAC value for both the schemes and two other verification objects for rgHMAC scheme that are shared with the verifier.	Semantic Scholar
We show that the proposed schemes are provably secure with respect to integrity attacks on the structure and/or content of graphs and query results.	Semantic Scholar
The proposed schemes have linear complexity in terms of the number of vertices and edges in the graphs, which is shown to be optimal.	Semantic Scholar
Our experimental results corroborate that the proposed HMAC-based schemes for graphs are highly efficient as compared to the digital signature-based schemes—computation of HMAC tags is about 10 times faster than the computation of digital signatures.	Semantic Scholar
This letter presents a novel robotic mechanism inspired by origami and its fabrication method using three-dimensional (3D) printing.	Semantic Scholar
The selected twisted tower design shows unique structural and geometrical properties that enable bending and linear motions, and therefore, can be suitable for various robotic applications.	Semantic Scholar
However, fabrication of this origami design requires a complex sequence of paper folding and assembling by hand, which cannot be automated by existing manufacturing technologies.	Semantic Scholar
To fabricate this structure via 3D printing, the twisted tower is reconstructed in a computer aided design (CAD) model.	Semantic Scholar
The CAD model is then 3D printed using two different materials—a flexible material for creases and a rigid material for surfaces.	Semantic Scholar
The printed structure preserves the geometrical properties of the original tower.	Semantic Scholar
Associated kinematics and workspace analysis are also presented in this letter.	Semantic Scholar
The 3D printed tower is embodied into a robotic arm to physically demonstrate its potential utility.	Semantic Scholar
Many time series are considered to be a superposition of several oscillation components.	Semantic Scholar
We have proposed a method for decomposing univariate time series into oscillation components and estimating their phases (Matsuda & Komaki, 2017).	Semantic Scholar
In this study, we extend that method to multivariate time series.	Semantic Scholar
We assume that several oscillators underlie the given multivariate time series and that each variable corresponds to a superposition of the projections of the oscillators.	Semantic Scholar
Thus, the oscillators superpose on each variable with amplitude and phase modulation.	Semantic Scholar
Based on this idea, we develop gaussian linear state-space models and use them to decompose the given multivariate time series.	Semantic Scholar
The model parameters are estimated from data using the empirical Bayes method, and the number of oscillators is determined using the Akaike information criterion.	Semantic Scholar
Therefore, the proposed method extracts underlying oscillators in a data-driven manner and enables investigation of phase dynamics in a given multivariate time series.	Semantic Scholar
Numerical results show the effectiveness of the proposed method.	Semantic Scholar
From monthly mean north-south sunspot number data, the proposed method reveals an interesting phase relationship.	Semantic Scholar
Planning motions to grasp an object in cluttered and uncertain environments is a challenging task, particularly when a collision-free trajectory does not exist and objects obstructing the way are required to be carefully grasped and moved out.	Semantic Scholar
This letter takes a different approach and proposes to address this problem by using a randomized physics-based motion planner that permits robot–object and object–object interactions.	Semantic Scholar
The main idea is to avoid an explicit high-level reasoning of the task by providing the motion planner with a physics engine to evaluate possible complex multibody dynamical interactions.	Semantic Scholar
The approach is able to solve the problem in complex scenarios, also considering uncertainty in the objects’ pose and in the contact dynamics.	Semantic Scholar
The work enhances the state validity checker, the control sampler, and the tree exploration strategy of a kinodynamic motion planner called KPIECE.	Semantic Scholar
The enhanced algorithm, called p-KPIECE, has been validated in simulation and with real experiments.	Semantic Scholar
The results have been compared with an ontological physics-based motion planner and with task and motion planning approaches, resulting in a significant improvement in terms of planning time, success rate, and quality of the solution path.	Semantic Scholar
Proof nets are a syntax for linear logic proofs which gives a coarser notion of proof equivalence with respect to syntactic equality together with an intuitive geometrical representation of proofs.	Semantic Scholar
In this paper we give an alternative 2-dimensional syntax for multiplicative linear logic derivations.	Semantic Scholar
The syntax of string diagrams authorizes the definition of a framework where the sequentializability of a term, i.e.	Semantic Scholar
deciding whether the term corresponds to a correct derivation, can be verified in linear time.	Semantic Scholar
Furthermore, we can use this syntax to define a denotational semantics for multiplicative linear logic with units by means of equivalence classes of proof diagrams modulo a terminating rewriting.	Semantic Scholar
unknown	Semantic Scholar
In this paper, we propose a joint semantic preserving action attribute learning framework for action recognition from depth videos, which is built on multistream deep neural networks.	Semantic Scholar
More specifically, this paper describes the idea to explore action attributes learned from deep activations.	Semantic Scholar
Multiple stream deep neural networks rather than conventional hand-crafted low-level features are employed to learn the deep activations.	Semantic Scholar
An undirected graph is utilized to model the complex semantics among action attributes and is integrated into our proposed joint action attribute learning algorithm.	Semantic Scholar
Experiments on several public datasets for action recognition demonstrate that 1) the deep activations achieve the state-ofthe-art discriminative performance as feature vectors and 2) the attribute learner can produce generic attributes, and thus obtains decent performance on zero-shot action recognition.	Semantic Scholar
Differential privacy is an essential and prevalent privacy model that has been widely explored in recent decades.	Semantic Scholar
This survey provides a comprehensive and structured overview of two research directions: differentially private data publishing and differentially private data analysis.	Semantic Scholar
We compare the diverse release mechanisms of differentially private data publishing given a variety of input data in terms of query type, the maximum number of queries, efficiency, and accuracy.	Semantic Scholar
We identify two basic frameworks for differentially private data analysis and list the typical algorithms used within each framework.	Semantic Scholar
The results are compared and discussed based on output accuracy and efficiency.	Semantic Scholar
Further, we propose several possible directions for future research and possible applications.	Semantic Scholar
"We developed a fingertip-size proximity sensor that detects the distance to and the tilt angle of the surface of an object with the peak-to-peak distance error less than 1/129th (<inline-formula><tex-math notation=""LaTeX"">$<$ </tex-math></inline-formula>31 <inline-formula><tex-math notation=""LaTeX"">$\mu$</tex-math></inline-formula>m) and the measuring time less than 1/10th (<inline-formula><tex-math notation=""LaTeX"">$<$</tex-math></inline-formula> 1 ms) those of existing sensors."	Semantic Scholar
In addition, we realized the task of catching a fragile object (paper balloon) with a high-speed robot hand equipped with the sensor.	Semantic Scholar
High-speed, high-precision sensing enables contact detection independently of the contact force.	Semantic Scholar
We describe a robust contact detection method that does not depend on the reflectance, the tilt angle, or the shape of target objects surface.	Semantic Scholar
"In experiments, we confirmed that the sensor could measure a distance of 2.85–20 mm (resolution: 44 <inline-formula><tex-math notation=""LaTeX""> $\mu$</tex-math></inline-formula>m in <inline-formula><tex-math notation=""LaTeX"">$<$</tex-math></inline-formula> 3 mm) and a tilt angle of <inline-formula><tex-math notation=""LaTeX"">$\pm 45^\circ$</tex-math></inline-formula>  (error: 1.47<inline-formula><tex-math notation=""LaTeX"">$^\circ$</tex-math></inline-formula>) for objects with reflectances of 18% and 90%."	Semantic Scholar
We demonstrated that the hand could catch the paper balloon when dropped from a height of about 20 cm without crushing it.	Semantic Scholar
In this letter, we propose the Interactive Text2Pickup (IT2P) network for human–robot collaboration that enables an effective interaction with a human user despite the ambiguity in user's commands.	Semantic Scholar
We focus on the task where a robot is expected to pick up an object instructed by a human, and to interact with the human when the given instruction is vague.	Semantic Scholar
The proposed network understands the command from the human user and estimates the position of the desired object first.	Semantic Scholar
To handle the inherent ambiguity in human language commands, a suitable question which can resolve the ambiguity is generated.	Semantic Scholar
The user's answer to the question is combined with the initial command and given back to the network, resulting in more accurate estimation.	Semantic Scholar
The experiment results show that given unambiguous commands, the proposed method can estimate the position of the requested object with an accuracy of 98.49% based on the test dataset.	Semantic Scholar
Given ambiguous language commands, we show that the accuracy of the pick up task increases by 1.94 times after incorporating the information obtained from the interaction.	Semantic Scholar
The Coalition Structure Generation (CSG) problem plays an important role in the domain of coalition games.	Semantic Scholar
Its goal is to create coalitions of agents so that the global welfare is maximized.	Semantic Scholar
To date, Weighted Partial MaxSAT (WPM) encoding has shown high efficiency in solving the CSG problem, which encodes a set of constraints into Boolean propositional logic and employs an off-the-shelf WPM solver to find out the optimal solution.	Semantic Scholar
However, in existing WPM encodings, a number of redundant encodings are asserted.	Semantic Scholar
This results in additional calculations and correspondingly incurs performance penalty.	Semantic Scholar
Against this background, this paper presents an Improved Rule Relation-based WPM (I-RWPM) encoding for the CSG problem, which is expressed by a set of weighted rules in a concise representation scheme called Marginal Contribution net (MC-net).	Semantic Scholar
In order to effectively reduce the constraints imposed on encodings, we first identify a subset of rules in an MC-net, referred as a set of freelance rules.	Semantic Scholar
We prove that solving the problem made up of all freelance rules can be achieved with a straightforward means without any extra encodings.	Semantic Scholar
Thus the set of rules requiring to be encoded is downsized.	Semantic Scholar
Next, we improve the encoding of transitive relations among rules.	Semantic Scholar
To be specific, compared with the existing rule relation-based encoding that generates transitive relations universally among all rules, I-RWPM only considers the transitivity among rules with particular relationship.	Semantic Scholar
In this way, the number of constraints to be encoded can be further decreased.	Semantic Scholar
Experiments suggest that I-RWPM significantly outperforms other WPM encodings for solving the same set of problem instances.	Semantic Scholar
Real-time grasp stability is based on successful slippage detection.	Semantic Scholar
In this work, we consider slippage detection as a binary problem (slip, stable) and we propose a novel set of temporal and frequential features, extracted from force norm profiles and collected during reliable ground truth labeling processes, finally employed within the machine learning classification techniques.	Semantic Scholar
Classification performance of the proposed scheme, with respect to its success and generalization ability, is assessed systematically utilizing different performance metrics that clarify class predictions as opposed to most of the reported works.	Semantic Scholar
We show that our proposed feature extraction method improves classification performance over the commonly used feature sets, even when trained with one surface, and generalizes successfully to unseen ones.	Semantic Scholar
The trained classifier is tested on a completely new task and object, for real-time slippage detection, showing high detection accuracy.	Semantic Scholar
Finally, the classifier is tested in a different experimental layout with a different force sensor.	Semantic Scholar
Experiments are conducted on unseen surfaces for a variety of sampling frequencies, for both translational and rotational slippage, with the proposed approach showing fast and accurate detection in all cases.	Semantic Scholar
Stroke patients suffer from declined physical ability, and it is important to analyze rehabilitation intervention and clarify its effect on the motion of patients.	Semantic Scholar
In this study, the effect of intervention on the standing-up motion of stroke patients is investigated.	Semantic Scholar
First, the intervention timing of a physical therapist (PT) is analyzed quantitatively from the muscle activity of upper limbs during therapy.	Semantic Scholar
Next, the intervention effect is evaluated based on body kinematics and muscle synergy.	Semantic Scholar
In this study, twenty trials are conducted, in which the standing-up motion of hemiplegic patients (n=12) is measured with and without the intervention by a PT.	Semantic Scholar
The results show that PTs teach hemiplegic patients the timing of lifting their buttocks during standing-up motion.	Semantic Scholar
Furthermore, it has been found that this intervention could improve the standing-up motion, although stroke patients had inadequate muscle synergy structure.	Semantic Scholar
In particular, some patients had delayed activation of the synergy and they could only stood up after they moved their center of mass toward their feet.	Semantic Scholar
However, the intervention by PTs could induce earlier activation of the synergy.	Semantic Scholar
Moreover, the intervention could properly shorten the activation duration of muscle synergy for those who had unusually inappropriate longer activation of synergy.	Semantic Scholar
These results imply that disordered and inadequate muscle synergy structure can be improved by proper intervention, and this study contributes to the further development of new rehabilitation methodologies.	Semantic Scholar
In this work, we propose a novel type of 3D-printed soft pneumatic actuator that allows geometry-based customization of bending modalities.	Semantic Scholar
While motion in the 3-D space has been achieved for several types of soft actuators, only 2-D bending has been previously modeled and characterized within the scope of 3D-printed soft pneumatic actuators.	Semantic Scholar
We developed the first type of 3D-printed soft pneumatic actuator, which, by means of the unique feature of customizable cubes at an angle with the longitudinal axis of the structure, is capable of helical motion.	Semantic Scholar
Thus, we characterize its mechanical behavior and formulate mathematical and FEA models to validate the experimental results.	Semantic Scholar
Variation to the pattern of the inclination angle along the actuator is then demonstrated to allow for complex 3D-bending modalities and the main applications in the fields of object manipulation and wearable robotics are finally discussed.	Semantic Scholar
We present a photo-realistic training and evaluation simulator (Sim4CV) (http://www.sim4cv.org) with extensive applications across various fields of computer vision.	Semantic Scholar
Built on top of the Unreal Engine, the simulator integrates full featured physics based cars, unmanned aerial vehicles (UAVs), and animated human actors in diverse urban and suburban 3D environments.	Semantic Scholar
We demonstrate the versatility of the simulator with two case studies: autonomous UAV-based tracking of moving objects and autonomous driving using supervised learning.	Semantic Scholar
The simulator fully integrates both several state-of-the-art tracking algorithms with a benchmark evaluation tool and a deep neural network architecture for training vehicles to drive autonomously.	Semantic Scholar
It generates synthetic photo-realistic datasets with automatic ground truth annotations to easily extend existing real-world datasets and provides extensive synthetic data variety through its ability to reconfigure synthetic worlds on the fly using an automatic world generation tool.	Semantic Scholar
Despite the appearance of advanced multi-degrees of freedom (DoF) robotic hands during the past decade, prosthetic control lacks a powerful interface to facilitate all its functionalities in a manner that is acceptable for a majority of users [1].	Semantic Scholar
In this article, we explore the feasibility of using a sensing technique called force myography (FMG) as an alternative or synergist to the traditional surface electromyography (sEMG) technique as a human-machine interface (HMI) for the control of a multi-DoF prosthetic hand, bebionic 3 by Ottobock, Austin, Texas.	Semantic Scholar
In this article, we present a prosthetic prototype developed for the Cybathlon 2016, a championship for racing pilots with disabilities using assistive robotic devices.	Semantic Scholar
The design of the prototype is discussed and the effect of two factors on its control is analyzed.	Semantic Scholar
These factors are 1) the impact of a multisensory approach and 2) the placement of FMG sensor strips within the prosthetic inner socket.	Semantic Scholar
Analysis is performed by comparing resulting pattern recognition accuracies.	Semantic Scholar
Results show that the use of both sensing modalities (FMG and EMG) together produced the highest pattern recognition accuracy (81.1%) for ten classes of motion (four wrist movements and six grip patterns).	Semantic Scholar
We demonstrated that FMG has the potential to be an HMI for control of upper-limb-powered prostheses.	Semantic Scholar
FMG also illustrates the potential for intuitive control through the use of pattern recognition.	Semantic Scholar
A multisensory approach could assist in increasing robustness of the HMI for prosthetic control.	Semantic Scholar
unknown	Semantic Scholar
In a constantly changing world, animals must account for environmental volatility when making decisions.	Semantic Scholar
To appropriately discount older, irrelevant information, they need to learn the rate at which the environment changes.	Semantic Scholar
We develop an ideal observer model capable of inferring the present state of the environment along with its rate of change.	Semantic Scholar
Key to this computation is an update of the posterior probability of all possible change point counts.	Semantic Scholar
This computation can be challenging, as the number of possibilities grows rapidly with time.	Semantic Scholar
However, we show how the computations can be simplified in the continuum limit by a moment closure approximation.	Semantic Scholar
The resulting low-dimensional system can be used to infer the environmental state and change rate with accuracy comparable to the ideal observer.	Semantic Scholar
The approximate computations can be performed by a neural network model via a rate-correlation-based plasticity rule.	Semantic Scholar
We thus show how optimal observers accumulate evidence in changing environments and map this computation to reduced models that perform inference using plausible neural mechanisms.	Semantic Scholar
Humans can skilfully use tools and interact with the environment by adapting their movement trajectory, contact force, and impedance.	Semantic Scholar
Motivated by the human versatility, we develop here a robot controller that concurrently adapts feedforward force, impedance, and reference trajectory when interacting with an unknown environment.	Semantic Scholar
In particular, the robot's reference trajectory is adapted to limit the interaction force and maintain it at a desired level, while feedforward force and impedance adaptation compensates for the interaction with the environment.	Semantic Scholar
An analysis of the interaction dynamics using Lyapunov theory yields the conditions for convergence of the closed-loop interaction mediated by this controller.	Semantic Scholar
Simulations exhibit adaptive properties similar to human motor adaptation.	Semantic Scholar
The implementation of this controller for typical interaction tasks including drilling, cutting, and haptic exploration shows that this controller can outperform conventional controllers in contact tooling.	Semantic Scholar
Types in higher-order logic (HOL) are naturally interpreted as nonempty sets.	Semantic Scholar
This intuition is reflected in the type definition rule for the HOL-based systems (including Isabelle/HOL), where a new type can be defined whenever a nonempty set is exhibited.	Semantic Scholar
However, in HOL this definition mechanism cannot be applied inside proof contexts.	Semantic Scholar
We propose a more expressive type definition rule that addresses the limitation and we prove its consistency.	Semantic Scholar
This higher expressive power opens the opportunity for a HOL tool that relativizes type-based statements to more flexible set-based variants in a principled way.	Semantic Scholar
We also address particularities of Isabelle/HOL and show how to perform the relativization in the presence of type classes.	Semantic Scholar
Most recent approaches to monocular 3D pose estimation rely on Deep Learning.	Semantic Scholar
They either train a Convolutional Neural Network to directly regress from an image to a 3D pose, which ignores the dependencies between human joints, or model these dependencies via a max-margin structured learning framework, which involves a high computational cost at inference time.	Semantic Scholar
In this paper, we introduce a Deep Learning regression architecture for structured prediction of 3D human pose from monocular images or 2D joint location heatmaps that relies on an overcomplete autoencoder to learn a high-dimensional latent pose representation and accounts for joint dependencies.	Semantic Scholar
We further propose an efficient Long Short-Term Memory network to enforce temporal consistency on 3D pose predictions.	Semantic Scholar
We demonstrate that our approach achieves state-of-the-art performance both in terms of structure preservation and prediction accuracy on standard 3D human pose estimation benchmarks.	Semantic Scholar
Recently there has been increasing attention towards analysis dictionary learning.	Semantic Scholar
In analysis dictionary learning, it is an open problem to obtain the strong sparsity-promoting solutions efficiently while simultaneously avoiding the trivial solutions of the dictionary.	Semantic Scholar
In this paper, to obtain the strong sparsity-promoting solutions, we employ the ℓ1∕2 norm as a regularizer.	Semantic Scholar
