text	confidence_value	confidence_level
In this paper, we present <inline-formula> <tex-math notation="LaTeX"> $\sf {SIMkNN} $</tex-math> <alternatives> <inline-graphic xlink: href="cao-ieq3-2808971.gif"/> </alternatives> </inline-formula>, a scalable and in-memory <italic> k </italic> NN query processing technique.	0.011073068715631962	Low	Semantic Scholar
It is far from trivial to perform the space expansion within the hierarchical grid index.	0.007674345746636391	Low	Semantic Scholar
Accordingly, an efficient space expansion algorithm to generate the estimation area is proposed.	0.0010822429321706295	Low	Semantic Scholar
The experimental evaluation shows that <inline-formula> <tex-math notation="LaTeX"> $\sf {SIMkNN} $</tex-math> <alternatives> <inline-graphic xlink: href="cao-ieq6-2808971.gif"/> </alternatives> </inline-formula> outperforms the baseline algorithm in terms of time and memory efficiency.	0.003205245826393366	Low	Semantic Scholar
In this paper, a one-layer recurrent neural network is proposed for solving a class of nonsmooth, pseudoconvex optimization problems with general convex constraints.	0.013236423023045063	Low	Semantic Scholar
In addition, some preliminary theoretical analysis and application of the proposed network for a wider class of dynamic portfolio optimization are included.	0.017778925597667694	Low	Semantic Scholar
Compared to the state-of-the-art methods, <inline-formula> <tex-math notation="LaTeX"> $\mathsf {AutoPhrase} $</tex-math> <alternatives> <inline-graphic xlink: href="shang-ieq2-2812203.gif"/> </alternatives> </inline-formula> has shown significant improvements in both effectiveness and efficiency on five real-world datasets across different domains and languages.	0.014291852712631226	Low	Semantic Scholar
Besides, <inline-formula> <tex-math notation="LaTeX"> $\mathsf {AutoPhrase} $</tex-math> <alternatives> <inline-graphic xlink: href="shang-ieq3-2812203.gif"/> </alternatives> </inline-formula> can be extended to model single-word quality phrases.	0.0008455120259895921	Low	Semantic Scholar
Pyramidal neurons produce different spiking patterns to process information, communicate with each other and transform information.	0.008278226479887962	Low	Semantic Scholar
Models with fractional (non-integer) order differentiation that generalize power law dynamics can be used to describe complex temporal voltage dynamics.	0.00695046316832304	Low	Semantic Scholar
The firing rate displays different types of spike timing adaptation caused by changes on initial values.	0.015361042693257332	Low	Semantic Scholar
The terrain tractability constraint is decoupled from the dynamic stability equation of the robot and absorbed as a terrain feature.	0.01482013612985611	Low	Semantic Scholar
The results indicate that the target is reached optimally and the trajectory is smooth.	0.008669000118970871	Low	Semantic Scholar
The smoothness of the trajectory eliminates the need for post processing for trajectory tracking.	0.0037670095916837454	Low	Semantic Scholar
It is commercially available in Japan, and is currently being used by hospitals and rehabilitation facilities.	0.011408745311200619	Low	Semantic Scholar
However, many patients, particularly those with lower-limb disabilities, would like to use it both indoors and outdoors.	0.019858714193105698	Low	Semantic Scholar
In addition, the user would like to ascend slopes easily and descend them safely.	0.0029675173573195934	Low	Semantic Scholar
Hence, the cycling wheelchair requires a transmission system that can change the gear ratio based on the environment, and an automatic braking system.	0.005410444922745228	Low	Semantic Scholar
In this letter, we discuss in more detail the assistive functions required of the cycling wheelchair, and we realize them by developing a new cycling wheelchair with a continuously variable transmission and clutch.	0.01698862947523594	Low	Semantic Scholar
In addition, we conduct experiments to illustrate the validity of the proposed cycling wheelchair and its control method.	0.016589395701885223	Low	Semantic Scholar
We illustrate the application of the proposed solution in simulation and compare it to centralized and global approaches.	0.005913263186812401	Low	Semantic Scholar
We also test our approach with physical marine robots sampling a process in a water tank.	0.010823996737599373	Low	Semantic Scholar
We demonstrate that when real human annotated data is scarce or non-existent, our data generation strategy can provide an excellent solution for an array of tasks for human activity analysis including detection, pose estimation and segmentation.	0.017466282472014427	Low	Semantic Scholar
Experimental results show that our approach (1) outperforms classical models and hybrid synthetic-real models, (2) outperforms various combinations of off-the-shelf state-of-the-art pedestrian detectors and pose estimators that are trained on real data, and (3) surprisingly, our method using purely synthetic data is able to outperform models trained on real scene-specific data when data is limited.	0.019761309027671814	Low	Semantic Scholar
The urban road networks undergo frequent traffic congestions during the peak hours and around the city center.	0.020214825868606567	Low	Semantic Scholar
Due to the dynamic nature of traffic, these partitions evolve with time in terms of their structure and location.	0.011499966494739056	Low	Semantic Scholar
The proposed Bin consumes a minimum space with least redundancy at different time stamps.	0.004049711860716343	Low	Semantic Scholar
The herding algorithm, referred to as the $m $-waypoint algorithm, is designed using a dynamic model of bird flocking based on Reynolds ’ rules.	0.002713287016376853	Low	Semantic Scholar
The herding algorithm is also demonstrated using numerical simulations.	0.00100032240152359	Low	Semantic Scholar
The variational auto-encoder (VAE) is a powerful and scalable deep generative model.	0.013177690096199512	Low	Semantic Scholar
Generally, latent variables are assumed to be normally distributed with a diagonal covariance matrix, however, it is not flexible enough to match the true complex posterior distribution.	0.021927304565906525	Low	Semantic Scholar
We introduce a novel approach to design a flexible and arbitrarily complex approximate posterior distribution.	0.001453033066354692	Low	Semantic Scholar
Unlike VAE, firstly, an initial density is constructed by a Gaussian mixture model, and each component has a diagonal covariance matrix.	0.005573838017880917	Low	Semantic Scholar
Then this relatively simple distribution is transformed into a more flexible one by applying a sequence of invertible Householder transformations until the desired complexity has been achieved.	0.011266184970736504	Low	Semantic Scholar
Therefore, we redefine a new variational lower bound by virtue of its upper bound.	0.013544668443500996	Low	Semantic Scholar
Topological maps are sparse roadmap representations of environments that can be used to identify collision-free trajectories for robots to navigate through a domain.	0.012275142595171928	Low	Semantic Scholar
Finally, a graph-based wave propagation algorithm is applied to the obstacle-free region to construct the topological map of the domain in the form of an approximate generalized Voronoi diagram.	0.0187729112803936	Low	Semantic Scholar
Gripper adaptability to handle objects of different shape and size brings high flexibility to manipulation.	0.007022378034889698	Low	Semantic Scholar
Gripping flat, round, or narrow objects poses challenges to even the most sophisticated robotic grippers.	0.003951531834900379	Low	Semantic Scholar
Here, we present an origami-inspired reconfigurable suction gripper to address adaptability with robotic suction grippers.	0.004286925308406353	Low	Semantic Scholar
Constructed from rigid and soft components and driven by compact shape memory alloy actuators, the gripper can effectively self-fold into three shape modes to pick large and small flat, narrow cylindrical, triangular and spherical objects.	0.020080691203475	Low	Semantic Scholar
The 10-g few centimeters gripper lifts loads up to 5 N , 50 times its weight.	0.010751460678875446	Low	Semantic Scholar
We also present an underactuated prototype, demonstrating the versatility of our design and actuation methods.	0.004373002797365189	Low	Semantic Scholar
Robots that exploit their embodiment promise to be more robust, energy-efficient, and adaptable.	0.002325256820768118	Low	Semantic Scholar
We introduce the concept of the control-morphology (CM) space and the variable stiffness swimmer, a multisegment pendular robot with adaptive joint stiffness.	0.00574848847463727	Low	Semantic Scholar
A basis motion is introduced, which is a mathematical function that can be adapted for each coordinate direction along each trajectory segment.	0.008528772741556168	Low	Semantic Scholar
Kinematic constraints are satisfied through the selection of the coefficients for this function.	0.001050980412401259	Low	Semantic Scholar
Dynamic constraints are imposed by defining feasible regions within the workspace for each segment endpoint, based on the previous endpoint.	0.005546815227717161	Low	Semantic Scholar
Spherical linear interpolation (SLERP) is used to produce singularity-free, optimally interpolated rotational trajectory segments.	0.000625821587163955	Low	Semantic Scholar
Firstly, we discuss possible ways of representing 3D data to feed the network.	0.0020145762246102095	Low	Semantic Scholar
In addition, we propose a set of representations to be tested.	0.0032623426523059607	Low	Semantic Scholar
The present letter presents an overview of the newly developed wrist exoskeleton mechanism, prototype implementation, and preliminary mechanical evaluations.	0.011218263767659664	Low	Semantic Scholar
In this study, we propose an estimation method of the user's state utilizing a few inexpensive and simple sensors.	0.0202430821955204	Low	Semantic Scholar
The average state transition time errors are 0.175 and 0.145 s for sit-to-rise and rise-to-stand, respectively.	0.01847783289849758	Low	Semantic Scholar
Therefore, the accuracy of the state estimation is reasonable.	0.0064134555868804455	Low	Semantic Scholar
Then, the inferred intention can be used to command assistive robots for proper service.	0.004484466277062893	Low	Semantic Scholar
Subterranean environments are often unmapped and challenged by low-lighting conditions and communication constraints.	0.002404178259894252	Low	Semantic Scholar
The proposed approach minimizes the squared L2 norm between two distributions through an on-manifold parameterization of the objective function.	0.017587410286068916	Low	Semantic Scholar
Beyond cave and mine environments, the method readily extends to solving the problem of registration in cluttered domains.	0.003128757467493415	Low	Semantic Scholar
Our approach employs a discrete Bayes filter with a sensor model based on whole image descriptors.	0.0003639257629401982	Low	Semantic Scholar
We compute a similarity matrix over all image descriptors and leverage the sequential nature of typical image streams with a flexible transition scheme in the Bayes filter framework.	0.013624764047563076	Low	Semantic Scholar
Furthermore, we show that decorrelating the similarity matrix results in an improved localization performance.	0.010032407008111477	Low	Semantic Scholar
A novel variant of such methods, the hierarchical dynamic roadmap (HDRM), is then proposed for solving complex planning problems.	0.009139211848378181	Low	Semantic Scholar
Brain activity evolves through time, creating trajectories of activity that underlie sensorimotor processing, behavior, and learning and memory.	0.007935335859656334	Low	Semantic Scholar
Therefore, understanding the temporal nature of neural dynamics is essential to understanding brain function and behavior.	0.002573916921392083	Low	Semantic Scholar
In vivo studies have demonstrated that sequential transient activation of neurons can encode time.	0.006596008315682411	Low	Semantic Scholar
We address these issues using a recurrent neural network (RNN) model with distinct populations of excitatory and inhibitory units.	0.02208515629172325	Low	Semantic Scholar
Consistent with experimental data, a single RNN could autonomously produce multiple functionally feedforward trajectories, thus potentially encoding multiple timed motor patterns lasting up to several seconds.	0.01398073323071003	Low	Semantic Scholar
Importantly, the model accounted for Weber's law, a hallmark of timing behavior.	0.003309593303129077	Low	Semantic Scholar
Models trained via the proposed framework can even outperform nontransfer-learning models by up to 8% in accuracy.	0.009628240019083023	Low	Semantic Scholar
Walkers also provide a significant potential for lower limb rehabilitation.	0.009529940783977509	Low	Semantic Scholar
To cope with the close proximity of the user's body, a multimodal sensor setup was considered.	0.0160710159689188	Low	Semantic Scholar
In the information fusion process, the most accurate estimation is selected to propagate through the whole network in finite time.	0.014686276204884052	Low	Semantic Scholar
We propose a max-consensus protocol to guarantee the consistency of the JMTPD.	0.005136176943778992	Low	Semantic Scholar
Based on the consistent JMTPD, the distributed partially observable Markov decision algorithm is used to make tracking decisions.	0.008860728703439236	Low	Semantic Scholar
The proposed method uses the Fisher information to bid for targets in a distributed auction.	0.0039409007877111435	Low	Semantic Scholar
We compare our proposed algorithm with the centralized method and the greedy approach.	0.001018919749185443	Low	Semantic Scholar
This article discusses an open-hardware robotics kit approach for designing spatial haptic interfaces.	0.0009472520905546844	Low	Semantic Scholar
To apply this framework to realistic robots in three dimensions, we require algorithms capable of scaling to high-dimensional configuration spaces.	0.001749045797623694	Low	Semantic Scholar
Finally, the proposed stability conditions are demonstrated with numerical example.	0.020712891593575478	Low	Semantic Scholar
Event cameras are bio-inspired vision sensors that output pixel-level brightness changes instead of standard intensity frames.	0.005602925084531307	Low	Semantic Scholar
We introduce the problem of event-based multi-view stereo (EMVS) for event cameras and propose a solution to it.	0.018461832776665688	Low	Semantic Scholar
We successfully validate our method on both synthetic and real data.	0.0033659646287560463	Low	Semantic Scholar
Our method is computationally very efficient and runs in real-time on a CPU.	0.011831960640847683	Low	Semantic Scholar
Collaborative virtual environments (VEs) require interaction models for resolving conflicts and promoting multiuser collaboration.	0.00042374414624646306	Low	Semantic Scholar
We first verified that the DP model allowed multiple users to perceive EII.	0.0008963327272795141	Low	Semantic Scholar
The results of the experiment indicated that the DP model fulfilled the metrics of the framework significantly better than the FCFS model.	0.014280645176768303	Low	Semantic Scholar
This observation implies a potential application of the DP model in collaborative VEs where multiuser satisfaction is the key to productive collaboration.	0.01787503995001316	Low	Semantic Scholar
Natural systems, like the hydrological, climatological, atmospheric, or any other environmental processes, are extremely complex as well as dynamic in nature.	0.013898280449211597	Low	Semantic Scholar
It is therefore difficult to forecast, analyze, and quantify these processes by using simple empirical equations.	0.010453833267092705	Low	Semantic Scholar
Indeed the first events on the subject, often colocated with major AI conferences, date back to almost thirty years ago.	0.01678413711488247	Low	Semantic Scholar
One year later, the first number of the Constraints Journal was issued.	0.00765073811635375	Low	Semantic Scholar
We validate our approach with experiments on a 14 d.o.f.	0.001188170281238854	Low	Semantic Scholar
dual-arm ABB YuMi robot equipped with an red, green, blue (RGB) camera and teleoperated by a 3 d.o.f.	0.004013353027403355	Low	Semantic Scholar
The first illustrates the structure and dynamics of a single loop implementing a simple gating mechanism.	0.006420606281608343	Low	Semantic Scholar
An effective and well-known algorithm for computing such changes in synaptic weights is the error backpropagation algorithm.	0.0025135765317827463	Low	Semantic Scholar
Furthermore, for certain parameters, the weight change in the predictive coding model converges to that of the backpropagation algorithm.	0.004840714391320944	Low	Semantic Scholar
This suggests that it is possible for cortical networks with simple Hebbian synaptic plasticity to implement efficient learning algorithms in which synapses in areas on multiple levels of hierarchy are modified to minimize the error on the output.	0.014776499010622501	Low	Semantic Scholar
In order to solve the distribution problem, we develop centralized as well as decentralized methods to efficiently control the heterogeneous swarm of robots.	0.00809362344443798	Low	Semantic Scholar
We show that two distinct goal functions lead to two specializations of minspecies, which we term as eigenspecies and coverspecies.	0.009869626723229885	Low	Semantic Scholar
Quantitative results show the relation between diversity and performance.	0.004133393056690693	Low	Semantic Scholar
An important function in modern routers and switches is to perform a lookup for a key.	0.004819165449589491	Low	Semantic Scholar
Hash-based methods, and in particular cuckoo hash tables, are popular for such lookup operations, but for large structures stored in off-chip memory, such methods have the downside that they may require more than one off-chip memory access to perform the key lookup.	0.021840348839759827	Low	Semantic Scholar
An important feature of our approach is its simplicity.	0.004342635627835989	Low	Semantic Scholar
Our approach is based on simple logic that can be easily implemented in hardware, and hardware implementations would benefit most from the single off-chip memory access per lookup.	0.02078164555132389	Low	Semantic Scholar
Social robots are becoming a companion in everyday life.	0.014976580627262592	Low	Semantic Scholar
Learning concepts by imitation brings them this ability in a user-friendly way.	0.008636474609375	Low	Semantic Scholar
In ILoCI, observed multimodal spatiotemporal demonstrations are incrementally abstracted and generalized based on their perceptual and functional similarities during the imitation.	0.015276012010872364	Low	Semantic Scholar
Perceptually similar demonstrations are abstracted by a dynamic model of the mirror neuron system.	0.0018620649352669716	Low	Semantic Scholar
Effects of wider test item spacing were additionally captured.	0.005929823964834213	Low	Semantic Scholar
This letter proposes an incremental approach addressing this problem efficiently.	0.011394443921744823	Low	Semantic Scholar
The presented method first accumulates the measurements in a dynamic voxel grid and selectively updates the point normals affected by the insertion.	0.01829634979367256	Low	Semantic Scholar
The efficiency of the method makes it suitable for applications where real-time localization is required and enables its usage on cheaper low-energy systems.	0.018407337367534637	Low	Semantic Scholar
Our implementation is available open source along with instructions for running the system.	0.008772104047238827	Low	Semantic Scholar
( The implementation is available at https: //github.com/ethz-asl/segmatch and a video demonstration is available at https: //youtu.be/cHfs3HLzc2Y . )	0.019337395206093788	Low	Semantic Scholar
Sports, especially badminton, require participants to perform dynamic and skillful motions.	0.001745386398397386	Low	Semantic Scholar
Serious games are recently becoming a common sight in rehabilitation settings to provide motivation for patients undergoing therapy to regain upper limb function after disability.	0.005419973284006119	Low	Semantic Scholar
These are often presented using a two-dimensional (2-D) monitor to the patient who uses a robotic device (haptic user interface) as the game controller.	0.013686399906873703	Low	Semantic Scholar
To simulate a rehabilitation scenario, able-bodied participants are put under cognitive load (CL) for simulating disability-induced cognitive deficiencies when performing the tasks.	0.01759505644440651	Low	Semantic Scholar
Finally, numerical simulations are offered to substantiate our theoretical results.	0.001323090516962111	Low	Semantic Scholar
Ball-shaped robots present a novel andwidely studied approach formobile robotics.	0.009507431648671627	Low	Semantic Scholar
The extended dynamic model allows rolling, bouncing and slipping of the robot, and it includes a simplified contact model for the ball-obstacle-interaction.	0.01800801046192646	Low	Semantic Scholar
© 2016 Elsevier B.V. All rights reserved.	0.0037611841689795256	Low	Semantic Scholar
Normally, the parameters of the CS algorithm are kept constant or adapted by empirical equation that may result in decreasing the efficiency of the algorithm.	0.015429367311298847	Low	Semantic Scholar
In order to solve the problem, a feedback control scheme of algorithm parameters is adopted in cuckoo search; Rechenberg ’ s 1/5 criterion, combined with a learning strategy, is used to evaluate the evolution process.	0.009103029035031796	Low	Semantic Scholar
In addition, there are no information exchanges between individuals for cuckoo search algorithm.	0.01658165082335472	Low	Semantic Scholar
The performance of the proposed hybrid algorithm is investigated through different nonlinear systems, with the numerical results demonstrating that the method can estimate parameters accurately and efficiently.	0.002579486696049571	Low	Semantic Scholar
Finally, we compare the results with the standard CS algorithm, orthogonal learning cuckoo search algorithm (OLCS), an adaptive and simulated annealing operation with the cuckoo search algorithm (ACS-SA), a genetic algorithm (GA), a particle swarm optimization algorithm (PSO), and a genetic simulated annealing algorithm (GA-SA).	0.004816584289073944	Low	Semantic Scholar
Our simulation results demonstrate the effectiveness and superior performance of the proposed algorithm.	0.016401616856455803	Low	Semantic Scholar
Mobile robots give access to a wide range of fields, such as complex mechanics, sensors, wireless transmission, mathematics, and computer science.	0.020458733662962914	Low	Semantic Scholar
This article describes a process theory based on active inference and belief propagation.	0.007257244549691677	Low	Semantic Scholar
These include repetition suppression, mismatch negativity, violation responses, place-cell activity, phase precession, theta sequences, theta-gamma coupling, evidence accumulation, race-to-bound dynamics, and transfer of dopamine responses.	0.004780986346304417	Low	Semantic Scholar
In this paper, we present the combination of our soft supernumerary robotic finger i.e.	0.02044701762497425	Low	Semantic Scholar
Soft-SixthFinger with a commercially available zero gravity arm support, the SaeboMAS.	0.00627960404381156	Low	Semantic Scholar
The overall proposed system can provide the needed assistance during paretic upper limb rehabilitation involving both grasping and arm mobility to solve task-oriented activities.	0.006559859961271286	Low	Semantic Scholar
In particular, we performed the Frenchay Arm Test (FAT) and Box and Block Test (BBT).	0.0028079331386834383	Low	Semantic Scholar
We initiate a mathematical analysis of hidden effects induced by binning spike trains of neurons.	0.005784871056675911	Low	Semantic Scholar
Recurrent excitation can also lead to “ runaway ” transitions, sudden transitions to high-frequency firing; this may be related to epileptic seizures.	0.008916279301047325	Low	Semantic Scholar
How does the answer depend on parameters?	0.0028917663730680943	Low	Semantic Scholar
How does it depend on parameters?	0.002910563023760915	Low	Semantic Scholar
( 3) When do runaway transitions occur?	0.0011116655077785254	Low	Semantic Scholar
For reduced models, we give mathematical answers to these questions.	0.005345479119569063	Low	Semantic Scholar
Our main results can be summarized as follows.	0.0014343480579555035	Low	Semantic Scholar
It is faster when the external drive is weaker (and the recurrent excitation stronger).	0.01359686441719532	Low	Semantic Scholar
It is slower when the recurrent excitation has a longer decay time constant.	0.009919293224811554	Low	Semantic Scholar
( 3) Runaway transitions occur only with fast, not with slow, recurrent excitation.	0.0010383491171523929	Low	Semantic Scholar
The system provides static and dynamic correction of the end-effector pose using an external pose tracking system.	0.011700582690536976	Low	Semantic Scholar
It consists of multiple modules, which extend the capabilities of the conventional robot setup and fundamentally improve its usability and efficiency, since the user can easily set up, execute, and monitor the manufacturing tasks in a universal reference frame.	0.012752119451761246	Low	Semantic Scholar
Super-coiled polymer (SCP) artificial muscles have many attractive properties, such as high energy density, large contractions, and good dynamic range.	0.015445531345903873	Low	Semantic Scholar
This letter presents the first quantitative comparison, analysis, and modeling of bundled SCP actuators.	0.01593826524913311	Low	Semantic Scholar
By exploiting weaving and braiding techniques, three new types of bundled SCP actuators are created: woven bundles, two-dimensional, and three-dimensional braided bundles.	0.018394306302070618	Low	Semantic Scholar
This work lays the foundation for model-based SCP-actuated textiles, and physically scaling robots that employ SCP actuators as the driving mechanism.	0.020268406718969345	Low	Semantic Scholar
Here we propose a deep-learning neural network architecture that resolves the catastrophic forgetting problem.	0.013948514126241207	Low	Semantic Scholar
The DMA system learns continuously through incremental feature adaptation and weight transfer.	0.01852739229798317	Low	Semantic Scholar
This letter presents a novel semantic mapping approach, Recurrent-OctoMap, learned from long-term three-dimensional (3-D) Lidar data.	0.014472370967268944	Low	Semantic Scholar
The most widely used approach for the 3-D semantic map refinement is “ Bayes update, ” which fuses the consecutive predictive probabilities following a Markov-chain model.	0.016299571841955185	Low	Semantic Scholar
In this case, the semantic mapping process can be formulated as a sequence-to-sequence encoding–decoding problem.	0.004475723020732403	Low	Semantic Scholar
We validate our approach on the ETH long-term 3-D Lidar dataset.	0.0007956901099532843	Low	Semantic Scholar
This, in turn, delivers intelligence for real-time decision making in various fields, such as workflow management.	0.007926587015390396	Low	Semantic Scholar
In particular, we develop a workflow modeling framework that automatically constructs the workflow states and estimates the parameters describing the workflow transition patterns.	0.019515959545969963	Low	Semantic Scholar
More specifically, we propose effective and efficient regularizations for modeling the indoor location traces as stochastic processes.	0.004829740151762962	Low	Semantic Scholar
This prior encourages each workflow state to be a contiguous region in the building.	0.007714536041021347	Low	Semantic Scholar
We reduce the average log-loss by up to 11 percent.	0.0004871480050496757	Low	Semantic Scholar
Both approaches have their drawbacks: centralized systems rely on a central entity, which handles all the computational load and cannot be deployed in large, remote areas, whereas decentralized systems either exchange <inline-formula> <tex-math notation="LaTeX"> $n $</tex-math> </inline-formula> times more data or preclude matches between robots that visit the same place at different times while never being close enough to communicate directly.	0.017722662538290024	Low	Semantic Scholar
The result of this candidate selection is then used to choose a single robot to which the full query is sent.	0.018654707819223404	Low	Semantic Scholar
We validate our approach on real data and discuss its merit in different network models.	0.004538513254374266	Low	Semantic Scholar
In addition, the BasIS system includes an adaptive action-perception method for the prediction of gait events.	0.017489954829216003	Low	Semantic Scholar
The validation experiments also show that the performance, in accuracy and speed, is not significantly affected when noise is added to sensor measurements.	0.01607499085366726	Low	Semantic Scholar
The effectiveness of the proposed teleoperation scheme is validated experimentally, on real robots and in a virtual reality environment.	0.021704616025090218	Low	Semantic Scholar
A column describes a prototypical organization for neurons that gives rise to an ability to learn scale, rotation, and translation-invariant features.	0.013236317783594131	Low	Semantic Scholar
The competitive column architecture is demonstrated on a large-scale (54,000 neurons and 18 million synapses), invariant model of border ownership.	0.004348073620349169	Low	Semantic Scholar
The model is trained on four simple, fixed-scale shapes: two squares, one rectangle, and one symmetric L-shape.	0.0036858664825558662	Low	Semantic Scholar
The symposium was held at the NASA Ames Research Center, Moffett Field, CA, on May 16–18 , 2017.	0.007540304679423571	Low	Semantic Scholar
NFM is a forum to foster collaboration between theoreticians and practitioners from NASA, academia, and industry, with the goal of identifying challenges and providing solutions to achieving assurance inmissionand safety-critical systems.Examples of such systems include advanced separation assurance algorithms for aircraft, next-generation air transportation, autonomous rendezvous and docking for spacecraft, autonomous on-board software for unmanned aerial systems (UAS), UAS traffic management, autonomous robots, and systems for fault detection, diagnosis, and prognostics.	0.01565585844218731	Low	Semantic Scholar
The topics covered by the NASA Formal Methods Symposium include: model checking, theorem proving, SAT and SMT solving, symbolic execution, automated testing and verification, static and dynamic analysis, modelbased development, runtime verification, software and system testing, safety assurance, fault tolerance, compositional verification, security and intrusion detection, design for verification and correct-by-design techniques, techniques for scaling formalmethods, formalmethods for multi-core GPU-based implementations, generation, specification, and validation of requirements, human-machine interaction analysis, certification, and applications of formalmethods in systems development.	0.010169235058128834	Low	Semantic Scholar
The second article, “ Compositional Falsification of Cyber-Physical Systems with Machine Learning Components, ” by Tommaso Dreossi, Alexandre Donz, and Sanjit	0.001247531734406948	Low	Semantic Scholar
This study presents a resolved viscoelasticity control (RVC) method to handle multiple viscoelasticity in a humanoid system.	0.002931250724941492	Low	Semantic Scholar
The resolved multiple viscoelasticity control can improve both tracking performance and stability.	0.003977404907345772	Low	Semantic Scholar
The proposed method is validated by using forward dynamics simulations.	0.0015451890649273992	Low	Semantic Scholar
Two microcontrollers and custom drive electronics independently control eight high-voltage piezoelectric actuators to enable gait flexibility and maneuverability across a range of stride frequencies.	0.02223709411919117	Low	Semantic Scholar
An onboard microelectromechanical systems (MEMS) inertial measurement unit provides feedback for controlled, straight-line running on this size- and weight-constrained mobile microrobot.	0.007815226912498474	Low	Semantic Scholar
Existing keyword search approaches for graph-structured data are insufficient for querying temporal graphs.	0.0009955267887562513	Low	Semantic Scholar
It prunes invalid or inferior paths and maximizes shared processing among different snapshots.	0.0028615447226911783	Low	Semantic Scholar
Then, we develop algorithms that efficiently generate top- <inline-formula> <tex-math notation="LaTeX"> $k $</tex-math> <alternatives> <inline-graphic xlink: href="chen-ieq1-2690637.gif"/> </alternatives> </inline-formula> query results.	0.005356765352189541	Low	Semantic Scholar
Extensive experiments verified the efficiency and effectiveness of our approach.	0.0021226508542895317	Low	Semantic Scholar
Shared control is a strategy used in assistive platforms to combine human and robot orders to achieve a goal.	0.011804239824414253	Low	Semantic Scholar
Robot commands tend to improve efficiency and safety.	0.0009463189635425806	Low	Semantic Scholar
This provokes frustration and stress and, usually, decreases emergent efficiency.	0.0017128117615357041	Low	Semantic Scholar
To improve acceptance, robot navigation algorithms can be adapted to mimic human behavior when possible.	0.0035797343589365482	Low	Semantic Scholar
We propose a novel variation of the well-known dynamic window approach (DWA) that we call biomimetical DWA (BDWA).	0.014497964642941952	Low	Semantic Scholar
The BDWA outperforms all tested algorithms in terms of likeness to human paths and success rate.	0.0027768444269895554	Low	Semantic Scholar
We present CoSMed, a social media platform with verified document confidentiality.	0.007249584421515465	Low	Semantic Scholar
The system ’ s kernel is implemented and verified in the proof assistant Isabelle/HOL.	0.002622815314680338	Low	Semantic Scholar
For verification, we employ the framework of Bounded-Deducibility (BD) Security, previously introduced for the conference system CoCon.	0.01826433464884758	Low	Semantic Scholar
CoSMed is a second major case study in this framework.	0.0026273434050381184	Low	Semantic Scholar
The robot can subsequently raise or lower the height of the object.	0.00562849547713995	Low	Semantic Scholar
We evaluated four different autoregressive hidden Markov models for representing manipulations with mass-dependent mode switches.	0.002503118012100458	Low	Semantic Scholar
The models were successfully evaluated on pushing and lifting tasks.	0.0066123162396252155	Low	Semantic Scholar
Soft robotics is an emerging field that focuses on the development and application of soft robots.	0.008333571255207062	Low	Semantic Scholar
Due to their highly deformable features, it is difficult to model and control such robots.	0.008756539784371853	Low	Semantic Scholar
In this paper, we proposed a simplified model to simulate a fluidic elastomer actuator (FEA).	0.0009324156562797725	Low	Semantic Scholar
The model consists of a series of line segments connected by viscoelastic joints.	0.020962947979569435	Low	Semantic Scholar
Pneumatic inputs were modeled as active torques acting at each joint.	0.002781395800411701	Low	Semantic Scholar
The Lagrangian dynamic equations were derived.	0.004802194889634848	Low	Semantic Scholar
An optimization-based method was proposed to identify the unknown model parameters.	0.002486391458660364	Low	Semantic Scholar
Experiments were conducted using three-dimensional (3D) printed FEAs.	0.02118239924311638	Low	Semantic Scholar
The presented methods can be extended to model other soft robots.	0.0004912285367026925	Low	Semantic Scholar
In three case studies, we estimate tuning functions for common experiments in motor cortex, hippocampus, and visual cortex.	0.003646272700279951	Low	Semantic Scholar
In GLMs describing single-neuron dynamics, we then demonstrate how postspike history effects can also be biased by omitted variables.	0.01277016568928957	Low	Semantic Scholar
Here we find that omitted variable bias can lead to mistaken conclusions about the stability of single-neuron firing.	0.008777502924203873	Low	Semantic Scholar
We analytically compute the information transmission rate of a synaptic release site, which we model as a binary asymmetric channel.	0.010454069823026657	Low	Semantic Scholar
For identical depression levels, we analytically disprove the hypothesis, at least in this simplified model, that synaptic depression serves energy- and information-efficient encoding.	0.002368744695559144	Low	Semantic Scholar
The downside to this adapted model, Adapted-IV3, is that it can only process 0.12 fps.	0.001517951488494873	Low	Semantic Scholar
Moreover, the camera provides a richer set of data and helps lower the false positive rates compared with accelerometer-only systems.	0.012586258351802826	Low	Semantic Scholar
We employ a modified version of the histograms of oriented gradients (HOG) approach together with the gradient local binary patterns (GLBP).	0.008763677440583706	Low	Semantic Scholar
Our method has several advantages over existing methods, which are as follows.	0.009086175821721554	Low	Semantic Scholar
1) It guides point-like robots toward the goal without suffering from local minima in 3-D environments populated with convex obstacles.	0.02200903184711933	Low	Semantic Scholar
For this to happen, aerial manipulators must be able to perform all the different operations required in these maintenance routines.	0.018154827877879143	Low	Semantic Scholar
Should a legged robot use different gaits at different desired speeds?	0.0024999945890158415	Low	Semantic Scholar
If so, what constitutes these gaits?	0.005160131957381964	Low	Semantic Scholar
This work examines these questions through a case study on the planar bipedal robot RAMone.	0.017014099285006523	Low	Semantic Scholar
At higher speeds, spring-mass running with an extended air-phase becomes the optimal gait.	0.0025696016382426023	Low	Semantic Scholar
