text	confidence_value	confidence_level
The effectiveness of the proposed teleoperation scheme is validated experimentally, on real robots and in a virtual reality environment.	0.10895958542823792	Low	Semantic Scholar
Surprisingly, Spiking Neural Networks, one of the major exponents of the third generation of artificial neural networks, have not been thoroughly studied as an online learning approach, even though they are naturally suited to easily and quickly adapting to changing environments.	0.41687265038490295	Low	Semantic Scholar
This work lays the foundation for a framework of cortical learning based on the idea of a competitive column, which is inspired by the functional organization of neurons in the cortex.	0.11851221323013306	Low	Semantic Scholar
A column describes a prototypical organization for neurons that gives rise to an ability to learn scale, rotation, and translation-invariant features.	0.19602856040000916	Low	Semantic Scholar
This is empowered by a recently developed learning rule, conflict learning, which enables the network to learn over both driving and modulatory feedforward, feedback, and lateral inputs.	0.11093579977750778	Low	Semantic Scholar
The framework is further supported by introducing both a notion of neural ambiguity and an adaptive threshold scheme.	0.17971087992191315	Low	Semantic Scholar
Ambiguity, which captures the idea that too many decisions lead to indecision, gives the network a dynamic way to resolve locally ambiguous decisions.	0.11877318471670151	Low	Semantic Scholar
The model's abilities were also illustrated on contours of objects taken from natural images.	0.0010082590160891414	Low	Semantic Scholar
Combined with conflict learning, the competitive column and ambiguity give a better intuitive understanding of how feedback, modulation, and inhibition may interact in the brain to influence activation and learning.	0.6365802884101868	Low	Semantic Scholar
This special issue consists of extended versions of papers selected from the 9thNASAFormal Methods Symposium (NFM 2017).	0.011433284729719162	Low	Semantic Scholar
Five papers fromNFM2017were selected for this special issue (out of 31 papers presented at the conference) based on their technical quality.	0.09989923238754272	Low	Semantic Scholar
The authors of these papers were invited to submit extended versions of their papers, each of which underwent a new and thorough reviewing and revision process, ensuring that the accepted articles do indeed extend and improve the symposium submissions.	0.0035480218939483166	Low	Semantic Scholar
Typically people are interested in querying temporal graphs.	0.0022841012105345726	Low	Semantic Scholar
This paper initiates the study of supporting keyword-based queries on temporal graphs.	0.03049864061176777	Low	Semantic Scholar
To generate results efficiently, we first propose a best path iterator, which finds the paths between two data nodes in each snapshot that is the “ best ” with respect to three ranking factors.	0.34833869338035583	Low	Semantic Scholar
It prunes invalid or inferior paths and maximizes shared processing among different snapshots.	0.039207469671964645	Low	Semantic Scholar
Collaborative control is a specific shared control approach, in which user's and robot's commands are merged into an emergent one in a continuous way.	0.6738266944885254	Low	Semantic Scholar
However, sometimes, assistance can be rejected by users when their commands are too altered.	5.4305313824443147e-05	Low	Semantic Scholar
We propose a novel variation of the well-known dynamic window approach (DWA) that we call biomimetical DWA (BDWA).	0.14067350327968597	Low	Semantic Scholar
We have compared the BDWA with other reactive algorithms in terms of similarity to paths completed by people with disabilities using a robotic rollator in a rehabilitation hospital unit.	0.017954310402274132	Low	Semantic Scholar
We present CoSMed, a social media platform with verified document confidentiality.	0.00029983895365148783	Low	Semantic Scholar
We also show that, from a theoretical viewpoint, the removal of triggers from the notion of BD Security does not restrict its expressiveness.	0.0003415313549339771	Low	Semantic Scholar
In contact-based manipulations, the effects of the robot's actions change as contacts are made or broken.	0.3428862988948822	Low	Semantic Scholar
For example, if a robot applies an increasing upward force to an object, then the force will eventually overcome the object's weight and break the object–table contact.	0.10357837378978729	Low	Semantic Scholar
The robot can subsequently raise or lower the height of the object.	0.0817985087633133	Low	Semantic Scholar
The transition from resting on the table to not being in contact with the table is an example of a mode switch.	0.3180866539478302	Low	Semantic Scholar
The model consists of a series of line segments connected by viscoelastic joints.	0.5282500982284546	Low	Semantic Scholar
Synapses are the communication channels for information transfer between neurons; these are the points at which pulse-like signals are converted into the stochastic release of quantized amounts of chemical neurotransmitter.	0.422836571931839	Low	Semantic Scholar
At many synapses, prior neuronal activity depletes synaptic resources, depressing subsequent responses of both spontaneous and spike-evoked releases.	7.703195478825364e-06	Low	Semantic Scholar
Short-term depression is incorporated by assigning the channel a memory of depth one.	0.27315062284469604	Low	Semantic Scholar
We prove that synaptic depression can increase the release site ’ s information rate if spontaneous release is more strongly depressed than spike-evoked release.	0.5936710834503174	Low	Semantic Scholar
In our system, in contrast with static sensors installed at fixed locations, the camera is worn by the subject, and thus, monitoring is not limited only to areas where the sensors are located and extends to wherever the subject may travel.	0.10544005781412125	Low	Semantic Scholar
It is shown that, with the same training set, the GLBP feature is more descriptive and discriminative than HOG, histograms of template, and semantic local binary patterns.	0.33276620507240295	Low	Semantic Scholar
Experiments are performed with ten different people and a total of around 300 associated fall events indoors and outdoors.	0.004444451536983252	Low	Semantic Scholar
Interactions with the environment are integral parts of these motions, and a priori unscheduled contact sequences are discovered by the solver itself, opportunistically making or breaking contacts with the ground through feet, knees, hips, elbows, and hands.	0.0008462277473881841	Low	Semantic Scholar
The level of the shared authority is controlled by means of a simple parameter.	0.0007263147854246199	Low	Semantic Scholar
The control paradigm is based on an all-or-nothing policy relying on very rough actuators.	0.0049449605867266655	Low	Semantic Scholar
In our experimental validation, all the users have been proficient in the use of the device after a short learning time.	0.4610382318496704	Low	Semantic Scholar
1) It guides point-like robots toward the goal without suffering from local minima in 3-D environments populated with convex obstacles.	0.0019977809861302376	Low	Semantic Scholar
2) It does not need any prior knowledge of obstacle positions and geometries.	0.0057539744302630424	Low	Semantic Scholar
The research focus in aerial robotics is shifting from contactless inspection toward interaction and manipulation, with the number of potential applications rapidly increasing [1].	0.3389677107334137	Low	Semantic Scholar
If so, what constitutes these gaits?	0.007269378285855055	Low	Semantic Scholar
This work examines these questions through a case study on the planar bipedal robot RAMone.	0.32995420694351196	Low	Semantic Scholar
Additionally, it is illustrated that the optimal running gait is conducted with the knee joints pointing away from rather than towards the direction of travel.	0.0023937649093568325	Low	Semantic Scholar
To address this issue, vision-based solutions have been explored.	0.06396745145320892	Low	Semantic Scholar
Results show that spontaneous and lively interaction can be achieved as the model successfully copes with fluctuations naturally occurring in human movement patterns.	0.19753120839595795	Low	Semantic Scholar
Shared control is an increasingly popular approach to facilitate control and communication between humans and intelligent machines.	0.2066716104745865	Low	Semantic Scholar
However, there is little consensus in guidelines for design and evaluation of shared control, or even in a definition of what constitutes shared control.	0.5861619710922241	Low	Semantic Scholar
Literature is discussed for each of these four domains in light of the proposed definition and axioms.	0.006647507660090923	Low	Semantic Scholar
Finally, to facilitate design choices for other applications, we propose a hierarchical framework for shared control that links the shared control literature with traded control, co-operative control, and other human–automation interaction methods.	0.5623994469642639	Low	Semantic Scholar
Future work should reveal the generalizability and utility of the proposed shared control framework in designing useful, safe, and comfortable interaction between humans and intelligent machines.	0.007770037278532982	Low	Semantic Scholar
Experiments conducted illuminate the advantages and limitations of these architectures in paralinguistic speech recognition and emotion recognition in particular.	0.0007890192791819572	Low	Semantic Scholar
We situate EtherCAT, briefly discuss the origins and working principles, and mention advantages over other widely used protocols.	0.00011770822311518714	Low	Semantic Scholar
Online supplements are included, explaining all steps to run a Simulink model in real time on a Windows machine within a few hours. </p >	0.5240042805671692	Low	Semantic Scholar
On top of imperative HOL, we develop a separation logic framework with powerful proof tactics.	0.012588226236402988	Low	Semantic Scholar
We then apply the framework to the twenty-four most recent natural language-enabled wheelchair projects, in order to compare their achievements and identify areas for improvement.	0.16113552451133728	Low	Semantic Scholar
These gaits include forward pronking as well as forward bounding with gathered suspension, extended suspension, and with two suspensions.	0.053696196526288986	Low	Semantic Scholar
This letter shows connections between different types of quadrupedal gaits and may serve as a guideline in the design and control of gaits for energetically economical legged robots.	0.004618192091584206	Low	Semantic Scholar
It also sheds some light at the question why animals with different morphology use different gaits at the same Froude numbers.	0.23028413951396942	Low	Semantic Scholar
Furthermore, the data contributors are usually unwilling to reveal their sensitive personal data and real identities to the data consumers.	0.6428196430206299	Low	Semantic Scholar
TPDM is structured internally in an Encrypt-then-Sign fashion, using partially homomorphic encryption and identity-based signature.	0.09105926752090454	Low	Semantic Scholar
Collaborative robots (cobots) are a category of robots designed to work together with humans.	0.0017763407668098807	Low	Semantic Scholar
This article presents the results of the ClaXon project, which studies and implements interactions between humans and cobots in factories.	0.2756287157535553	Low	Semantic Scholar
The project has led to the integration of a cobot in the Audi car manufacturing plant in Brussels, Belgium.	0.33793964982032776	Low	Semantic Scholar
In addition, the dynamic variation of load power at demand side is considered and the optimal scheduling of generators within 24 h is described.	0.575390100479126	Low	Semantic Scholar
Four participants were subjected to a perturbation during standing, a forward force impulse applied to their pelvis that forced them to step forward with the right leg for balance recovery.	0.0031126062385737896	Low	Semantic Scholar
Trials with and without exoskeleton assistance to move the stepping legs thigh were conducted to investigate the influence of the exoskeletons control assistance on balancing performance and a potential adaptation.	0.10357636213302612	Low	Semantic Scholar
However, one of its major drawbacks is to be restricted to disjoint unions of theories.	0.0003211437142454088	Low	Semantic Scholar
We investigate the problem of extending this combination method to particular non-disjoint unions of theories defined by connecting disjoint theories via bridging functions.	0.10196123272180557	Low	Semantic Scholar
The resulting theory has a nice politeness property, enabling combinations with arbitrary decidable theories of elements.	0.5100298523902893	Low	Semantic Scholar
Again, the politeness property holds for any theory in this class, which can thus be combined with bridging functions and arbitrary decidable theories of elements.	0.5434464812278748	Low	Semantic Scholar
This illustrates the significance of politeness in the context of non-disjoint combinations of theories.	0.0028908755630254745	Low	Semantic Scholar
This paper studies the shared-control problem for the kinematic model of a group of rear-wheel drive cars in a (possibly) dynamic (i.e., time-varying) environment.	0.35888898372650146	Low	Semantic Scholar
The shared-controller is used to guarantee the safety of the car when the driver behaves “ dangerously. ” Formal properties of the closed-loop system with the shared-controller are presented through a Lyapunov-like analysis.	0.39672577381134033	Low	Semantic Scholar
In addition, we consider uncertainties in the dynamics and prove that the shared-controller is able to help the driver drive the car safely even in the presence of disturbances.	0.0005516191595233977	Low	Semantic Scholar
Finally, the effectiveness of the controller is verified by two case studies: traffic at a junction and at a roundabout.	0.05895949900150299	Low	Semantic Scholar
Experiments performed over time periods of months to years demonstrate that the approach can efficiently represent large numbers of observations and reliably predict future environment states.	0.2216569185256958	Low	Semantic Scholar
In this article, we adopt the perspective that conceptualizes new technologies as social experiments, stressing their experimental character to deal with the inherent uncertainty that affects their behavior.	0.0035801222547888756	Low	Semantic Scholar
Considering this epistemological shift, we apply the ethical framework proposed by van de Poel for experimental technologies to the case of robotics, and we discuss its implications on the design of robots.	0.5764845013618469	Low	Semantic Scholar
To make our discussion more concrete, we reference the field of robots for search and rescue, which offers a challenging opportunity to test socioethical approaches to the development of robots and their interactions with environments and humans.	0.6628845930099487	Low	Semantic Scholar
This work focuses on the study of constant-time implementations; giving formal guarantees that such implementations are protected against cache-based timing attacks in virtualized platforms where their supporting operating system executes concurrently with other, potentially malicious, operating systems.	0.32325756549835205	Low	Semantic Scholar
We prove a non-interference result on the model that shows that an adversary cannot discover secret information using cache side-channels, from a constant-time victim.	0.022389471530914307	Low	Semantic Scholar
The P-MSTRNN learns to predict visually perceived human whole-body cyclic movement patterns by exploiting multiscale spatiotemporal constraints imposed on network dynamics by using differently sized receptive fields as well as different time constant values for each layer.	0.044775038957595825	Low	Semantic Scholar
After learning, the network can imitate target movement patterns by inferring or recognizing corresponding intentions by means of the regression of prediction error.	0.010957995429635048	Low	Semantic Scholar
The number of limit cycle attractors corresponding to target movement patterns increases as learning proceeds.	0.12607555091381073	Low	Semantic Scholar
The explosive growth in popularity of social networking leads to the problematic usage.	0.16964930295944214	Low	Semantic Scholar
An increasing number of social network mental disorders (SNMDs), such as Cyber-Relationship Addiction, Information Overload, and Net Compulsion, have been recently noted.	0.00042619870509952307	Low	Semantic Scholar
Symptoms of these mental disorders are usually observed passively today, resulting in delayed clinical intervention.	0.11820689588785172	Low	Semantic Scholar
In this paper, we argue that mining online social behavior provides an opportunity to actively identify SNMDs at an early stage.	0.23610755801200867	Low	Semantic Scholar
Our approach, new and innovative to the practice of SNMD detection, does not rely on self-revealing of those mental factors via questionnaires in Psychology.	0.6072773337364197	Low	Semantic Scholar
The results manifest that SNMDD is promising for identifying online social network users with potential SNMDs.	0.4697457253932953	Low	Semantic Scholar
The SRT website hosts design files, multimedia fabrication instructions, and software tutorials submitted by an international community of soft-robotics researchers and designers.	0.3160908818244934	Low	Semantic Scholar
In this article, we describe the development of the SRT and some challenges in developing widely disseminated robotic-hardware resources.	0.4370155930519104	Low	Semantic Scholar
Our attempts to overcome these challenges in the development of the toolkit are discussed by focusing on strategies that have been used to engage participants ranging from K-12 grade students to robotics research groups.	0.032287340611219406	Low	Semantic Scholar
A series of design competitions encouraged people to use and contribute to the toolkit.	0.011176597326993942	Low	Semantic Scholar
We hope that our experiences in developing and scaling the toolkit may serve as guidance for other open robotic-hardware projects.	0.0001211301059811376	Low	Semantic Scholar
Dysgraphia is diagnosed by clinicians based on children's written product and educational staff's impressions.	0.0001755998528096825	Low	Semantic Scholar
Consequently, many children with mild dysgraphia remain undiagnosed, especially those from lower socioeconomic backgrounds.	6.561645022884477e-07	Low	Semantic Scholar
Ninety-nine samples were collected from writers with dysgraphia and proficient writers.	5.10060963279102e-05	Low	Semantic Scholar
A wide range of features covering dynamic properties of the writing and typographic (i.e., visual) properties were extracted for each participant.	0.03005801886320114	Low	Semantic Scholar
Human memory is capable of retrieving similar memories to a just retrieved one.	0.00871348474174738	Low	Semantic Scholar
This associative ability is at the base of our everyday processing of information.	0.046902839094400406	Low	Semantic Scholar
Current models of memory have not been able to underpin the mechanism that the brain could use in order to actively exploit similarities between memories.	0.39502936601638794	Low	Semantic Scholar
The current idea is that to induce transitions in attractor neural networks, it is necessary to extinguish the current memory.	0.3161286413669586	Low	Semantic Scholar
We introduce a novel mechanism capable of inducing transitions between memories where similarities between memories are actively exploited by the neural dynamics to retrieve a new memory.	3.869065039907582e-05	Low	Semantic Scholar
Populations of neurons that are selective for multiple memories play a crucial role in this mechanism by becoming attractors on their own.	0.001972041092813015	Low	Semantic Scholar
In the context of multirobot applications, all robots cooperatively compute a common assignment that optimizes a given global criterion (e.g., the total distance traveled) within a finite set of local computations and communications over a peer-to-peer network.	0.14997203648090363	Low	Semantic Scholar
The proposed method maintains and simultaneously optimizes a subset of admissible candidate trajectories of distinctive topologies and thus seeking the overall best candidate among the set of alternative local solutions.	0.042151905596256256	Low	Semantic Scholar
∗Corresponding author Email address: christoph.roesmann @ tu-dortmund.de (Christoph Rösmann) Preprint submitted to Robotics and Autonomous Systems November 12 , 2016	0.0002865402784664184	Low	Semantic Scholar
Most Bayesian filters assume the availability of such an explicit process model, and thus may require additional assumptions or fail to properly leverage all available information.	0.5128001570701599	Low	Semantic Scholar
The applicability of the proposed approach is experimentally confirmed on two different real mobile robotic state estimation problems.	0.05540323629975319	Low	Semantic Scholar
In this paper, we address the problem of maintaining all-pairs shortest distances in dynamic graphs.	0.21987445652484894	Low	Semantic Scholar
The proposed approach relies on some general operators that can be easily “ instantiated ” both in main memory and on top of different underlying DBMSs.	0.4681241810321808	Low	Semantic Scholar
Gait-based person identification suffers from the problem of different covariate factors such as clothing and carrying objects, which drastically reduce the recognition rate.	0.040326494723558426	Low	Semantic Scholar
However, it has been reported in the literature that the head is one of the important features and the removal of the head from static information decreases the recognition rate.	0.03447019308805466	Low	Semantic Scholar
With the popularity of social media (e.g., Facebook and Flicker), users can easily share their check-in records and photos during their trips.	1.58819693751866e-05	Low	Semantic Scholar
In view of the huge number of user historical mobility records in social media, we aim to discover travel experiences to facilitate trip planning.	0.001381467911414802	Low	Semantic Scholar
When planning a trip, users always have specific preferences regarding their trips.	0.000456864305306226	Low	Semantic Scholar
Moreover, a diverse and representative set of recommended travel routes is needed.	0.08954403549432755	Low	Semantic Scholar
Prior works have elaborated on mining and ranking existing routes from check-in data.	0.15371038019657135	Low	Semantic Scholar
To meet the need for automatic trip organization, we claim that more features of Places of Interest (POIs) should be extracted.	3.252647729823366e-05	Low	Semantic Scholar
To provide befitting query results, we explore Representative Skyline concepts, that is, the Skyline routes which best describe the trade-offs among different POI features.	0.007897033356130123	Low	Semantic Scholar
A key enabling technology for swarms is the family of algorithms that allow the individual members of the swarm to communicate and allocate tasks amongst themselves, plan their trajectories, and coordinate their flight in such a way that the overall objectives of the swarm are achieved efficiently.	0.041715409606695175	Low	Semantic Scholar
This paper reviews the state of the art of these theoretical tools, specifically focusing on how they have been developed for, and applied to, aerial swarms.	0.27501386404037476	Low	Semantic Scholar
In vivo manipulation of biological cells has attracted considerable attention in recent years.	0.0009113289997912943	Low	Semantic Scholar
Using this equivalence, the cascaded loop force controller can be tuned to an impedance controller, and can be shown to behave equivalently in simulations and experiments on a one degree of freedom robot.	0.2583690285682678	Low	Semantic Scholar
We prove their uniform global asymptotic stability by invoking a theorem by Matrosov.	0.020395029336214066	Low	Semantic Scholar
Both approaches, namely elastic structure preserving (ESP) and ESP+, have in common that they preserve the link-side inertial properties and the elastic structure of the original plant dynamics, hence the name ESP control.	0.5379630923271179	Low	Semantic Scholar
Apart from that, ESP control focuses on preserving the inertial properties of motor dynamics.	0.0007372350082732737	Low	Semantic Scholar
To the best of our knowledge, this is the first experimentally validated tracking controller for compliantly actuated, multijoint robots with nonlinear elastic elements.	0.023053033277392387	Low	Semantic Scholar
As both social network structure and strength of influence between individuals evolve constantly, it requires tracking the influential nodes under a dynamic setting.	0.007817701436579227	Low	Semantic Scholar
To address this problem, we explore the Influential Node Tracking (INT) problem as an extension to the traditional Influence Maximization problem (IM) under dynamic social networks.	0.020433545112609863	Low	Semantic Scholar
While the Influence Maximization problem aims at identifying a set of <inline-formula> <tex-math notation="LaTeX"> $k $</tex-math> <alternatives> <inline-graphic xlink: href="li-ieq1-2620141.gif"/> </alternatives> </inline-formula> nodes to maximize the joint influence under one static network, the INT problem focuses on tracking a set of influential nodes that keeps maximizing the influence as the network evolves.	0.37950602173805237	Low	Semantic Scholar
Instead of constructing the seed set from the ground, we start from the influential seed set we found previously and implement node replacement to improve the influence coverage.	0.10750690847635269	Low	Semantic Scholar
Empirical experiments on three real large-scale dynamic social networks show that our UBI and its variants, UBI+ achieves better performance in terms of both influence coverage and running time.	0.06071518361568451	Low	Semantic Scholar
A ERIAL robotics has been one of the most active areas of research within the robotics community, and recently there have been many reports of promising results in aerial swarm systems.	0.030987223610281944	Low	Semantic Scholar
Furthermore, the success of aerial swarms is predicated on the distributed and synergistic capabilities of individual and cooperative control, estimation, and decision making of aerial robots with limited resources, such as modest onboard computation and sensing capabilities and size, weight, and power constraints.	0.4535774290561676	Low	Semantic Scholar
This special section, starting with the survey paper, presents recent advances in aerial swarm robotics, and aims to put together a cohesive set of research goals and visions toward realizing fully autonomous aerial swarm systems.	0.34683072566986084	Low	Semantic Scholar
We present a domain-specific embedded programming language with support for automating the most tedious steps of proofs that nested loops respect dependencies, applicable to sequential and distributed examples.	0.6303442120552063	Low	Semantic Scholar
This new formulation preserves the advantages of keyscan-based strategies but, is more robust against suboptimal selection of keyscans and the presence of moving objects.	0.1682504117488861	Low	Semantic Scholar
The code is available online as a ROS package.	0.5733232498168945	Low	Semantic Scholar
Children with autism spectrum disorders (ASD) often exhibit impairments in communication and social interaction, and thus face various social challenges in collaborative activities.	0.001075946493074298	Low	Semantic Scholar
In this paper, we present a novel collaborative virtual environment (CVE) -based social interaction platform for ASD intervention.	0.03144204989075661	Low	Semantic Scholar
The presented Communication-Enhancement CVE system, hand-in-hand, allows two children to play a series of interactive games in a virtual reality environment by using simple hand gestures to collaboratively move virtual objects that are tracked in real time via cameras.	0.5692144632339478	Low	Semantic Scholar
The results of a feasibility study with 12 children with ASD and 12 typically developing peers show that this system was well accepted by both the children with and without ASD, improved their cooperation in game play, and demonstrated the potential for fostering their communication and collaboration skills.	0.04361305013298988	Low	Semantic Scholar
This paper deals with the finite-time synchronization problem for a class of uncertain coupled switched neural networks under asynchronous switching.	0.019200820475816727	Low	Semantic Scholar
The human hand is able to achieve an unparalleled diversity of manipulation actions.	0.04289815202355385	Low	Semantic Scholar
This permits conforming of the finger pad around object contours for firm grasping, while also permitting low-friction sliding over object surfaces with a light touch.	0.025093719363212585	Low	Semantic Scholar
The rolling and sliding behaviors are characterized with experimentally verified geometric models.	0.1386055052280426	Low	Semantic Scholar
With the rapid development of big data analytics, mobile computing, Internet of Things, cloud computing, and social networking, cyberspace has expanded to a cross-fused and ubiquitous space made up of human beings, things, and information.	0.49493172764778137	Low	Semantic Scholar
Internet applications have evolved from Web 1.0 to Web 2.0 and Web 3.0, and web information has seen an explosive growth, which is strongly promoting the advent of a global era of big data.	0.03598859906196594	Low	Semantic Scholar
In this ubiquitous cyberspace, traditional search engines can no longer fully satisfy the evolving needs of various types of users.	0.012283291667699814	Low	Semantic Scholar
This paper first studies the development needs of big search.	0.23678641021251678	Low	Semantic Scholar
Then, big search is defined, and the 5S properties (Sourcing, Sensing, Synthesizing, Solution, and Security) of big search, which are different from those of traditional search engines, are elaborated.	0.031967148184776306	Low	Semantic Scholar
Finally, the research opportunities of big search are discussed.	0.0001617791858734563	Low	Semantic Scholar
We have previously developed a stair-climbing up and down wheelchair with lever propelled rotary-legs operated using the human upper body.	0.6643208861351013	Low	Semantic Scholar
To provide effective assistance and avoid injury to muscles or tendons, we apply a continuous torque of approximately 40 Nm on both hip joints to actively assist both hip abduction/adduction (HAA) and hip flexion/extension (HFE).	0.012229380197823048	Low	Semantic Scholar
The extreme complexity of the brain has attracted the attention of neuroscientists and other researchers for a long time.	0.13192012906074524	Low	Semantic Scholar
Our unique setting in the network of leaky integrate-and-fire (LIF) neurons is to introduce a weak noise environment.	0.11683931946754456	Low	Semantic Scholar
We observed three different types of collective neuronal activities, or phases, separated by sharp boundaries, or phase transitions.	0.022542735561728477	Low	Semantic Scholar
Our results and comparison with clinical data is consistent with the literature and our previous work showing that healthy brain must reside in the N-phase.	0.20238137245178223	Low	Semantic Scholar
In the cloud context, users are often called tenants.	0.3370644450187683	Low	Semantic Scholar
A cloud DBMS shared by many tenants is called a multi-tenant DBMS.	0.00010123047104571015	Low	Semantic Scholar
The resource consolidation in such a DBMS allows the tenants to only pay for the resources that they consume, while providing the opportunity for the provider to increase its economic gain.	0.039246413856744766	Low	Semantic Scholar
For this, a Service Level Agreement (SLA) is usually established between the provider and a tenant.	0.009668746031820774	Low	Semantic Scholar
However, in the current systems, the SLA is often defined by the provider, while the tenant should agree with it before using the service.	0.24575908482074738	Low	Semantic Scholar
The approach of this letter is based on a projection of a human arm motion into the robot's path to estimate a possible collision with the robot.	0.3713519275188446	Low	Semantic Scholar
We demonstrate manipulation of objects using the dynamics of a rope-like structure attached to a mobile robot as a passive tail.	0.28493228554725647	Low	Semantic Scholar
Three challenges arise in modeling and planning: the physics involved is nontrivial, the tail is underactuated, and motions of the object are nondeterministic.	0.40981656312942505	Low	Semantic Scholar
The method produces solutions that suit diverse preferences effectively, and we analyze the complementary nature of dynamic and quasi-static motions, showing that there exist regimes where transitions between the two are indeed desirable, as reflected in the plans produced.	0.6050511002540588	Low	Semantic Scholar
Human guidance in situations where the users cannot rely on their main sensory modalities, such as assistive or search-and-rescue scenarios, is a challenging task.	0.019376151263713837	Low	Semantic Scholar
In this letter, we address the problem of guiding users along collision-free paths in dynamic environments, assuming that they cannot rely on their main sensory modalities.	0.0033514967653900385	Low	Semantic Scholar
In order to safely guide the subjects, we adapt the optimal reciprocal collision avoidance to our specific problem.	0.006815302185714245	Low	Semantic Scholar
The proposed algorithm takes into account the stimuli which can be displayed to the users and the motion uncertainty of the users when reacting to the provided stimuli.	0.06555638462305069	Low	Semantic Scholar
A total of 18 blindfolded human subjects were asked to follow haptic cues in order to reach a target area while avoiding real static obstacles and moving users.	0.017052236944437027	Low	Semantic Scholar
Experimental results reveal that blindfolded subjects are successfully able to avoid collisions and safely reach the targets in all the performed trials.	0.5416411757469177	Low	Semantic Scholar
Although in this letter we display directional cues via haptic stimuli, we believe that the proposed approach can be general and tuned to work with different haptic interfaces and/or feedback modalities.	0.42153576016426086	Low	Semantic Scholar
In this paper, we report on the development of the clock-torqued rolling spring loaded inverted pendulum (CTR-SLIP) model.	0.6416162848472595	Low	Semantic Scholar
Although their function is commonly believed to be either path integration or localization, the origin or purpose of their hexagonal firing fields remains disputed.	0.004635285586118698	Low	Semantic Scholar
This letter considers the cooperative manipulation of a cable-suspended load with two generic aerial robots without the need of explicit communication.	0.01695110835134983	Low	Semantic Scholar
Using a nonlinear Lyapunov-based approach, we prove that if a nonzero internal force is chosen, then the asymptotic stabilization of any desired beam attitude can be achieved with a decentralized and communicationless master–slave admittance controller.	0.2024403065443039	Low	Semantic Scholar
In this paper, we address the problem by developing an online product quantization (online PQ) model and incrementally updating the quantization codebook that accommodates to the incoming streaming data.	0.18189124763011932	Low	Semantic Scholar
We derive a loss bound which guarantees the performance of our online PQ model.	0.14749446511268616	Low	Semantic Scholar
Furthermore, we develop an online PQ model over a sliding window with both data insertion and deletion supported, to reflect the real-time behavior of the data.	0.07298443466424942	Low	Semantic Scholar
Computation is classically studied in terms of automata, formal languages and algorithms; yet, the relation between neural dynamics and symbolic representations and operations is still unclear in traditional eliminative connectionism.	0.023548366501927376	Low	Semantic Scholar
Therefore, we suggest a unique perspective on this central issue, to which we would like to refer as transparent connectionism, by proposing accounts of how symbolic computation can be implemented in neural substrates.	0.5101659893989563	Low	Semantic Scholar
In this study we first introduce a new model of dynamics on a symbolic space, the versatile shift, showing that it supports the real-time simulation of a range of automata.	0.6057137846946716	Low	Semantic Scholar
Objects within a category are often similar in their shape and usage.	0.18668772280216217	Low	Semantic Scholar
When we—as humans—want to grasp something, we transfer our knowledge from past experiences and adapt it to novel objects.	5.574393071583472e-05	Low	Semantic Scholar
Grasping motions for novel instances of the category are inferred from geometric deformations between the observed instance and the canonical shape.	0.0011570057831704617	Low	Semantic Scholar
This is demonstrated through experiments in which objects with occluded handles are successfully grasped.	0.007823036052286625	Low	Semantic Scholar
Recent studies have explored humanoid robots in contact with the environment in various ways.	0.002350228140130639	Low	Semantic Scholar
However, many of them assumed static rather than sliding contacts.	0.011451574973762035	Low	Semantic Scholar
Studies on humanoid shuffle motion planning have realized sliding motions, such as turning, but relied on quasi-static balance control.	0.0884401723742485	Low	Semantic Scholar
In our online stabilizer, we control not only a ZMP, but also contact forces for realizing the contact force distributions planned in the S.F.C.	0.2855132222175598	Low	Semantic Scholar
Finally, we show our method's validity through the experiment using life-sized humanoid robot JAXON.	0.003218997037038207	Low	Semantic Scholar
Antennas are essential in wireless communications and powering systems.	0.5828921794891357	Low	Semantic Scholar
Applications, such as search and rescue and space exploration would greatly benefit from antenna reconfigurability, as well as antenna deployment from a compact and easy-to-transport form.	0.08588074147701263	Low	Semantic Scholar
We also show that the addition of branching and integrated actuators can be used to generate more complex and diverse antenna shapes.	0.4035629630088806	Low	Semantic Scholar
Branching is implemented in a model Yagi-Uda antenna and we explore the integration of pull cable actuators and pneumatic actuators with a model helical antenna.	0.16105863451957703	Low	Semantic Scholar
This paper presents a robotic system where the gear-ratio of an actuator is dynamically changed to either leverage or attenuate the natural load dynamics.	0.08252053707838058	Low	Semantic Scholar
Also, a novel 3-DoF robot arm using custom actuators with two discrete gear-ratios is presented.	0.06478698551654816	Low	Semantic Scholar
The advantages of gear-shifting dynamically are demonstrated through experiments and simulations.	8.171764056896791e-05	Low	Semantic Scholar
Embodied and situated view of cognition is a transdisciplinary framework which stresses the importance of real time and dynamical interaction of an agent with the surrounding environment.	0.00028895417926833034	Low	Semantic Scholar
We rely on the integration of shape and appearance cues to find proper multispectral correspondences, and to properly segment objects in low contrast regions.	0.16968336701393127	Low	Semantic Scholar
Learning of sensory cues is believed to rely on synchronous pre- and postsynaptic neuronal firing.	0.010970576666295528	Low	Semantic Scholar
Evidence is mounting that such synchronicity is not merely caused by properties of the underlying neuronal network but could also depend on the integrity of gap junctions that connect neurons and astrocytes in networks too.	0.05799230933189392	Low	Semantic Scholar
In this perspective, we set out to investigate the effect of astrocytic gap junctions on perceptual learning, introducing a model for coupled neuron-astrocyte networks.	0.17273764312267303	Low	Semantic Scholar
