	convention	index	label	provenance	text
892	civic	892	0	Manually_gathered	price, which sanctions the test by modifying the distribution of worths, takes into account the negotiation between the two subjects involved.
893	civic	893	0	Manually_gathered	> That the activation verification mechanism is designed specifically to rely on unique device identifiers that are associated with payment information at purchase and actively associated on a continuing basis by Apple for every Apple-hosted service that the device interacts with (Apple ID-based services, softwareupdate, iMessage, FaceTime, etc.)
896	civic	896	0	Manually_gathered	golem is a decentralized marketplace for computing power.
898	civic	898	0	Manually_gathered	| 121  | [best time to buy and sell stock][121]   | array, dynamic programmin                |
899	civic	899	0	Manually_gathered	worthy objects are salable goods that have a strong position in a market.
900	civic	900	0	Manually_gathered	support requests for services that **do** purchase the rights to distribute their content are perfectly fine though.
901	civic	901	0	Manually_gathered	the price of an object is the proof of the attachment of others to the good that one is holding.
903	civic	903	0	Manually_gathered	    search for `arouter helper` in the android studio plugin market, or directly download the `arouter-idea-plugin` zip installation package listed in the `latest version` above the documentation, after installation
904	civic	904	0	Manually_gathered	        trading.make_trades(companies)
908	civic	908	0	Manually_gathered	the selfishness of subjects in the market world has to go hand in hand, if any order is to result from their competition, with clear-sightedness as to the limits of selves; this is the other side of the picture, where the common identification of external goods is concerned.
909	civic	909	0	Manually_gathered	### focus on business capabilities and running a product
910	civic	910	0	Manually_gathered	  we decompose the detection framework into different components and one can easily construct a customized object detection framework by combining different modules.
911	civic	911	0	Manually_gathered	i\'ve been doing mainly this project for over a year now, and even though i\'m not making money off of it, i would be extremely appreciative for any contributions to help pay for the domain and the website\'s vps.
913	civic	913	0	Manually_gathered	\t        vendor: samsung electro-mechanics(thailand)
915	civic	915	0	Manually_gathered	      the server issuing access tokens to the client after successfully authenticating the resource owner and obtaining authorization.
916	civic	916	0	Manually_gathered	"rooted in the world of fame (and not in the industrial or market world), a business enterprise can be thus defined as a sender addressing a receiver: the sender, that is, the company, and the receiver, that is, the public""."""
917	civic	917	0	Manually_gathered	"the public has a real allergy to secrets""."""
918	civic	918	0	Manually_gathered	this nonessentialist and purely relational character of the worth of fame may be precisely what has encouraged its adoption as a universal standard of measure by the schools of thought within the social sciences that like to highlight the structural and relativist properties of the social world.
919	civic	919	0	Manually_gathered	"the demonstration is patent when this convergence is visible owing to the affluence of the world and can thus amplify itself on its own like a fashion: it is well known that the world attracts the world and that the circus atmosphere (in the good sense) is always a safe bet""."""
921	civic	921	0	Manually_gathered	much attention was given by the media to a visit by senator barbara boxer to the region, when she came out against the dam.
922	civic	922	0	Manually_gathered	to include others is to be recognized by others, to attract their attention, to convince them, to obtain respect from them, to earn or win their support.
924	civic	924	0	Manually_gathered	"this is the case, for example, with opinion leaders whose opinion prevails and who determine public opinion,"" journalists who judge whether or not public opinion is ""receptive"" or not, public relations agents, hostesses, spokesperson, and press agents."""
925	civic	925	0	Manually_gathered	"persons are relevant inasmuch as they form a public whose opinion prevails,"" a public ""that creates public opinion"" and thereby constitutes the only ""true"" reality: ""isn't an opinion also a reality?"""""
926	civic	926	0	Manually_gathered	the world of fame unlike the domestic world, but similar in this respect to the market world, the world of public opinion places little value on memory.
927	civic	927	0	Manually_gathered	"it is essential to have the (company] leaders interviewed if they are well known; it is obvious that via a statement made or a position taken by mr. x, a big name, the company of which mr. x is president will be in the limelight""."""
928	civic	928	0	Manually_gathered	however, arrangements of worth may include persons who are neither big names nor their jam but who serve as judges responsible for focusing attention on the worth established by fame.
929	civic	929	0	Manually_gathered	"a surgeon and an explorer may be equivalent when they are considered from the standpoint of fame: when a cosmonaut, a famous surgeon who has done successful heart transplants, or a celebrated explorer is featured at a company event, this is certain to attract the attention of the public""."""
930	civic	930	0	Manually_gathered	also, there has been quite a lot of national and international press coverage of the large protests against the project.
931	civic	931	0	Manually_gathered	"trpt worked with national environmental groups including american rivers, which publishes an annual list of the ten most endangered rivers"" in the united states and generates a great deal of national media coverage."""
933	civic	933	0	Manually_gathered	"subjected to such influences, opinion creates fashion; it circulates the way a rumor does in a communications network, and thus imparts value to the beings of that nature whose fame spreads mutually from one to another: if for example a company succeeds in inviting big names, stars, the reputation of those big names will carry over to the company itself""."""
935	civic	935	0	Manually_gathered	"the presentation may take the form of a press conference, during which some important information is transmitted to journalists,"" or it may take the form of an inauguration or launching ""that brings together big names, carefully chosen and important audiences, and journalists,"" and which makes it possible, while producing ""as great a sensation as possible, ... to alert visitors and incite them to come in""."""
936	civic	936	0	Manually_gathered	"subjected to such influences, opinion creates fashion; it circulates the way a rumor does in a communications network, and thus imparts value to the beings of that nature whose fame spreads mutually from one to another: if for example a company succeeds in inviting big names, stars, the reputation of those big names will carry over to the company itself""."""
937	civic	937	0	Manually_gathered	the right way of making relations is, then, to influence, to identify oneself to somebody, to appeal to or to speak about somebody, or to gossip and spread rumors.
938	civic	938	0	Manually_gathered	  * hall of fame of the best individuals that lived in the population
939	civic	939	0	Manually_gathered	to include others is to be recognized by others, to attract their attention, to convince them, to obtain respect from them, to earn or win their support.
940	civic	940	0	Manually_gathered	"public relations offices are used to stimulate the process by creating a network of free press agents""."""
942	civic	942	0	Manually_gathered	again, the denunciations of these renown tactics also reveal the significance of public attention in contributing to the fate of the project.
943	civic	943	0	Manually_gathered	these crisscrossed comparisons weave a network.
944	civic	944	0	Manually_gathered	for this reason, disputes may arise when a gap between self-esteem and recognition by others comes to light: in this world, other people's recognition is reality.
946	civic	946	0	Manually_gathered	\'path\' has a very attractive menu sitting on the left bottom corner of the screen.
947	civic	947	0	Manually_gathered	also, there has been quite a lot of national and international press coverage of the large protests against the project.
948	civic	948	0	Manually_gathered	selflove is what creates their dignity as human beings.
949	civic	949	0	Manually_gathered	\'path\' has a very attractive menu sitting on the left bottom corner of the screen.
950	civic	950	0	Manually_gathered	the term strength, although it is ambiguous, is used in the manual we are referring to here, as it is in hobbes's canonical texts, especially in the evocation of the way in which a famous person encompasses his public and increases in stature in proportion to its support.
951	civic	951	0	Manually_gathered	    newsblur\'s followers are largely technical.
952	civic	952	0	Manually_gathered	to be known, one must agree to reveal everything, keep nothing back, hide nothing from one\'s public.
954	civic	954	0	Manually_gathered	"mills attempts to play down the national renown of the clavey by pointing out that most of the people who wrote opposition letters were outsiders"" who would never see the river and had no ""stake"" in the dispute."""
955	civic	955	0	Manually_gathered	The brand name ERPNext and the logo are trademarks of Frappe Technologies Pvt.
956	civic	956	0	Manually_gathered	"this is the feature andy warhol was alluding to in his famous announcement that a world is coming in which everyone will have fifteen minutes of fame""."""
957	civic	957	0	Manually_gathered	 stars and their fans (subjects) personality (a famous), opinion leader, spokesperson, relay, journalist, public relations agent.
961	civic	961	0	Manually_gathered	"as instruments for the worth of fame, objects that represent compromises with the industrial and civic worlds may be used, for example, public opinion surveys; by means of an industrial apparatus, these supply a yardstick for opinion"" or for the penetration of a message, that is, ""the fraction expressed in terms of the percentage of a population reached by a given medium""."""
962	civic	962	0	Manually_gathered	however, both cases involve attempts at gaining media attention or influencing the impressions of an audience who might not know the issues in-depth.
963	civic	963	0	Manually_gathered	worth is nothing but the result of other people's opinion in the world of renown.
965	civic	965	0	Manually_gathered	It provides a high-level interface for drawing attractive statistical graphics.
966	civic	966	0	Manually_gathered	the judgment may be supported, as we have already seen, by survey techniques that allow the establishment of a measure, a standing that helps reassure the celebrities of the undeniable worth that they are afforded by the recognition granted them.
967	civic	967	0	Manually_gathered	these crisscrossed comparisons weave a network.
969	civic	969	0	Manually_gathered	you are welcomed to add more test cases to this project, increasing the
971	civic	971	0	Manually_gathered	whether you\'re building a custom app for your team, or integrating a third party service into your slack workflows, slack developer kit for python allows you to leverage the flexibility of python to get your project up and running as quickly as possible.
975	civic	975	0	Manually_gathered	in the clavey case, for example, dam opponents made the arguments that wild places like the clavey must be preserved because they have been entrusted to our stewardship by past generations and we must pass them on the future generations.
976	civic	976	0	Manually_gathered	"an exhibition on the bears in the valley town of accous tells the fabulous story of a mythical animal""."""
979	civic	979	0	Manually_gathered	"other examples move to the next level: when environmental justifications, based on principles of what might be called green-ness"" (as described below), are presented for their own sake or are combined with other sorts of justifications, e.g."""
980	civic	980	0	Manually_gathered	"we cannot take care of bears without taking care of the forest or the pastures, because the bears are demanding."""
981	civic	981	0	Manually_gathered	these claims became crucial points of contention and debate, and were given explicit consideration in the decision-making by the government agencies involved.
982	civic	982	0	Manually_gathered	"the courting of the me-wuk tribe’s endorsement was clearly important both because of its political appeal (politicians are known to be sensitive to native"" issues), and because their attachment to the land makes them the most legitimate ""spokespersons for the land""."""
985	civic	985	0	Manually_gathered	"they emphasized the integration of valley habitats: the bear is an integrator."""
986	civic	986	0	Manually_gathered	"the subsections which follow compare the expression and frequency of a number of green or environmental arguments found in the comparative survey, and explore the different modes of the relation of humans and the environment revealed by these arguments. unique and endangered perhaps the greatest similarity between the two cases is the extent and nature of arguments about the uniqueness or singularity of the natural places in dispute, and about the threat to endangered species"" (plant and animal) posed by the projects."""
987	civic	987	0	Manually_gathered	"one of her primary self-descriptions is as a gatherer"". one who collects plants, particularly mushrooms, from the ancestral lands which surround the clavey and she often describes her gathering as a ritual, ""sacred"" cultural practice (something her elders taught her)."""
988	civic	988	0	Manually_gathered	"petetin says, the indian culture is a culture shared by men and women who lived in harmony with nature all year around, without spoiling it, while using its richness, while loving it, while knowing it""."""
989	civic	989	0	Manually_gathered	"the clavey activist wally anker combines arguments in this way by saying first that the clavey is the only place i know that is the same today as it was during the ice age,"" then saying that his family has lived near the clavey for generations, and he wants to preserve the clavey so his grandchildren can have the same attachment to it."""
990	civic	990	0	Manually_gathered	"the subsections which follow compare the expression and frequency of a number of green or environmental arguments found in the comparative survey, and explore the different modes of the relation of humans and the environment revealed by these arguments. unique and endangered perhaps the greatest similarity between the two cases is the extent and nature of arguments about the uniqueness or singularity of the natural places in dispute, and about the threat to endangered species"" (plant and animal) posed by the projects."""
992	civic	992	0	Manually_gathered	"one of her primary self-descriptions is as a gatherer"". one who collects plants, particularly mushrooms, from the ancestral lands which surround the clavey and she often describes her gathering as a ritual, ""sacred"" cultural practice (something her elders taught her)."""
993	civic	993	0	Manually_gathered	"the green order of worth is revealed in distinctly green"" qualifications, such as the ""health"" of trout in the clavey river valued as something that is good for humanity, which are not considered relevant in any other order."""
995	civic	995	0	Manually_gathered	"actions or entities are worthy, with regard to this green"" justification, when they support or reflect the principles of environmentalism or ""green-ness"", e.g."""
996	civic	996	0	Manually_gathered	ideas maker, curious and nature lover.
997	civic	997	0	Manually_gathered	for example, there are similar arguments in both cases about the value of being attached for a long time to a land that has been passed down through several generations of one’s family, and these are then combined with arguments about the natural value of the land and the need to preserve it for the future.
998	civic	998	0	Manually_gathered	these industries explicitly market a struggle of man against the wild and an escape from domestic life, and in the clavey dispute they are a primary source of the environmental arguments against the dam.
999	civic	999	0	Manually_gathered	"this raises the problem of arranging for cohabitation"" of humans and animals in making green arguments."""
1000	civic	1000	0	Manually_gathered	justifications based on environmentalism consider the general good of humanity to be advanced through a sensitivity to environmental issues and consequences, protection of wilderness, stewardship of environmental resources, and cultivation of various attachments to nature, the land, or the wild.
1001	civic	1001	0	Manually_gathered	this cohabitation problem is found in both cases, but is perhaps more central in france, where the connection between wild nature and domesticated nature has been built up over time.
1002	civic	1002	0	Manually_gathered	"the tribal member most active in the clavey controversy is a grandmother named phyllis harness, who expressed her attachment to the clavey in many ways, including the fact that her grandson is named clavey""."""
1003	civic	1003	0	Manually_gathered	"the tribal member most active in the clavey controversy is a grandmother named phyllis harness, who expressed her attachment to the clavey in many ways, including the fact that her grandson is named clavey""."""
1004	civic	1004	0	Manually_gathered	these claims became crucial points of contention and debate, and were given explicit consideration in the decision-making by the government agencies involved.
1005	civic	1005	0	Manually_gathered	green arguments based on a deep ecology perspective value a healthy environment or the preservation of species not because of their benefits for humanity, but for their own sake, for the benefit of the integrated ecosystem (which includes humans) itself.
1006	civic	1006	0	Manually_gathered	"when mitigations to infrastructure plans are proposed to make them more environmentally sensitive. these types of justifications     which might add a new order of worth"" to the boltanski and thevenot (1991) scheme have become more refined and widespread since the rise of the global environmental movement in the past few decades, but they also have important historical and cultural precursors."""
1007	civic	1007	0	Manually_gathered	"in france, the notion of a sublime"" and ""wild"" nature is commonly found in the somport dispute, as in the clavey dispute. ""if you touch the aspe valley, if you want to make it more accessible, if you give it over to concrete and trucks, it would be a crime against beauty, an acid facelift of the noble visage of a distinguished old lady""."""
1008	civic	1008	0	Manually_gathered	"so these green arguments in the united states about pristine wilderness imply a view of the relation of humans and nature whereby humans can get great benefit from participating in,"" ""experiencing,"" or ""struggling against"" wilderness (or preserving untouched wilderness for others in the present or future to experience)."""
1010	civic	1010	0	Manually_gathered	strictly green arguments, beyond the level of integrating the environment into other sorts of non-green justifications, posit a unique type of dependency which assumes more than simply a spatial interaction of humanity with the natural world, but also a temporal extension of humanity by way of an implicit or explicit reference to future generations.
1012	civic	1012	0	Manually_gathered	"this raises the problem of arranging for cohabitation"" of humans and animals in making green arguments."""
1017	civic	1017	0	Manually_gathered	"the problem of cohabitation of humans and animals is also used in an ironic way by the prominent project supporter, jacques lassalle, who at one point states his goal as having both genuinely wild bears and genuine humans""."""
1018	civic	1018	0	Manually_gathered	"so these green arguments in the united states about pristine wilderness imply a view of the relation of humans and nature whereby humans can get great benefit from participating in,"" ""experiencing,"" or ""struggling against"" wilderness (or preserving untouched wilderness for others in the present or future to experience)."""
1019	civic	1019	0	Manually_gathered	"a voluntary association in the aspe valley, fiep, is in fact entirely dedicated to promoting harmonious cohabitation,"" particularly by working to ""let shepherds and bears live together in the pyrenees""."""
1020	civic	1020	0	Manually_gathered	"and our analysis adds an important comparative dimension missing from most previous work on environmental rhetoric by asking what differences might exist in the content or use of green"" arguments or images in these two countries, which have different environmental histories and movements. justifications based on ""green-ness"" and environmentalism [""green"" worth] many examples in previous sections refer to nature or the environment within an evaluation based on non-environmental justifications and principles, e.g."""
1021	civic	1021	0	Manually_gathered	"evaluations of the uniqueness of the valley are not so much concerned with it being the last wild place of a certain type, but rather concern the singularity of the entire landscape"" of the valley, including the animal and human inhabitants and the special integration between the people and land found there."""
1022	civic	1022	0	Manually_gathered	"in france the idea of domesticated nature"" is not necessarily set against ""untouched wilderness"" as in the united states53 while the clavey debate often concerns separating what is to be untouched and what is not, this is not always the case in the somport debate, and there are instead connections made between the domestic life of the valley and its natural life."""
1023	civic	1023	0	Manually_gathered	this sort of presence is an intimate attachment to the natural place that phyllis compares to the connections of animals to specific locales or habitats: she compares the me-wuk historical migrations through the clavey canyon with the migratory routes of a particular deer herd.
1025	civic	1025	0	Manually_gathered	in the clavey case, the involvement of the me-wuk indian tribe in the controversy meant there was a more direct consideration of indian attachments to their land in this case.
1026	civic	1026	0	Manually_gathered	"the bears became a famous symbol of the project opposition they were described as the last of their kind"" and ""endangered,"" and were considered deserving of protection because they had lived in the area for a long time (a somewhat different characterization to the legal sense of ""endangered species"" in the united states)."""
1029	civic	1029	0	Manually_gathered	"the green characterization of natural"" heritage is particularly oriented toward future generations."""
1031	civic	1031	0	Manually_gathered	"other examples move to the next level: when environmental justifications, based on principles of what might be called green-ness"" (as described below), are presented for their own sake or are combined with other sorts of justifications, e.g."""
1032	civic	1032	0	Manually_gathered	"this raises the problem of arranging for cohabitation"" of humans and animals in making green arguments."""
1033	civic	1033	0	Manually_gathered	green arguments based on a deep ecology perspective value a healthy environment or the preservation of species not because of their benefits for humanity, but for their own sake, for the benefit of the integrated ecosystem (which includes humans) itself.
1034	civic	1034	0	Manually_gathered	these claims became crucial points of contention and debate, and were given explicit consideration in the decision-making by the government agencies involved.
1035	civic	1035	0	Manually_gathered	"Petetin’s reference to the indian"" orientation to nature points to the important overlap between the native political and moral viewpoint, which emphasizes the integration and dependency of humans with non-human entities, and the viewpoint of modern environmental politics which emphasizes this dependency also."""
1036	civic	1036	0	Manually_gathered	"while they are accused by mills and others of taking a preservationist"" or deep ecological stance that wilderness should be locked up and unused by any humans, many dam opponents making these ""pristine"" arguments are in fact fisherman, hunters, and rafters who enjoy ""using"" the ""untouched"" clavey."""
1037	civic	1037	0	Manually_gathered	"he contrasts wild bears with non-wild bears put in zoos, and compares this to the contrast between genuine humans and non-genuine humans who are forced by environmental restrictions to live in a reservation of humans like a reservation of indians""     in this way he uses cohabitation ironically as a defense of the project and at the same time denounces his opponent, who often identifies himself with the native indian ideal of living in harmony with the land. native ""indian"" attachments to sites makes an ideal of the intimate connections of native indians to their culturally significant sites."""
1038	civic	1038	0	Manually_gathered	"in exploring the category of green"" justifications, we contribute fresh insight into the literature on environmental discourse or rhetoric, particularly the understanding of the different conceptions of wilderness and nature in the united states and france, and of the relations of humans (and human communities) and nature."""
1039	civic	1039	0	Manually_gathered	"while they are accused by mills and others of taking a preservationist"" or deep ecological stance that wilderness should be locked up and unused by any humans, many dam opponents making these ""pristine"" arguments are in fact fisherman, hunters, and rafters who enjoy ""using"" the ""untouched"" clavey."""
1040	civic	1040	0	Manually_gathered	"animals can of course be included in these evaluations of wild places as part of our heritage, but animals have their own attachment to the wild place in terms of their habitat,"" an attachment which environmentalism wants to preserve as part of ""heritage""."""
1042	civic	1042	0	Manually_gathered	"for example, one reason offered against the road-tunnel project was, the survival of the large pyrenean scavenger birds depends on the perennial continuation of traditional practices such as mountain transhumance""."""
1044	civic	1044	0	Manually_gathered	justifications based on environmentalism consider the general good of humanity to be advanced through a sensitivity to environmental issues and consequences, protection of wilderness, stewardship of environmental resources, and cultivation of various attachments to nature, the land, or the wild.
1045	civic	1045	0	Manually_gathered	"the courting of the me-wuk tribe’s endorsement was clearly important both because of its political appeal (politicians are known to be sensitive to native"" issues), and because their attachment to the land makes them the most legitimate ""spokespersons for the land""."""
1046	civic	1046	0	Manually_gathered	this sort of presence is an intimate attachment to the natural place that phyllis compares to the connections of animals to specific locales or habitats: she compares the me-wuk historical migrations through the clavey canyon with the migratory routes of a particular deer herd.
1047	civic	1047	0	Manually_gathered	strictly green arguments, beyond the level of integrating the environment into other sorts of non-green justifications, posit a unique type of dependency which assumes more than simply a spatial interaction of humanity with the natural world, but also a temporal extension of humanity by way of an implicit or explicit reference to future generations.
1051	civic	1051	0	Manually_gathered	given its weak level of accouterment, this world tolerates the existence of internal tests that are minimally objectifiable, if at all.
1052	civic	1052	0	Manually_gathered	escape from habits (investment).
1053	civic	1053	0	Manually_gathered	"this mode of translation is opposed to everything that, in other worlds, and once again especially in the industrial world, grasps movement in the accomplishment of a determination, in a trajectory that is predictable and thus boring."""""
1055	civic	1055	0	Manually_gathered	in an inspired world, the state of worthiness has the attributes of inspiration, itself, in the form of illumination, a gratuitous benefit that is at once external and internal, felt in the experience of an inner movement that takes over and transforms: the state of worthiness is spontaneous- both sincere and involuntary- because it is an inner state that beings receive from outside themselves.
1056	civic	1056	0	Manually_gathered	we want designers to be as creative as possible to better serve end users, and developers to dedicate their time programming the core functionality and forget about repetitive tasks such as ui implementation.
1057	civic	1057	0	Manually_gathered	"they are exempt from domestic arrangements as well; they abandon common sense in favor of extravagance and they make the familiar strange."""""
1058	civic	1058	0	Manually_gathered	all the things that support and outfit equivalence in the other worlds, such as measures, rules, money, hierarchy, and laws, are missing here.
1060	civic	1060	0	Manually_gathered	adventure, quest, mental voyage, pathfinding, lived experience.
1061	civic	1061	0	Manually_gathered	create, discover, quest, imagine, dream, explode (cause to).
1064	civic	1064	0	Manually_gathered	"to follow this route is to find one\'s own paths."""""
1065	civic	1065	0	Manually_gathered	"to follow this route is to find one\'s own paths."""""
1066	project	1066	1	Manually_gathered	for java projects, to use this library, add this to your build.gradle file: 
1067	project	1067	1	Manually_gathered	this signifies its a project. 
1068	project	1068	1	Manually_gathered	debezium is an open source project that provides a low latency data streaming platform for change data capture (cdc). 
1069	project	1069	1	Manually_gathered	library project, and the bottom one the demo project. 
1070	project	1070	1	Manually_gathered	towards 2020...so...if you are using python2 in your projects you should 
1071	project	1071	1	Manually_gathered	are standalone projects that showcase the usage of grpc. 
1072	project	1072	1	Manually_gathered	ensure the file exists at the root of your project. 
1073	project	1073	1	Manually_gathered	so you can freely extend existing commands in a project without needing access to the source code that created them. 
1074	project	1074	1	Manually_gathered	at the root of your project with the following contents: 
1075	project	1075	1	Manually_gathered	cactus makes it easy to relatively link to pages and static assets inside your project by using the template tags 
1076	project	1076	1	Manually_gathered	 - copy `hellocharts-library-<version>.jar` into the `libs` folder of your application project. 
1077	project	1077	1	Manually_gathered	all files in the directories active_projects and old_projects, which by and large generate the visuals for 3b1b videos, are copyright 3blue1brown. 
1078	project	1078	1	Manually_gathered	"in view of the issues with the swagger codegen 3.0.0 (beta) release and the disagreement on the project\'s direction, more than 40 top contributors and template creators of swagger codegen decided to fork swagger codegen and maintain a community-driven version called openapi generator"". """
1079	project	1079	1	Manually_gathered	from the window that appears select general > existing projects into workspace. 
1080	project	1080	1	Manually_gathered	you are welcomed to add more test cases to this project, increasing the 
1081	project	1081	1	Manually_gathered	use this version for projects that requires java 6 or need the jmagick support. 
1082	project	1082	1	Manually_gathered	libraries used in this project 
1083	project	1083	1	Manually_gathered	you are talking about code completion in a project, you can configure the python 
1084	project	1084	1	Manually_gathered	alternatively, just import the project using your ide. 
1085	project	1085	1	Manually_gathered	### Will I be able to use pix2code for my own frontend projects? 
1086	project	1086	1	Manually_gathered	This project includes algorithms focused on Bayes theorem, neural networks, SVMs, Matrices, etc... 
1087	project	1087	1	Manually_gathered	* style shifting (described in this project) 
1088	project	1088	1	Manually_gathered	there are two project suites included: 
1089	project	1089	1	Manually_gathered	### loading the project into eclipse with gradle 
1090	project	1090	1	Manually_gathered	if you would like to support this project\'s further development, the creator of this project or the continuous maintenance of this project, feel free to donate. 
1091	project	1091	1	Manually_gathered	move to the folder where you have the project, and call: 
1092	project	1092	1	Manually_gathered	* view organization public repositories and activity 
1093	project	1093	1	Manually_gathered	then use it in your project code: 
1094	project	1094	1	Manually_gathered	* create *volley.jar* and include as *jar dependency* to your project. 
1095	project	1095	1	Manually_gathered	feel free to open a new ticket if you have any suggestions on how the project could be enhanced. 
1096	project	1096	1	Manually_gathered	this is a script which generates a list of compiler flags from a project with an arbitrary build system. 
1097	project	1097	1	Manually_gathered	development project, if you need import should `gradle` version is 1.2.3 => gradle.2.8 
1098	project	1098	1	Manually_gathered	tron is a project dedicated to building the infrastructure for a truly decentralized internet. 
1099	project	1099	1	Manually_gathered	almost all the magic now happens in either `tile` or `tileview` - if you understand those 2 classes, you understand the majority of the project. 
1100	project	1100	1	Manually_gathered	"you can manually drag it from products"" under your fake framework project to """
1101	project	1101	1	Manually_gathered	maven needs a file named [pom.xml][mvn-project] in the root of the project. 
1102	project	1102	1	Manually_gathered	this project gives the opportunity to use your phone even with a broken screen. 
1103	project	1103	1	Manually_gathered	there is also an example blog project included. 
1104	project	1104	1	Manually_gathered	like to contribute to the project, you are very welcome. 
1105	project	1105	1	Manually_gathered	with this nuwa project\xef\xbc\x8cyou can also have the repairing power, fix your android applicaiton without have to publish a new apk to the appstore. 
1106	project	1106	1	Manually_gathered	when the project is in the incubator phase, the version number is 0.x.x. 
1107	project	1107	1	Manually_gathered	    project so it can suggest items outside your current tu and also provides 
1108	project	1108	1	Manually_gathered	for a quick overview of the project structure, installation instructions and 
1109	project	1109	1	Manually_gathered	if you have any new idea about this project, feel free to tell me ,tks. 
1110	project	1110	1	Manually_gathered	a project initiated by octo technology  
1111	project	1111	1	Manually_gathered	The server only works for projects with 
1112	project	1112	1	Manually_gathered	Edit a Java file from your project. 
1113	project	1113	1	Manually_gathered	the ability to trend usage patterns on a global scale, yet decompose them down to a region, availability zone, or service team provides incredible flexibility. 
1114	project	1114	1	Manually_gathered	this project has been pushed to maven central, both in `aar` and `apklib`. 
1115	project	1115	1	Manually_gathered	if you want to use this *timeline*  in your project, you have to do the following. 
1116	project	1116	1	Manually_gathered	if no-one else is using your branch, please rebase it against the current master (or other target branch in the main project). 
1117	project	1117	1	Manually_gathered	#### updating your project to use the new scripts 
1118	project	1118	1	Manually_gathered	unfortunately, the youtube-dl project has grown too large to use personal email as an effective communication channel. 
1119	project	1119	1	Manually_gathered	  it is the coordinator of the transaction and uses netty communication framework to communicate with participants and initiators. 
1120	project	1120	1	Manually_gathered	- any kind of act, activity or business that requires any kind of governmental authorization or license to legally occur or exist, without previously obtaining such authorization or license; 
1121	project	1121	1	Manually_gathered	     *A collection of the most active internet archiving communities and initiatives. 
1122	project	1122	1	Manually_gathered	i could increase my physical activity, say start training for a mini-marathon, but that\'s not something i felt comfortable with. 
1123	project	1123	1	Manually_gathered	the purpose of this project is to let you easily download and install new linux distributions under windows subsystem for linux and seamlessly switch between them. 
1124	project	1124	1	Manually_gathered	You can use Gitter to communicate with people who are also interested in Auto-Keras. 
1125	project	1125	1	Manually_gathered	- any kind of act, activity or business involving dangerous or controlled goods or substances, including stolen goods, firearms, radioactive materials or drugs. 
1126	project	1126	1	Manually_gathered	  - simple none parent-child communication and parent-child communication  
1127	project	1127	1	Manually_gathered	This allows ease of use for novices and flexibility for experts. 
1128	project	1128	1	Manually_gathered	alternatively, you can also install from source of this git repository, which will give you more flexibility in developing on top of stanfordnlp and training your own models. 
1129	project	1129	1	Manually_gathered	the business will benefit from faster time-to-market, reduced operational costs, maximized application lifetime, and the flexibility to integrate with new or existing technologies. 
1130	project	1130	1	Manually_gathered	our elite teams challenge themselves to build extraordinary experiences by bridging the latest strategy and design thinking with enterprise-grade software development. 
1131	project	1131	1	Manually_gathered	if you have problems and ideas to communicate with me, you can contact me in the following ways. 
1132	project	1132	1	Manually_gathered	whether you\'re building a custom app for your team, or integrating a third party service into your slack workflows, slack developer kit for python allows you to leverage the flexibility of python to get your project up and running as quickly as possible. 
1133	project	1133	1	Manually_gathered	an untrained instance of chatterbot starts off with no knowledge of how to communicate. 
1134	project	1134	1	Manually_gathered	so i hope to share and communicate with the all of you. 
1135	project	1135	1	Manually_gathered	datashader is part of the pyviz initiative for making python-based visualization tools work well together. 
1136	project	1136	1	Manually_gathered	feel free to adapt, change, ignore, or even challenge everything we write! 
1137	project	1137	1	Manually_gathered	For personal communication related to BERT, please contact Jacob Devlin 
1138	project	1138	1	Manually_gathered	"**google\'s neural machine translation system: bridging the gap between human and machine translation**"". """
1139	project	1139	1	Manually_gathered	interested in working on more unique projects like spruce? 
1140	project	1140	1	Manually_gathered	many open source software projects use git, java, and maven, but requiring docker is less common. 
1141	project	1141	1	Manually_gathered	interested in working on more unique projects like hyperion? 
1142	project	1142	1	Manually_gathered	mindsdb\'s goal is to give developers easy access to the power of artificial neural networks for their projects.[! 
1143	project	1143	1	Manually_gathered	a number of great projects exist to provide credstash compatability with other languages. 
1144	project	1144	1	Manually_gathered	the projective city 
1145	project	1145	1	Manually_gathered	this city is founded on the mediating activity employed in the creation of networks, making it valuable in its own right, independently of the goals pursued or the substantive properties of the entities between which the mediation is conducted. 
1146	project	1146	1	Manually_gathered	from this standpoint, mediation is a value in itself, or rather, in the conceptual framework employed here, a specific status of which each actor is liable to take advantage when \'putting people in contact\', \'making connections\', thereby helping to \'construct networks\'. 
1147	project	1147	1	Manually_gathered	entertaining the hypothesis that we are witnessing the formation of a new city, where the tests that matter involve constructing or loosening connections in a network world, obviously does not mean that the establishment of networks represents a radical new departure. 
1148	project	1148	1	Manually_gathered	but it is as if we had to wait until the last third of the twentieth century for the activity of mediating, the art of making and using the most diverse and remote kinds of connection, to be autonomized - separated from the other forms of activity it had hitherto been bound up with - and identified and valued for itself. 
1149	project	1149	1	Manually_gathered	principle of judgement and hierarchy of beings in the projective city according to the grammar employed by us, the <common superior principle> is the principle in accordance with which acts, things and persons are judged in a given city. 
1150	project	1150	1	Manually_gathered	the <decline of the city>, like the <condition of little person>, refers to situations where behavior is deemed unsatisfactory by the city\'s values. 
