	label	text	provenance	convention
1021	1	download here for example see the green economy coalition http www.greeneconomycoalition.org united nations. a guide to the green economy citation united nations environment programme. towards a green economy pathways to sustainable development and poverty eradication.	pdf	green
1022	1	download here united nations. a guide to the green economy citation global green growth institute.	pdf	green
1023	1	download here united nations. a guide to the green economy citation oecd.	pdf	green
1024	1	download here united nations. a guide to the green economy citation republic francaise.	pdf	green
1025	1	download here united nations. a guide to the green economy citation united nations conference on trade and development.	pdf	green
1026	1	during this process it will be critical that proponents of green economy effectively take onboard the concerns raised and address the risks associated with the concept.	pdf	green
1027	1	e rev.pdf for example see unep unctad undesa transition to a green economy benefits challenges and risks from a sustainable development perspective un july unctad s road to rio series of publications unep unctad un ohrlls why a green economy matters for the least developed countries and papers prepared by uncsd secretariat for the rio conference including a conf. pc and a conf. pc.	pdf	green
1028	1	each brief provides an overview of the issue the way forward and outlines what unep is doing to address the issue.	pdf	green
1029	1	each chapter also contains is described in relation to the framework that needs to be in place.	pdf	green
1030	1	each chapter also contains references and links to the proposal in the zero draft document for rio. references and links to the proposal in the zero draft document for rio.	pdf	green
1031	1	each graph is accompanied by a series of conclusions and a statement of its relevance to green growth.	pdf	green
1032	1	each lesson contributes to the cycle defined in the report of preparing coherent co ordinated and strategic low emission development strategies.	pdf	green
1033	1	each of the above indicators is presented on a graph with a time axis so progress can be measured.	pdf	green
1034	1	each sector is subject to a cost analysis to determine the most viable intervention mechanisms that can be implemented within to years.	pdf	green
1035	1	each working principle appears that they do not believe that a green economy is equitable per se.	pdf	green
1036	1	each working principle is described in relation to the framework that needs to be in place.	pdf	green
1037	1	economic growth and development technology and innovation environmentally sustainable economic progress more resilient sustained economic growth driver for economic growth new growth engines green technology new job opportunities qualitative growth rather than simply increasing gdp job creation or gdp growth.	pdf	green
1038	1	effective environmental management requires a broad range of skills and knowledge among individuals and organisations and an enabling environment that supports this process e.g.	pdf	green
1039	1	enabling the transition to a green economy government and business working together hm government uk this strategy document proposes means by which the government and business in the uk can work together to catalyse the transition to the green economy.	pdf	green
1040	1	enabling the transition to a green economy government and business working together.	pdf	green
1041	1	environment program greening growth in asia and the pacific asian development bank the asian development bank has published a report on greening growthin the asia and the pacific region.	pdf	green
1042	1	environment program greening growth in asia and the pacific.	pdf	green
1043	1	environmental quality of life pollution induced health problems policy responses and economic opportunities green patents share of green taxes energy prices carbon emission trading environmental investment and green jobs.	pdf	green
1044	1	environmental reducing environmental risks and ecological scarcities low carbon resource efficient reduce carbon emissions and pollution enhance energy and resource efficiency prevent loss of biodiversity and ecosystem services within ecological limits of the planet environmental responsibility finite carrying capacity.	pdf	green
1045	1	environments of the poor in the context of climate change and the green economy government of nepal this report explores the environmental issues experienced by the poor in nepal and identifies links to resource constraints faced in their everyday lives.	pdf	green
1046	1	environments of the poor in the context of climate change and the green economy.	pdf	green
1047	1	es g the document highlights the natural resources available in the region and the environment related challenges associated with them with the aim to increase awareness amongst the borrowers clients development partners civil society incl ngos the private sector and other stakeholders of the adb.	pdf	green
1048	1	ethiopia s climate resilient green economy.	pdf	green
1049	1	examples of existing programs and actors supporting each approach are also provided.	pdf	green
1050	1	examples of policies and the indicators that can be utilized to evaluate them are presented in section. data needs and capacity building issues are highlighted in section and the final section points to the next steps that could facilitate the use of this framework.	pdf	green
1051	1	examples of policies include national regulations smart subsidies and incentives information management supportive international markets legal infrastructure and conducive trade and aid protocols.	pdf	green
1052	1	expanding how we measure progress in sustainable development by creating a sustainable development index or set of indicators.	pdf	green
1053	1	exploit comparative advantages.	pdf	green
1054	1	fifteen principles are united nations. a guide to the green economy identified that represent a consolidation of existing international agreements and more radical and forward thinking proposals cutting across the stockholm declaration the rio declaration the johannesburg declaration the earth charter the one planet living principles the green economy coalition the tuc just transition principles and the new economics foundation.	pdf	green
1055	1	following this the strategy identifies the rationale for climate change financing and investment and then documents the implementation plan for the council for environment climate change and development accountable for the delivery of the low carbon development strategy.	pdf	green
1056	1	for each project information is provided on the project background objectives main activities and outputs and policy implications.	pdf	green
1057	1	for example see recent publications by the world bank inclusive green growth the pathway to sustainable development the un emg working towards a balanced and inclusive green economy a united nations system wide perspective and the danish group building an equitable green economy.	pdf	green
1058	1	for example unep has defined the green economy as one that results in improved human well being and social equity while significantly reducing environmental risks and ecological scarcities.	pdf	green
1059	1	forests in a green economy a synthesis unep drawing on unep s green economy report this unep brief provides an evidence based roadmap for policy makers the private sector forest sector and forest dwellers alike.	pdf	green
1060	1	forward thinking government policies will be indispensible including subsidies carbon markets tax reform regulatory tools and targets feed in tariffs eco labeling r d investment and international aid.	pdf	green
1061	1	fostering innovation for green growth oecd this publication on fostering innovation for green growth forms part of the oecd s green growth studies and addresses the role of innovation in green growth strategies.	pdf	green
1062	1	fostering innovation for green growth.	pdf	green
1063	1	from green economies to green societies unesco this report from unesco recognises that there are increasing social disparities and inequity in the world alongside population growth climate change the deterioration and pollution of the environment the unsustainable use of freshwater and depletion of ocean resources as well as increasing cases of natural and human made disasters.	pdf	green
1064	1	from green economies to green societies.	pdf	green
1065	1	from growth to green growth a framework.	pdf	green
1066	1	gggi green growth is the new revolutionary development paradigm that sustains economic growth while at the same time ensuring climatic and environmental sustainability.	pdf	green
1067	1	gggi website. green growth is growth that emphasises environmentally sustainable economic progress to.	pdf	green
1068	1	gins by stating that economic growth has been the main the report bee reason behind lifting more than million people out of poverty in thregion over the last years but this socio economic progress has come at the expense of the environment due to unsustainable and inequitable growth patterns.	pdf	green
1069	1	green economy accord south africa the south african government signed a green economy accord in november and this document sets out the text of the accord.	pdf	green
1070	1	green economy and trade opportunities unep this study seeks to identify and assess the international trade opportunities associated with the transition to a green economy and in particular how developing countries can increase exports to respond to international demand for environmentally friendly goods and services.	pdf	green
1071	1	green economy coalition. green economy is described as an economy in which economic growth and environmental responsibility work together in a mutually reinforcing fashion while supporting progress on social development.	pdf	green
1072	1	green economy in a blue world synthesis report unep.	pdf	green
1073	1	green economy policy briefs key issues for the transformation towards the green economy unep.	pdf	green
1074	1	green economy policy measures have also been discussed at length in international negotiations including unced in rio in. for example the rio declaration included principles promoting the internalisation of environmental costs and the use of economic instruments principle as well as eliminating unsustainable consumption and production principle.	pdf	green
1075	1	green economy roadmap icc.	pdf	green
1076	1	green economy scoping study synthesis report barbados unep uwi government of barbados this synthesis report focused on five key sectors agriculture fisheries building transportation and tourism in barbados to scope the transition to a green economy on the island.	pdf	green
1077	1	green economy scoping study synthesis report barbados.	pdf	green
1078	1	green growth and climate resilience republic of rwanda the green growth and climate resilience report developed as a collaborative project between the government of rwanda the smith school of enterprise and environment and the university of oxford setsout the national strategy for climate change and low carbon development for rwanda.	pdf	green
1079	1	green growth and climate resilience.	pdf	green
1080	1	green growth and developing countries a summary for policy makers oecd publishing.	pdf	green
1081	1	green growth and developing countries consultation draft oecd publishing.	pdf	green
1082	1	green growth in motion gggi this report prepared by the global green growth institute a new international organisation with head quarters in seoul outlines the republic of korea s experience with developing its low carbon green growth strategy.	pdf	green
1083	1	green growth in motion sharing korea s experience.	pdf	green
1084	1	green growth in the czech republic czech statistical office this report gives an overview of green growth in the czech republic and presents data for indicators for green growth based on the oecd indicator framework to assess the development of the czech economy towards green growth.	pdf	green
1085	1	green growth in the czech republic.	pdf	green
1086	1	green growth in the netherlands statistics netherland this report by statistics netherlands gives an overview of green growth in the netherlands and presents data for the majority of the indicators for green growth as specified by the oecd.	pdf	green
1087	1	green growth in the netherlands.	pdf	green
1088	1	green growth is defined inreport as economic progress that fosters environmentally sustainable low carbon and socially inclusive development.	pdf	green
1089	1	green growth leaders	pdf	green
1090	1	green growth planning gggi country programs this paper provides an overview of the green growth planning program of the global green growth institute gggi.	pdf	green
1091	1	green growth planning gggi country programs.	pdf	green
1092	1	green growth policies must be developed to ensure maximised benefits and minimised costs to the poor and most vulnerable and policies and actions with irreversible negative impacts must be avoided.	pdf	green
1093	1	green growth resources and resilience unescap adb unep the green growth resources and resilience report by escap adb and unep focuses on environmental sustainability in asia and the pacificregion.	pdf	green
1094	1	green growth resources and resilience.	pdf	green
1095	1	green growth that is inclusive can help to implement social and sustainable development goals.	pdf	green
1096	1	green jobs towards decent work in a sustainable low carbon world unep ilo this report assembles evidence for existing green jobs and presents estimates for future green employment in the key economic sectors of renewable energy buildings and construction transportation basic industry agriculture and forestry.	pdf	green
1097	1	green jobs towards decent work in a sustainable low carbon world unep.	pdf	green
1098	1	greening development enhancing capacity for environmental management and goverance oecd this report outlines a number of steps to be considered when building capacity for greening national development planning national budgetary processes and key economic sector strategies.	pdf	green
1099	1	greening development enhancing capacity for environmental management and governance oecd publishing.	pdf	green
1100	1	growth in income and employment public and private investments resilient economy economic growth new economic activity.	pdf	green
1101	1	hasise investment in development and deployment of new technologies and strategies can build resilience to the negative consequences of climate change create jobs and save lives at the same time.	pdf	green
1102	1	he asserts that there are four issues that need to be analysed from a macroeconomic perspective inter generational welfare the effects of environmental spending and protection policies on both aggregate supply and demand structural change of growth and global financing for green economic initiatives.	pdf	green
1103	1	he continues by stating that the majority of literature on sustainability and the green economy exist at a microeconomic dimension externalities taxes emissions trading subsidies and so forth and that there is a dearth of literature on the green macroeconomy.	pdf	green
1104	1	he documents the problems associated with defining the concept of a green economy as there has not yet been widespread agreement amongst environmentalists or economists on what it should entail.	pdf	green
1105	1	he states that it is an extremely complex concept and as such it is unlikely there will be international consensus on its meaning and use in the short term.	pdf	green
1106	1	he stresses that a green economy is a critical enabling component of the overarching goal of sustainable development.	pdf	green
1107	1	however comprehensive absolute decoupling where consumption falls as the economy grows is not evident.	pdf	green
1108	1	however he does say that a green economy should be environmentally friendly sensitive to the need to conserve natural resources minimize pollution and emissions that damage the environment and produce products and services which do not harm the environment.	pdf	green
1109	1	however it goes on to state that substantial investment will berequired not just in the mitigation of carbon emissions that empclimate change but in adapting to the effects brought about by the changing climate.	pdf	green
1110	1	however it has also been pointed out that whilst this has been an important development if one follows this track the green economy concept would incorporate so many additional aspects that the concept would become equivalent to sustainable development itself in that sense why bother condezey.	pdf	green
1111	1	however the approaches to green economy and green growth can be seen to cover a spectrum of different shades of green from narrow concerns about climate change on the one hand in line with initial approaches to low carbon growth to larger critiques of the environmental sustainability of modern capitalism on the other green growth leaders.	pdf	green
1112	1	however the report also acknowledges that there will be winners and losers and public policy should seek to minimize disparities.	pdf	green
1113	1	importantly many definitions of green economy include a united nations. a guide to the green economy reference to ecological limits or planetary boundaries which are references to the scientific article which identifies nine planetary boundaries that define the safe operating space for humanity with respect to the earth system and associated with the planet s biophysical subsystems or processes see rockstrom et al.	pdf	green
1114	1	importantly the document invites the un system in cooperation with relevant donors and international organisations to coordinate a number of green economy deliverables relating to tools best practices methodologies and platforms that can assist with green economy capacity building.	pdf	green
1115	1	importantly the report also provides a working definition of green economy which has since been cited in numerous other publications.	pdf	green
1116	1	importantly the report articulates six national enabling conditions for green growth four green growth mainstreaming mechanisms and eight green growth policy instruments.	pdf	green
1117	1	importantly there is also emerging practice in the design and implementation of national green economy strategies by both developed and developing countries across most cf.	pdf	green
1118	1	importantly this has included efforts by international organizations major groups think tanks and researchers both supporters and critics alike to develop operational principles for green economy and green growth as well as the elaboration of policy toolkits and suites of measures that can be adopted by national governments to shift to a more sustainable economic framework.	pdf	green
1119	1	in a green economy growth in income and employment should be driven by public and private investments that reduce carbon emissions and pollution enhance energy and resource efficiency and prevent the loss of biodiversity and ecosystem services unep.	pdf	green
1120	1	in addition to reducing carbon many of these options could lead to more sustainable growth through protecting natural resources improving environmental quality delivering economic opportunities and reducing reliance on fossil imports.	pdf	green
1121	1	in alignment with european commitments the strategy identifies nine strategic challenges which must be tackled in the move towards a green and equitable economy.	pdf	green
1122	1	in and the authors released sequels to the first report entitled blueprint greening the world economy and blueprint measuring sustainable development.	pdf	green
1123	1	in april the association of southeast asian nations asean summit in hanoi adopted the asean leaders statement on sustained recovery and development which highlighted the leaders determination to promote green growth including investments in long term environmental sustainability and sustainable use of natural resources in order to diversify and ensure economic resilience.	pdf	green
1124	1	in conclusion the study provides the first steps that the two island economies need to take in order to achieve the green economy and enhance the wellbeing of the inhabitants.	pdf	green
1125	1	in december the un environment management group a system wide coordination body of over specialized agencies programmes and organs of the united nations also released its system wide perspective on green economy working towards a balanced and inclusive green economy which identifies and clarifies the use of green economy http www.unep.ch etb pdf statement deliver as one interagency joint statement.	pdf	green
1126	1	in fact almost the entire global green stimulus was made by g countries with measures including support for renewable energy carbon capture and sequestration energy efficiency public transport and rail improving electrical grid transmission as well as other public investments and incentives aimed at environmental protection.	pdf	green
1127	1	in february ministers and heads of delegation of the unep global ministerial environment forum in nusa dua acknowledged in their declaration that the green economy concept can significantly address current challenges and deliver economic development opportunities and multiple benefits for all nations.	pdf	green
1128	1	in february the world bank along with unep oecd and the gggi launched a new international knowledge sharing platform in mexico the green growth knowledge platform ggkp bringing together under the same roof the major international organizations supporting and promoting both green growth and green economy.	pdf	green
1129	1	in general the canadians involved in the study believe that canada has much to gain from the transition to a green economy and would have much to lose if the country was to ignore what is already a global transition in progress.	pdf	green
1130	1	in june in the lead up to the un climate change conference in copenhagen the un released an interagency statement supporting the green economy as a transformation to address multiple crises.	pdf	green
1131	1	in june the rok was instrumental in the establishment of the global green growth institute gggi as a non profit foundation which was elevated to a new international organization at the rio conference in june.	pdf	green
1132	1	in march the general assembly agreed that green economy in the context of sustainable development and poverty eradication would form one of the two specific themes for rio resolution.	pdf	green
1133	1	in may at its sixty sixth session unescap countries adopted the incheon declaration on green growth in which members expressed their intent to strengthen efforts to pursue green growth strategies as part of their response to the current crisis and beyond.	pdf	green
1134	1	in may the world bank released its flagship report in advance of the rio conference entitled inclusive green growth the pathway to sustainable development.	pdf	green
1135	1	in most cases a web link and citation have been provided so that the reader can find out more information or reference the document as necessary.	pdf	green
1136	1	in november at the g seoul summit leaders also recognized green growth as an inherent part of sustainable development which could enable countries to leapfrog old technologies in many sectors.	pdf	green
1137	1	in other words and from a scientific perspective the focus varies between addressing one of the planetary boundaries defined by scientists i.e.	pdf	green
1138	1	in particular export markets for green and sustainable food products services energy and tourism are expected to grow rapidly due to changing consumer preferences as the world becomes more environmentally aware.	pdf	green
1139	1	in particular the study united nations. a guide to the green economy focuses on the applicability of the accepted unep definition of green economy to small islands developing states of which barbados is one.	pdf	green
1140	1	in particular the visible structure of the economy united nations. a guide to the green economy comprising such physical infrastructure as transport buildings and energy systems together with the invisible structure which encompasses market prices governance regulations and lifestyhave to be re oriented towards resource efficiency.	pdf	green
1141	1	in partly in response to the global financial crisis the republic of korea rok adopted low carbon green growth as the country s new development vision which was followed shortly after by the release in of their national strategy for green growth and five year plan for green growth which were accompanied by the enactment of a framework act on low carbon green growth.	pdf	green
1142	1	in practice the plans are often combinations of new and existing elements all combined in a new way to address pre existing policy objectives along with the need to slow climate change and prepare for its impacts.	pdf	green
1143	1	in recent negotiations under this convention it has been agreed that low emission development strategies leds that adopt appropriate policy measures for low carbon development are indispensible for achieving sustainable development.	pdf	green
1144	1	in relation to the latter the report provides options for measuring progress towards a green economy and begins to explore how a green economy might perform over time.	pdf	green
1145	1	in response to this the low carbon strategy puts forward a plan to achieve the island s sustainable development goals whilst meeting critical social development and poverty reduction targets.	pdf	green
1146	1	in the context of rio the relationship of green economy as a means to achieving broader sustainable development and poverty eradication was given a clear emphasis.	pdf	green
1147	1	in the context of the financial crisis and concerns of a global recession unep championed the idea of green stimulus packages and identified specific areas where large scale public investment could kick start a green economy atkisson.	pdf	green
1148	1	in the first issue the unctad secretary general supachai panitchpakdi describes the green economy as an economy that results in improved human well being and reduced inequalities while not exposing future generations to significant environmental risks and ecological scarcities.	pdf	green
1149	1	in the mexican presidency of the g introduced inclusive green growth as a cross cutting priority on the g development agenda.	pdf	green
1150	1	in the term was revived in the context of discussions on the policy response to multiple global crises.	pdf	green
1151	1	in this light the document sets out a series of guidelines for the social and technological transformation needed for a new economic system. find common agreement on an agreed set of planetary boundaries that the global society should not cross.	pdf	green
1152	1	in this regard low carbon development can be seen as a subset of both green growth and green economy.	pdf	green
1153	1	in this regard the green economy and related concepts have succeeded in reinvigorating global debate on how to redefine our economic model to achieve the overarching agreed goal of sustainable development.	pdf	green
1154	1	in united nations. a guide to the green economy particular they aimed to identify what is needed to protect natural resources whilst improving the livelihood of the rural poor.	pdf	green
1155	1	includes clear timelines for action to achieve objectives introduce new systems for measuring progress and success and integrate the tracking of the well being of people places and the planet.	pdf	green
1156	1	inclusive green growth for the future we want oecd this report provides a concise summary of green growth and the work of the oecd in this area that was prepared as a contribution to rio. the report briefly defines green growth and how it can deliver sustainable development as well as some key principles for guiding green growth policies.	pdf	green
1157	1	inclusive green growth for the future we want oecd work of relevance to rio oecd publishing.	pdf	green
1158	1	inclusive green growth the pathway to sustainable development world bank in this publication the world bank indicates that inclusive green growth is the pathway to sustainable development.	pdf	green
1159	1	inclusive green growth the pathway to sustainable development.	pdf	green
1160	1	inclusivity is another focal point the accord talks about the green economy providing an entry point for broad based black economic empowerment addressing the needs of women and youth entrepreneurs and offering opportunities for enterprises in the social economy.	pdf	green
1161	1	inclusivity is at the heart of the concept the report states that there are still many people who have been excluded from the benefits of economic growth.	pdf	green
1162	1	incorporating green growth and sustainable development policies into structural reform agendas a report by the oecd the world bank and the united nations prepared for the g summit los cabos june oecd publishing.	pdf	green
1163	1	increasing finance for sustainable development including public and private funding and partnerships to mobilize large volumes of new financing.	pdf	green
1164	1	indicators are grouped into the following themes united nations. a guide to the green economy environmental efficiency of production production based greenhouse gas intensity consumption based greenhouse gas emissions energy efficiency renewable energy nutrient surpluses material intensity water use intensity waste treatment.	pdf	green
1165	1	information the green transition will rely on the media to enable governments to create policy for sustainable development and act on it.	pdf	green
1166	1	innovation and technology transfer and the way forward for the united nations system.	pdf	green
1167	1	innovation policies and trade and international investment policies.	pdf	green
1168	1	integrated governance intra policy and intra industry coordination and governance at all levels.	pdf	green
1169	1	interestingly this reference has not been included in definitions of green growth.	pdf	green
1170	1	international chamber of commerce ten conditions for a transition toward a green economy icc.b.	pdf	green
1171	1	international chamber of commerce.	pdf	green
1172	1	international cooperation will also be essential to complement national actions of ldcs in particular access to financing.	pdf	green
1173	1	international regimes national policies rule of law accountability and transparency.	pdf	green
1174	1	is about making growth processes resource efficient cleaner and more resilient without necessarily slowing them.	pdf	green
1175	1	is growth that is efficient in its use of natural resources clean in that it minimizes pollution and environmental impacts and resilient in that it accounts for natural hazards and the role of environmental management and natural capital in preventing physical disasters.	pdf	green
1176	1	is in general terms economic progress that fosters environmentally sustainable low carbon and socially inclusive development.	pdf	green
1177	1	issue june. beyond rio governance for a green economy boston university as an intellectual contribution to the rio preparatory process the boston university frederick s. pardee center for the study of the longer range future convened a small task force of experts to discuss the role of institutions in the actualization of a green economy in the context of sustainable development.	pdf	green
1178	1	issue march. unctad.	pdf	green
1179	1	issue november. unctad.	pdf	green
1180	1	it also acknowledged unep s leading role in further defining and promoting the concept and encouraged unep to contribute to this work through the preparatory process for the un conference on sustainable development in rio.	pdf	green
1181	1	it articulates five tracks to drive the economic change necessary to pursue low carbon green growth as a new economic development path.	pdf	green
1182	1	it concludes with a section on the ethics of growth and happiness and a vision for the future.	pdf	green
1183	1	it concludes with proposing policies that can be implemented to capture these co benefits and environmental benefits.	pdf	green
1184	1	it connects the dots between the many different actions going on at all levels civil society government finance business to show how it is possible to transform our economies so that they work for people and planet.	pdf	green
1185	1	it covers the impacts and opportunities linked with shipping and fisheries to tourism marine based renewable energies and agriculture.	pdf	green
1186	1	it elaborates by explaining that trade plays an essential role in the diffusion of green goods services technologies and production among countries and that this enhances economic growth and contributes to environmental and social developmental objectives.	pdf	green
1187	1	it explains the potential benefits that the green economy will bring to the uk including mitigating risks from increasing and fluctuating fossil fuel prices and climate change impacts and seizing the opportunities from new and emerging markets both nationally and internationally.	pdf	green
1188	1	it first depicts the evolution of ghg emissions and the energy mix since. it then puts energy and climate policies and targets into perspective and sets out the main challenges.	pdf	green
1189	1	it focuses on addressing and integrating climate change with development objectives and is therefore a more useful approach for developing countries.	pdf	green
1190	1	it focuses on addressing the root causes of these challenges while ensuring the creation of the necessary channels for resource distribution and access to basic commodities for the impoverished.	pdf	green
1191	1	it focuses primarily on job creation and the key messages are oppto benefit from new prospects for economic activity from climate change innovation drawn from technology research and manufacturing responsibility of government to create an enabling environment and partnership of all constituencies and citizens to achieve the goals of the green economy.	pdf	green
1192	1	it goes on to say that in a green economy growth in income and employment can be generated by strategic public and private investments that reduce ghg emissions improve resource efficiency and reduce loss of biodiversity.	pdf	green
1193	1	it identifies the key actors to be engaged in the decision making processes outlines possible capacity needs and suggests how these can be addressed.	pdf	green
1194	1	it inspired several governments to implement significant green stimulus packages as part of their economic recovery efforts.	pdf	green
1195	1	it is about focusing society on qualitative growth rather than simply increasing gdp.	pdf	green
1196	1	it is acknowledged that this is not a finite list of approaches models or tools proposed for achieving sustainable development but rather is a subset of approaches that have gained prominence in recent years in the context of international negotiations and amongst influential international organisations.	pdf	green
1197	1	it is also intended to assist development co operation and environment agencies in their efforts to support that process.	pdf	green
1198	1	it is crucial to identify these trade opportunities together with the policy reforms that can promote and strengthen developing countries capacity to benefit from them.	pdf	green
1199	1	it is intended to support developing countries in their efforts to move to a greener development path.	pdf	green
1200	1	it is likely that the concepts of green economy and green growth will further converge in coming years and continue to gather momentum as more influential international organizations as well as national governments adopt the concepts into their programs and policy agendas.	pdf	green
1201	1	it is low carbon resource efficient and socially inclusive unep.	pdf	green
1202	1	it is low carbon resource efficient and socially inclusive.	pdf	green
1203	1	it is not intended to serve as a complete bibliography of available literature but more as an overview of the different concepts and discourses that animate ongoing discussions on the topic of the green economy.	pdf	green
1204	1	it is the sixth report of a series published every years on the lighting state of the environment in asia and the pacific this time highthe issues of green growth resource efficiencies and limitations and resilience to global turbulence in markets and ecosystems.	pdf	green
1205	1	it offers help to companies with national regional or global reach to develop strategies for dealing with the immediate to long term consequences of climate change in developing countries where they have operations supply chains employees or customers.	pdf	green
1206	1	it provides a supporting framework for environmentally sustainable and socially inclusive development and growth in cambodia that aims to strengthen environmental cooperation concerning national and international environmental policy through the sharing of ideas and experiences whilst contributing towards the millennium development goals and national sustainable development objectives.	pdf	green
1207	1	it refocuses society on achieving qualitative growth rather than simply increasing gdp government of rwanda.	pdf	green
1208	1	it seeks to bring long term societal benefits to short term activities aimed at mitigating environmental risks.	pdf	green
1209	1	it sets out nine principles for a green fair and inclusive economy that provides a better quality of life for all within the ecological limits of the planet.	pdf	green
1210	1	it sets out the coalition s vision for change drawing lessons from their series of national dialogues in developing and developed countries and from across the coalition s diverse membership.	pdf	green
1211	1	it then provides a summary of publications relating to macroeconomic policies financing conservation engaging the private sector and other areas of interest to biodiversity management.	pdf	green
1212	1	japan s new growth strategy to create demand and jobs oecd this paper puts forward a strategy for japan to forge new areas of growth create demand and jobs through regulatory reform and fiscal measures.	pdf	green
1213	1	japan s new growth strategy to create demand and jobs.	pdf	green
1214	1	jobs and examines ancillary policies needed to reconcile social goals with other united nations. a guide to the green economy objectives and the fourth focuses on the macroeconomic framework and development strategy with the goal of identifying dynamic pathways towards sustainable development.	pdf	green
1215	1	key sectors for greening economies include energy access waste ecotourism agriculture sustainable urbanisation and forestry.	pdf	green
1216	1	korea are putting green growth at the centre of their vision for the next years and are confident that it will lead to new opportunities for economic growth and environmental protection simultaneously.	pdf	green
1217	1	later that year support to pursue green growth was also stated in the th mced declaration in astana in october unescap.	pdf	green
1218	1	leds have attracted interest in the climate negotiations as a soft alternative to voluntary or obligatory ghg emission reduction targets in developing countries ecn.	pdf	green
1219	1	les the roadmap is divided into three parts part i provides an overview of the challenges and opportunities confronting the region in terms of low carbon green growth and elaborates on the system change required to pursue the new development path.	pdf	green
1220	1	life beyond growth atkisson the life beyond growth publication by atkisson for the institute for studies in happiness economy and society explores as a basis alternatives and complements to gdp measured growth as a framing concept for social progress.	pdf	green
1221	1	long term sustainability of growth and progress on social welfare are threatened by inefficient and wasteful use of the earth s natural capital resources without adequate reinvestment of other forms of wealth or sufficient reckoning of the true social costs.	pdf	green
1222	1	low carbon development for mexico esmap the low carbon development for mexico report by esmap provides an analysis of how mexico is able to substantially reduce its carbon emissions whilst at the same time growing the economy.	pdf	green
1223	1	low carbon development for mexico.	pdf	green
1224	1	low carbon development options for indonesia world bank ministry of finance indonesia the report on low carbon development options for indonesia produced by the world bank in collaboration with the ministry of finance for indonesia puts forward a series of economic development options for indonesia that will help in the transition to a green economy.	pdf	green
1225	1	low carbon development options for indonesia.	pdf	green
1226	1	low carbon green growth roadmap for asia and the pacific turning resource constraints and the climate crisis into economic growth opportunities.	pdf	green
1227	1	low carbon green growth roadmap for asia and the pacific unescap this report explores the opportunities that a low carbon green growth path offers to the region.	pdf	green
1228	1	low carbon growth plan for australia climate works australia this plan produced by climate works australia sets out emissions reductions opportunities for australia the challenges faced in capturing them and actions required to succeed.	pdf	green
1229	1	low carbon growth plan for australia.	pdf	green
1230	1	low carbon growth plans advancing good practice project catalyst the low carbon growth plans advancing good practice report was authored by project catalyst an initiative of the climateworks foundation to provide analytical and policy support for the united nations framework convention on climate change unfccc negotiations on a post kyoto international climate agreement.	pdf	green
1231	1	low carbon growth plans advancing good practice.	pdf	green
1232	1	low emission development strategies leds oecd iea the oecd and iea secretariat prepared this overview of low emission development strategies in response to a request from the climate change expert group on the united nations framework convention on climate change unfccc.	pdf	green
1233	1	media can raise public awareness of these issues and build solidarity.	pdf	green
1234	1	more recent references to an equitable green economy or inclusive green growth are clearly attempting more holistically to integrate the three dimensions of sustainable development for example see the no to the green economy campaign http nogreeneconomy.org en united nations. a guide to the green economy into these concepts to allay these concerns.	pdf	green
1235	1	moving towards a green economy implies not only the mainstreaming of green niches in specific sectors of an economy but also a change in an economy s overall social construct.	pdf	green
1236	1	multilateral approaches across countries and sectors are indispensable in today s globally connected world.	pdf	green
1237	1	national strategies following are summaries of recent national green growth strategies and similar documents available on line.	pdf	green
1238	1	national strategies following are summaries of recent national low carbon development strategies or similar documents available online.	pdf	green
1239	1	national strategies following is a summary of recent green economy national strategies and similar documents available online.	pdf	green
1240	1	national sustainable development strategy towards a green fair economy republic francaise the national sustainable development strategy puts forward france s approach to developing a green economy.	pdf	green
1241	1	national sustainable development strategy towards a green fair economy.	pdf	green
1242	1	natural assets base stocks of timber fish inputs natural gas reserves land conversion into built up land threats to biodiversity.	pdf	green
1243	1	ned in the transition to a green economy given their the report highlights that ldcs are well positiolow carbon profile and rich natural capital assets.	pdf	green
1244	1	oceans the report identifies that oceans make the world habitable for people and so there must be renewed effort to manage the world s water systems in a new green economy.	pdf	green
1245	1	oecd fostering economic growth and development while ensuring that natural assets continue to provide the resources and environmental services on which our well being relies.	pdf	green
1246	1	oecd publishing united nations. a guide to the green economy green growth and developing countries consultation draft oecd this report and the accompanying summary for policy makers provide a conceptual outline for green growth in the developing country context providing a rationale for green growth and examining the concerns held by some developing countries about the green growth agenda informed by a series of consultations.	pdf	green
1247	1	of course green economy has not been without its critics.	pdf	green
1248	1	of the following policy options environmental fiscal reform the toolkit includes summariespublic environmental expenditure reviews sustainable public procurement strategic environmental assessments social protection instruments payments for ecosystem services certification for sustainable production green innovation and industrial policies project level impact assessment integrated water resources management and green accounting.	pdf	green
