text	convention	data_provenance	confidence_value	confidence_level
whilst not a strong chapter it is significant as it is the first reference to green economy in the outcome document of a major un summit.	green	pdf	0	Not_from_Model
the chapter helps to frame the green economy concepts identifying a range of principles for applying the concept in a way that achieves sustainable development and contributes to poverty eradication.	green	pdf	0	Not_from_Model
importantly the document invites the un system in cooperation with relevant donors and international organisations to coordinate a number of green economy deliverables relating to tools best practices methodologies and platforms that can assist with green economy capacity building.	green	pdf	0	Not_from_Model
the paper outlines four different approaches or strands to green economy with slightly different modes of economic analysis the first approaches the question through the analysis of market failure and internalisation of externalities the second takes a systemic view of the economic structure and its impact on relevant aspects of sustainable development the third focuses on social goals e.g.	green	pdf	0	Not_from_Model
jobs and examines ancillary policies needed to reconcile social goals with other united nations. a guide to the green economy objectives and the fourth focuses on the macroeconomic framework and development strategy with the goal of identifying dynamic pathways towards sustainable development.	green	pdf	0	Not_from_Model
examples of existing programs and actors supporting each approach are also provided.	green	pdf	0	Not_from_Model
the paper concludes that green economy is an omnibus term like sustainable development itself which comprises a suite of economic instruments that could harness economic activity in support of one or more sustainable development goals.	green	pdf	0	Not_from_Model
the application of these instruments will require careful consideration of the social institutional and political context of the country.	green	pdf	0	Not_from_Model
the paper provides an overview of existing platforms and initiatives and proposes potential aims objectives governance arrangements and structural components for a green economy platform based on existing initiatives and best practice literature.	green	pdf	0	Not_from_Model
the executive summary of this paper is available online available on request.	green	pdf	0	Not_from_Model
a global green new deal edward barbier this report was commissioned by unep in response to the multiple global crises of fuel food and financial.	green	pdf	0	Not_from_Model
the report proposes a mix of policy actions that would stimulate economic recovery and at the same time improve the sustainability of the world economy.	green	pdf	0	Not_from_Model
the global green new deal ggnd calls on governments to allocate a significant share of stimulus funding to green sectors and sets out three objectives i economic recovery ii poverty eradication and iii reduced carbon emissions and ecosystem degradation and proposed a framework for green stimulus programs as well as supportive domestic and international policies.	green	pdf	0	Not_from_Model
all economies should consider removing water subsidies and other distortions adopting market based instruments or similar measures to enhance water management.	green	pdf	0	Not_from_Model
a global green new deal report prepared for the green economy initiative of unep.	green	pdf	0	Not_from_Model
a guidebook for iucn s thematic programme area on greening the world economy this guide is intended to offer an overview of available literature relating to the main topics covered by iucn s thematic programme area on greening the world economy tpa.	green	pdf	0	Not_from_Model
similar to the current guide it is a compilation of papers reports and articles that can be freely accessed on the internet.	green	pdf	0	Not_from_Model
it is not intended to serve as a complete bibliography of available literature but more as an overview of the different concepts and discourses that animate ongoing discussions on the topic of the green economy.	green	pdf	0	Not_from_Model
the guide begins with a brief summary of the theoretical framework for green economy with links to some relevant publications.	green	pdf	0	Not_from_Model
it then provides a summary of publications relating to macroeconomic policies financing conservation engaging the private sector and other areas of interest to biodiversity management.	green	pdf	0	Not_from_Model
overall it has limited duplication with the current guide and provides a useful complement for those seeking information on the framing of green economy in economic theory macroeconomic policies and earlier green economy reports and initiatives with a focus on biodiversity conservation.	green	pdf	0	Not_from_Model
a guidebook for iucn s thematic programme area on greening the world economy tpa.	green	pdf	0	Not_from_Model
principles for the green economy stakeholder forum this publication aims to develop a set of green economy principles based on some of the most prominent existing principles relating to sustainable development and the green economy from the existing literature.	green	pdf	0	Not_from_Model
fifteen principles are united nations. a guide to the green economy identified that represent a consolidation of existing international agreements and more radical and forward thinking proposals cutting across the stockholm declaration the rio declaration the johannesburg declaration the earth charter the one planet living principles the green economy coalition the tuc just transition principles and the new economics foundation.	green	pdf	0	Not_from_Model
principles for the green economy a collection of principles for the green economy in the context of sustainable development and poverty eradication.	green	pdf	0	Not_from_Model
the principles of a green fair and inclusive economy green economy coalition this brief publication was prepared as an input into the un conference on sustainable development by the green economy coalition a global network of organisations committed to accelerating the transition to a new green inclusive economy.	green	pdf	0	Not_from_Model
it sets out nine principles for a green fair and inclusive economy that provides a better quality of life for all within the ecological limits of the planet.	green	pdf	0	Not_from_Model
the principles are the result of five months of consultations with people and organisations around the world.	green	pdf	0	Not_from_Model
the principles are the sustainable principle the justice principle the dignity principle the healthy planet principle the inclusion principle the good governance and accountability principle the resilience principle the efficiency and sufficiency principle and the generations principle.	green	pdf	0	Not_from_Model
principles for a green fair and inclusive economy  may. the green economy pocketbook green economy coalition this publication was prepared as an input into the un conference on sustainable development by the green economy coalition.	green	pdf	0	Not_from_Model
it sets out the coalition s vision for change drawing lessons from their series of national dialogues in developing and developed countries and from across the coalition s diverse membership.	green	pdf	0	Not_from_Model
the pocketbook describes examples stories and glimpses of a transition that is already underway.	green	pdf	0	Not_from_Model
quoting the coalition the publication is the most succinct but comprehensive understanding of a green economy drawn from a global and multi stakeholder perspective.	green	pdf	0	Not_from_Model
it connects the dots between the many different actions going on at all levels civil society government finance business to show how it is possible to transform our economies so that they work for people and planet.	green	pdf	0	Not_from_Model
the green economy pocketbook the case for action.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy international chamber of commerce green economy roadmap and ten conditions for a transition toward a green economy these publications by the international chamber of commerce icc set out the icc s proposed roadmap for the green economy based on conditions that are needed to drive growth in a resource constrained world with strong demographic growth.	green	pdf	0	Not_from_Model
the icc represents hundreds of thousands of companies in over countries.	green	pdf	0	Not_from_Model
some of the key conditions are social environmental and economic innovation a green economy is one that is embedded in global markets and balance sheets and which drives innovation in private and public finance.	green	pdf	0	Not_from_Model
collaboration between all sectors of society business and government.	green	pdf	0	Not_from_Model
integrated governance intra policy and intra industry coordination and governance at all levels.	green	pdf	0	Not_from_Model
policies that advance economic growth while enhancing environmental protection and social progress and that are consistent with international trade rules provide access to finance promote technology transfer strengthen capacity and reduces inequality.	green	pdf	0	Not_from_Model
balancing short and long term strategies a green economy needs to reconcile the need for short and medium term pressures profits with longer term shared value.	green	pdf	0	Not_from_Model
multilateral approaches across countries and sectors are indispensable in today s globally connected world.	green	pdf	0	Not_from_Model
the icc defines the green economy as an economy in which economic growth and environmental responsibility work together in a mutually reinforcing fashion while supporting progress on social development.	green	pdf	0	Not_from_Model
green economy roadmap icc.	green	pdf	0	Not_from_Model
international chamber of commerce ten conditions for a transition toward a green economy  icc.b.	green	pdf	0	Not_from_Model
national strategies following is a summary of recent green economy national strategies and similar documents available online.	green	pdf	0	Not_from_Model
green economy scoping study synthesis report barbados unep uwi government of barbados this synthesis report focused on five key sectors agriculture fisheries building transportation and tourism in barbados to scope the transition to a green economy on the island.	green	pdf	0	Not_from_Model
in particular the study united nations. a guide to the green economy focuses on the applicability of the accepted unep definition of green economy to small islands developing states of which barbados is one.	green	pdf	0	Not_from_Model
barbados is vulnerable to both fluctuations in the price of its imported fossil fuels and at risk from the destruction of its marine and coastal ecosystems from climate change therefore the report states that the pursuit of a greener path to economic development is highly attractive to the country.	green	pdf	0	Not_from_Model
the document continues to explore options for greening the five areas of focus by looking at strengths challenges and investment gaps measures and potential returns on investment.	green	pdf	0	Not_from_Model
the report concludes by analysing the enabling conditions of a transition to the green economy which include finance development access and technology trade tariffs and investment taxation incentives and fiscal reform education training and capacity enhancement standards and regulation government procurement governance and institutions information data analysis and communication.	green	pdf	0	Not_from_Model
green economy scoping study synthesis report barbados.	green	pdf	0	Not_from_Model
green economy accord south africa the south african government signed a green economy accord in november and this document sets out the text of the accord.	green	pdf	0	Not_from_Model
it focuses primarily on job creation and the key messages are oppto benefit from new prospects for economic activity from climate change innovation drawn from technology research and manufacturing responsibility of government to create an enabling environment and partnership of all constituencies and citizens to achieve the goals of the green economy.	green	pdf	0	Not_from_Model
ortunity the accord falls short of attempting to define the green economy but it does go some way to exploring what will be needed to make the transition.	green	pdf	0	Not_from_Model
inclusivity is another focal point the accord talks about the green economy providing an entry point for broad based black economic empowerment addressing the needs of women and youth entrepreneurs and offering opportunities for enterprises in the social economy.	green	pdf	0	Not_from_Model
the climate resilient green economic strategy for ethiopia demonstrates the commitment of ethiopia to bypass the conventional approach to economic development and create a green economy where economic development goals are met in a sustainable way.	green	pdf	0	Not_from_Model
ethiopia s climate resilient green economy.	green	pdf	0	Not_from_Model
enabling the transition to a green economy government and business working together hm government uk this strategy document proposes means by which the government and business in the uk can work together to catalyse the transition to the green economy.	green	pdf	0	Not_from_Model
it explains the potential benefits that the green economy will bring to the uk including mitigating risks from increasing and fluctuating fossil fuel prices and climate change impacts and seizing the opportunities from new and emerging markets both nationally and internationally.	green	pdf	0	Not_from_Model
the uk government propose a four point vision for what a green economy looks like in the uk.	green	pdf	0	Not_from_Model
the green economy will grow sustainably and for the long term.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy growth and wealth will be generated whilst emissions and other environmental impacts are reduced.	green	pdf	0	Not_from_Model
use natural resources efficiently.	green	pdf	0	Not_from_Model
demand management will be operational and energy efficiency measures will be implemented in homes offices and businesses across the country.	green	pdf	0	Not_from_Model
the uk will be less reliant on fossil fuels whilst maintaining secure supplies of energy and other natural resources.	green	pdf	0	Not_from_Model
exploit comparative advantages.	green	pdf	0	Not_from_Model
the uk will be well placed to take advantage of the expanding market for green goods and services.	green	pdf	0	Not_from_Model
the strategy documents what the uk government is doing to ease the transition which include promotion of international action regulation financial incentives voluntary agreements fiscal measures public sector procurement provision of information and targeted work to unblock non financial barriers to the deployment of clean energy technologies.	green	pdf	0	Not_from_Model
the report concludes with a section on how uk businesses can work with the government to benefit from the transition to the new global green economy.	green	pdf	0	Not_from_Model
enabling the transition to a green economy government and business working together.	green	pdf	0	Not_from_Model
towards a green economy in jordan unep this report investigates the current levels of investment in green economic initiatives and infrastructure in jordan.	green	pdf	0	Not_from_Model
the report also defines the economic social and environmental challenges faced by jordan and identifies the sectors that present the greatest opportunities for further investment to drive the transition to a green economy.	green	pdf	0	Not_from_Model
the report identifies sectors that include energy water transport waste management agriculture and tourism.	green	pdf	0	Not_from_Model
towards a green economy in jordan.	green	pdf	0	Not_from_Model
environments of the poor in the context of climate change and the green economy government of nepal this report explores the environmental issues experienced by the poor in nepal and identifies links to resource constraints faced in their everyday lives.	green	pdf	0	Not_from_Model
with this consideration the government held a national workshop with experts and academics to discuss specific research and policy in the context of climate change and the green economy.	green	pdf	0	Not_from_Model
in united nations. a guide to the green economy particular they aimed to identify what is needed to protect natural resources whilst improving the livelihood of the rural poor.	green	pdf	0	Not_from_Model
the document reports on each of the papers.	green	pdf	0	Not_from_Model
environments of the poor in the context of climate change and the green economy.	green	pdf	0	Not_from_Model
national sustainable development strategy towards a green fair economy republic francaise the national sustainable development strategy puts forward france s approach to developing a green economy.	green	pdf	0	Not_from_Model
the strategy proposes a framework for organisations in both the public and private sectors to help develop sustainable projects and initiatives around a series of strategic indicators that were agreed upon by wide consensus.	green	pdf	0	Not_from_Model
in alignment with european commitments the strategy identifies nine strategic challenges which must be tackled in the move towards a green and equitable economy.	green	pdf	0	Not_from_Model
download here united nations. a guide to the green economy citation republic francaise.	green	pdf	0	Not_from_Model
national sustainable development strategy towards a green fair economy.	green	pdf	0	Not_from_Model
the publication recognises that small islands are microcosms that exhibit characteristics of the earth but on a much smaller scale and can be used as examples for leaders in larger cities nations or regions.	green	pdf	0	Not_from_Model
several areas which present challenges for small island developing states are explored in the context of sustainable development which are energy resources and technologies  water resources  education and jobs  transport  agriculture fisheries and food security  ecotourism  and environmental sustainability.	green	pdf	0	Not_from_Model
in conclusion the study provides the first steps that the two island economies need to take in order to achieve the green economy and enhance the wellbeing of the inhabitants.	green	pdf	0	Not_from_Model
road map on building a green economy for sustainable development in carriacou and petite martinique grenada.	green	pdf	0	Not_from_Model
a green economy for canada canadian institute for environmental law and policy the green economy for canada publication presents the results of a national research study that aimed to seek the perspectives of canadian stakeholders on their perspectives on how the green economy should be structured and what it would mean for canadians.	green	pdf	0	Not_from_Model
the report explores how canadians and the institutions they work for define the green economy and its associated concepts what potential gains exist for regular canadians successes best practice and lessons learned challenges and opportunities presented by the transition and the role of government and stakeholders.	green	pdf	0	Not_from_Model
in general the canadians involved in the study believe that canada has much to gain from the transition to a green economy and would have much to lose if the country was to ignore what is already a global transition in progress.	green	pdf	0	Not_from_Model
the next steps identified by stakeholders include united nations. a guide to the green economy. a call for federal leadership. advance a strong national dialogue and development of a shared vision. establish clear price signals and invest in technology r d and green business. federal leadership on the international stage.	green	pdf	0	Not_from_Model
a green economy for canada.	green	pdf	0	Not_from_Model
roadmap for a green economy in the heart of borneo a scoping study wwf pwc this report authored by wwf and pwc provides a roadmap for a green economy in borneo south east asia that will help to achieve the commitments made in the heart of borneo hob declaration signed by the indonesian malaysian and brunei governments in to conserve and sustainably manage the biodiversity ecosystems and natural resources of borneo.	green	pdf	0	Not_from_Model
the roadmap identifies the policies already in place in the region that contribute to a green economy such as payments for ecosystem services renewable energy incentives i.e.	green	pdf	0	Not_from_Model
and public private conservation programmes in brunei.	green	pdf	0	Not_from_Model
the roadmap then provides recommendations for further development of the green economy.	green	pdf	0	Not_from_Model
roadmap for a green economy in the heart of borneo.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy the global green economy index an analytic tool measuring national green reputations and performance dual citizen this report provides an overview of the analysis of the global green economy index ggei which is a comprehensive analytic tool offering stakeholders in the green economy a robust system to track analyse and improve upon both the perceptions and performance of national green economies.	green	pdf	0	Not_from_Model
the ggei measures perceptions of green reputations of countries as judged by hundreds of expert practitioners and benchmarks these against a green economy performance index.	green	pdf	0	Not_from_Model
the countries selected represent over of the international green economy.	green	pdf	0	Not_from_Model
the top ten national performers for were new zealand denmark germany norway iceland sweden brazil canada finland and the united kingdom.	green	pdf	0	Not_from_Model
the global green economy index an analytic tool measuring national green reputations and performance.	green	pdf	0	Not_from_Model
. green growth the concept of green growth has its origins in the asia and pacific region.	green	pdf	0	Not_from_Model
at the fifth ministerial conference on environment and development mced held in march in seoul  governments and other stakeholders from asia and the pacific agreed to move beyond the sustainable development rhetoric and pursue a path of green growth.	green	pdf	0	Not_from_Model
to do so they adopted a ministerial declaration the seoul initiative network on green growth and a regional implementation plan for sustainable development unescap .	green	pdf	0	Not_from_Model
this commenced a broader vision of green growth as a regional initiative of unescap where it is viewed as a key strategy for achieving sustainable development as well as the millennium development goals in particular and relating to poverty reduction and environmental sustainability unescap .	green	pdf	0	Not_from_Model
the green growth approach adopted by the mced sought to harmonize economic growth with environmental sustainability while improving the eco efficiency of economic growth and enhancing the synergies between environment and economy.	green	pdf	0	Not_from_Model
as with green economy green growth attracted significant attention as a way out of today s economic doldrums in the aftermath of the financial crisis green growth leaders .	green	pdf	0	Not_from_Model
in  partly in response to the global financial crisis the republic of korea rok adopted low carbon green growth as the country s new development vision which was followed shortly after by the release in of their national strategy for green growth and five year plan for green growth which were accompanied by the enactment of a framework act on low carbon green growth.	green	pdf	0	Not_from_Model
the rok has since been instrumental in promoting the concept more broadly including through the oecd.	green	pdf	0	Not_from_Model
in april  the association of southeast asian nations asean summit in hanoi adopted the asean leaders statement on sustained recovery and development which highlighted the leaders determination to promote green growth including investments in long term environmental sustainability and sustainable use of natural resources in order to diversify and ensure economic resilience.	green	pdf	0	Not_from_Model
in may  at its sixty sixth session unescap countries adopted the incheon declaration on green growth in which members expressed their intent to strengthen efforts to pursue green growth strategies as part of their response to the current crisis and beyond.	green	pdf	0	Not_from_Model
later that year support to pursue green growth was also stated in the th mced declaration in astana in october unescap .	green	pdf	0	Not_from_Model
the main focus of green growth in this context was for developing countries in asia and the pacific region to harmonise economic growth with environmental sustainability while improving the eco efficiency of economic growth and enhancing the synergy between environment and economy.	green	pdf	0	Not_from_Model
in june  the rok was instrumental in the establishment of the global green growth institute gggi as a non profit foundation which was elevated to a new international organization at the rio conference in june.	green	pdf	0	Not_from_Model
the gggi is dedicated to diffusing green growth as a new model of economic growth targeting poverty reduction job creation social inclusion and environmental sustainability climate change mitigation biodiversity loss and security of access to clean energy and water.	green	pdf	0	Not_from_Model
the board of the gggi reflects a who s who of economic thinkers including nicholas stern and jeffrey sachs and its placement in rok reflects a broader regional interest led by unescap in helping the asia and pacific region to leapfrog over the industrialization patterns of the developed world and avoid the trap of growing first cleaning up later atkisson .	green	pdf	0	Not_from_Model
in november  at the g seoul summit leaders also recognized green growth as an inherent part of sustainable development which could enable countries to leapfrog old technologies in many sectors.	green	pdf	0	Not_from_Model
they agreed to take steps to create enabling environments for the development of energy efficiency and clean energy technologies.	green	pdf	0	Not_from_Model
this was also clearly evident in the response of g countries to the global financial crisis and recession of  where some governments adopted expansionary policies that incorporated a green fiscal component barbier .	green	pdf	0	Not_from_Model
in fact almost the entire global green stimulus was made by g countries with measures including support for renewable energy carbon capture and sequestration energy efficiency public transport and rail improving electrical grid transmission as well as other public investments and incentives aimed at environmental protection.	green	pdf	0	Not_from_Model
of the us. trillion allocated worldwide to fiscal stimulus over  us billion around was devoted to green expenditures or tax breaks robins clover and saravanan .	green	pdf	0	Not_from_Model
in  the mexican presidency of the g introduced inclusive green growth as a cross cutting priority on the g development agenda.	green	pdf	0	Not_from_Model
 the strategy towards green growth was launched at the oecd ministerial council meeting in may. it includes a suite of publications including a policy toolkit and indicators see http www.oecd.org document  en   .html united nations. a guide to the green economy a number of other international organisations think tanks and academics have also turned their attention to green growth including the world bank and the green growth leaders.	green	pdf	0	Not_from_Model
in february  the world bank along with unep oecd and the gggi launched a new international knowledge sharing platform in mexico the green growth knowledge platform ggkp bringing together under the same roof the major international organizations supporting and promoting both green growth and green economy.	green	pdf	0	Not_from_Model
the ggkp aims to enhance and expand efforts to identify and address major knowledge gaps in green growth theory and practice and to help countries design and implement policies to move towards a green economy.	green	pdf	0	Not_from_Model
at least separate definitions for green growth were identified in recent publications see appendix.	green	pdf	0	Not_from_Model
this includes definitions by key international actors involved in green growth work unescap growth that emphasizes environmentally sustainable economic progress to foster low carbon socially inclusive development.	green	pdf	0	Not_from_Model
oecd fostering economic growth and development while ensuring that natural assets continue to provide the resources and environmental services on which our well being relies.	green	pdf	0	Not_from_Model
world bank growth that is efficient in its use of natural resources clean in that it minimizes pollution and environmental impacts and resilient in that it accounts for natural hazards and the role of environmental management and natural capital in preventing physical disasters.	green	pdf	0	Not_from_Model
gggi green growth is the new revolutionary development paradigm that sustains economic growth while at the same time ensuring climatic and environmental sustainability.	green	pdf	0	Not_from_Model
it focuses on addressing the root causes of these challenges while ensuring the creation of the necessary channels for resource distribution and access to basic commodities for the impoverished.	green	pdf	0	Not_from_Model
publications following is a summary of recent green growth publications available online.	green	pdf	0	Not_from_Model
towards green growth oecd the towards green growth report by the oecd introduces the organisation s green growth strategy that provides a framework for how countries can achieve economic growth and development while at the same time combating climate change and preventing costly environmental degradation and the inefficient use of resources.	green	pdf	0	Not_from_Model
the strategy comprises a number of reports including towards green growth towards green growth monitoring progress oecd indiand tools for delivering green growth.	green	pdf	0	Not_from_Model
cators the strategy provides a lens for re examining the current economic growth paradigm whilst at the same time offering an actionable policy framework for policy makers in advanced emerging and developing economies.	green	pdf	0	Not_from_Model
the oecd states that a return to the business as usual approach as the world economy emerges from the financial crisis would be unwise and indeed unsustainable and would impose human costs and eventually constraints on economic growth and development.	green	pdf	0	Not_from_Model
 in may  the world bank released its flagship report in advance of the rio conference entitled inclusive green growth the pathway to sustainable development.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy in summary the strategy states the reasons why a green growth strategy is critical then provides a framework for green growth and continues with options for promotion of the transition.	green	pdf	0	Not_from_Model
similarly to the unep green economy report the oecd strategy presents options for measuring progress against green growth and begins to explore delivery mechanisms.	green	pdf	0	Not_from_Model
according to the oecd green growth means fostering economic growth and development while ensuring that natural assets continue to provide the resources and environmental services on which our well being relies.	green	pdf	0	Not_from_Model
fostering innovation for green growth oecd this publication on fostering innovation for green growth forms part of the oecd s green growth studies and addresses the role of innovation in green growth strategies.	green	pdf	0	Not_from_Model
the report begins by stating that innovation will be an important part of the transition to green growth economies and without it it will be very difficult and costly to achieve greener economies.	green	pdf	0	Not_from_Model
the concept of decoupling economic growth from natural resource depletion is discussed and how innovation in developing new business models as well as in technological processes will be crucial.	green	pdf	0	Not_from_Model
the publication identifies a series of policy actions governments can take that will help to drive innovation and overcome market failures.	green	pdf	0	Not_from_Model
these are support for private investment in innovation notably r d and the commercialisation of green economies.	green	pdf	0	Not_from_Model
support for general purpose technologies fostering the growth of new entrepreneurial firms facilitating the transition to green growth in small and medium sized enterprises the report also details market based policy innovations to help the take up of green innovations in the market place.	green	pdf	0	Not_from_Model
these include fostering diffusion of green innovation within and across countries by exploring new knowledge avenues and technologies strengthening markets for green innovation and changing consumer behaviour.	green	pdf	0	Not_from_Model
fostering innovation for green growth.	green	pdf	0	Not_from_Model
oecd publishing united nations. a guide to the green economy green growth and developing countries consultation draft oecd this report and the accompanying summary for policy makers provide a conceptual outline for green growth in the developing country context providing a rationale for green growth and examining the concerns held by some developing countries about the green growth agenda informed by a series of consultations.	green	pdf	0	Not_from_Model
the report discusses the economic environmental and social objectives that green growth can help developing countries to achieve and review economic growth and environmental trends over recent years and speculates on how economic and social trends will evolve in the years to come.	green	pdf	0	Not_from_Model
based on this evidence country clusters are established for analysis of countries which may apply similar approaches to foster green growth.	green	pdf	0	Not_from_Model
relevant national frameworks and a range of policy instruments national and local public and private are articulated and detail of how they can be supported by the international community through existing mechanisms and policy coherence for development will be set out.	green	pdf	0	Not_from_Model
importantly the report articulates six national enabling conditions for green growth four green growth mainstreaming mechanisms and eight green growth policy instruments.	green	pdf	0	Not_from_Model
green growth and developing countries consultation draft oecd publishing.	green	pdf	0	Not_from_Model
green growth and developing countries a summary for policy makers oecd publishing.	green	pdf	0	Not_from_Model
inclusive green growth for the future we want oecd this report provides a concise summary of green growth and the work of the oecd in this area that was prepared as a contribution to rio. the report briefly defines green growth and how it can deliver sustainable development as well as some key principles for guiding green growth policies.	green	pdf	0	Not_from_Model
the report also details how the work programs of the oecd are contributing to international green growth work including its efforts to support countries in the design and implemenstrategies for greener and more inclusive growth.	green	pdf	0	Not_from_Model
tation of the report indicates that the elements of successful green growth strategies are making pollution more costly reforming environmentally harmful subsidies innovation and green technology development and diffusion skills development and labour market policies leveraging private investment for green infrastructure technologies and greening consumer behaviour.	green	pdf	0	Not_from_Model
download here united nations. a guide to the green economy citation oecd.	green	pdf	0	Not_from_Model
inclusive green growth for the future we want oecd work of relevance to rio  oecd publishing.	green	pdf	0	Not_from_Model
greening development enhancing capacity for environmental management and goverance oecd this report outlines a number of steps to be considered when building capacity for greening national development planning national budgetary processes and key economic sector strategies.	green	pdf	0	Not_from_Model
it identifies the key actors to be engaged in the decision making processes outlines possible capacity needs and suggests how these can be addressed.	green	pdf	0	Not_from_Model
it is intended to support developing countries in their efforts to move to a greener development path.	green	pdf	0	Not_from_Model
it is also intended to assist development co operation and environment agencies in their efforts to support that process.	green	pdf	0	Not_from_Model
effective environmental management requires a broad range of skills and knowledge among individuals and organisations and an enabling environment that supports this process e.g.	green	pdf	0	Not_from_Model
international regimes national policies rule of law accountability and transparency.	green	pdf	0	Not_from_Model
within this framework some specific interventions for greening development include use multi year development planning processes develop key actors technical skills encourage the participation of non government actors build functional and technical skills and plan and target efforts carefully.	green	pdf	0	Not_from_Model
greening development enhancing capacity for environmental management and governance oecd publishing.	green	pdf	0	Not_from_Model
green growth that is inclusive can help to implement social and sustainable development goals.	green	pdf	0	Not_from_Model
the report provides a toolkit of policy options that are available for countries to draw upon when designing a green growth strategy reforms of the structure of taxes and charges with a view to pricing negative environmental externalities.	green	pdf	0	Not_from_Model
reforms that improve the working of product markets.	green	pdf	0	Not_from_Model
other policies such as regulations and standards and other approaches to address information failures measurement issues and behavioural biases.	green	pdf	0	Not_from_Model
innovation policies and trade and international investment policies.	green	pdf	0	Not_from_Model
conditions for assuring the right policy framework for greening infrastructure provision.	green	pdf	0	Not_from_Model
broader social policies to better harness synergies and minimise tradeoffs.	green	pdf	0	Not_from_Model
incorporating green growth and sustainable development policies into structural reform agendas a report by the oecd the world bank and the united nations prepared for the g summit los cabos  june  oecd publishing.	green	pdf	0	Not_from_Model
resilient people resilient planet sg s high level panel on global sustainability this report was prepared by the un secretary general s high level panel on global sustainability as an input to the un conference on sustainable development rio.	green	pdf	0	Not_from_Model
the member panel established by the secretary general in august to formulate a new blueprint for sustainable development and low carbon prosperity was co chaired by finnish president tarja halonen and south african president jacob zuma.	green	pdf	0	Not_from_Model
the panel s final report contains recommendations to put sustainable development into practice and to mainstream it into economic policy as quickly as possible.	green	pdf	0	Not_from_Model
whilst not specifically targeting green growth the report does include a section on moving towards a sustainable economy in which it outlines policy actions to shift towards green growth including incorporating social and environmental costs in regulating and pricing of goods and services as well as addressing market failures.	green	pdf	0	Not_from_Model
creating an incentive road map that increasingly values long term sustainable development in investment and financial transactions.	green	pdf	0	Not_from_Model
increasing finance for sustainable development including public and private funding and partnerships to mobilize large volumes of new financing.	green	pdf	0	Not_from_Model
expanding how we measure progress in sustainable development by creating a sustainable development index or set of indicators.	green	pdf	0	Not_from_Model
resilient people resilient planet a future worth choosing.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy from growth to green growth a framework world bank this publication produced by the world bank as part of their policy research working papers  aims to provide a contribution to discussions on green growth around the world.	green	pdf	0	Not_from_Model
the paper defines green growth as about making growth processes resource efficient cleaner and more resilient without necessarily slowing them.	green	pdf	0	Not_from_Model
the paper aims to clarify the concept of green growth by a proposing that we need to focus on what needs to happen over the next  years to remove the world from patterns that would be complex and expensive to modify and b reconciling the short and long term by offsetting short term costs and maximising synergies and economic co benefits.	green	pdf	0	Not_from_Model
the paper then puts forward an analytical framework through which green policies can contribute to economic growth.	green	pdf	0	Not_from_Model
it concludes with proposing policies that can be implemented to capture these co benefits and environmental benefits.	green	pdf	0	Not_from_Model
these include price based policies norms and regulations public production and direct investment information creation and dissemination education and moral suasion or industrial and innovation policies.	green	pdf	0	Not_from_Model
from growth to green growth a framework.	green	pdf	0	Not_from_Model
inclusive green growth the pathway to sustainable development world bank in this publication the world bank indicates that inclusive green growth is the pathway to sustainable development.	green	pdf	0	Not_from_Model
the report begins by stating that although economic growth has lifted more than million people out of poverty over the past years it has often come at the expense of the environment.	green	pdf	0	Not_from_Model
long term sustainability of growth and progress on social welfare are threatened by inefficient and wasteful use of the earth s natural capital resources without adequate reinvestment of other forms of wealth or sufficient reckoning of the true social costs.	green	pdf	0	Not_from_Model
the report maintains that this can be blamed on market policy and institutional failures.	green	pdf	0	Not_from_Model
inclusivity is at the heart of the concept the report states that there are still many people who have been excluded from the benefits of economic growth.	green	pdf	0	Not_from_Model
. billion still do not have access to electricity. billion do not have access to sanitation and million lack access to clean drinking water.	green	pdf	0	Not_from_Model
similarly to the danish group s report on the equitable green economy the world bank states that we cannot assume that green growth will be inclusive and equitable.	green	pdf	0	Not_from_Model
green growth policies must be developed to ensure maximised benefits and minimised costs to the poor and most vulnerable and policies and actions with irreversible negative impacts must be avoided.	green	pdf	0	Not_from_Model
the report also calls for better measures to monitor economic performance and mentions comprehensive wealth  which includes natural capital as an example.	green	pdf	0	Not_from_Model
the five key messages united nations. a guide to the green economy from the report are greening growth is necessary efficient and affordable obstacles to greening growth are political and behavioural inertia and a lack of financing instruments green growth should look at what needs to be done in the next  years the way forward requires a blend of economics political science and social psychology and there is no single green growth model.	green	pdf	0	Not_from_Model
inclusive green growth the pathway to sustainable development.	green	pdf	0	Not_from_Model
shaping the green growth economy green growth leaders this publication by green growth leaders commences by saying that the concept of green growth has enormous potential in changing the mindsets of governments and businesses around the world from fearing that acting on climate change would bring about rising costs and reducing growth to realising that green growth can create foundations for economic prosperity.	green	pdf	0	Not_from_Model
the authors reason that this is why green growth has become especially attractive to policy makers in the wake of the financial crisis.	green	pdf	0	Not_from_Model
the report asserts that sustained green growth will require both a fundamental change in the energy system itself and a policy framework that allows the private sector to discover and capture the gains that transformation can provide to the entire economy.	green	pdf	0	Not_from_Model
