text	confidence_value	confidence_level	data_provenance
Based on previous findings regarding the flexibility of robotic sheets, the proposed system could manually move a target liquid, such as water.	0.03558018058538437	Medium	Semantic Scholar
In this letter, the authors elucidate the feasibility of the automatic manipulation and behavior of the target liquid during manipulation.	0.02236306108534336	Medium	Semantic Scholar
The authors also quantify liquid mixing and explain the effect of the oscillation characteristics on the result.	0.01312796026468277	Medium	Semantic Scholar
We present locally optimal risk-sensitive and cost-cumulant solutions for settings with nonlinear dynamics, multiple additive uncertainty sources, and nonquadratic costs.	0.02601887844502926	Medium	Semantic Scholar
The influence of each uncertainty source on the cost can be individually parameterized offering additional flexibility in the control design.	0.020581748336553574	Medium	Semantic Scholar
The simulations of several linear and nonlinear settings with nonquadratic costs and an experiment on a real robotic platform validate our approach and illustrate its peculiarities.	0.02381095476448536	Medium	Semantic Scholar
Value iteration approaches have proven an outstanding flexibility, while maintaining high data efficiency when combined with probabilistic models to eliminate model bias.	0.007412680424749851	Medium	Semantic Scholar
However, a major difficulty for these methods is that the state and action spaces must typically be discretized and often the value function update is analytically intractable.	0.023066923022270203	Medium	Semantic Scholar
It can handle continuous state and action spaces and noisy measurements of the system dynamics while learning globally optimal control from scratch.	0.0167454332113266	Medium	Semantic Scholar
Model-free reinforcement learning and nonlinear model predictive control are two different approaches for controlling a dynamic system in an optimal way according to a prescribed cost function.	0.024073313921689987	Medium	Semantic Scholar
Reinforcement learning acquires a control policy through exploratory interaction with the system, while nonlinear model predictive control exploits an explicitly given mathematical model of the system.	0.031403567641973495	Medium	Semantic Scholar
The comparison is based on two different criteria, namely the similarity of trajectories and the resulting rewards.	0.025647496804594994	Medium	Semantic Scholar
The evaluation of both methods is performed on a standard benchmark problem: a cart-pendulum swing-up and balance task.	0.007599782198667526	Medium	Semantic Scholar
We first find suitable mathematical formulations and discuss the effect of the differences in the problem formulations.	0.02215610444545746	Medium	Semantic Scholar
The results demonstrate that nonlinear model predictive control has advantages over reinforcement learning if uncertainties can be eliminated through identification of the system parameters.	0.00856996700167656	Medium	Semantic Scholar
Otherwise, there exists a break-even point after which model-free reinforcement learning performs better than nonlinear model predictive control with an inaccurate model.	0.014166370965540409	Medium	Semantic Scholar
These findings suggest that benefits can be obtained by combining these methods for real systems being subject to such uncertainties.	0.021521056070923805	Medium	Semantic Scholar
In the future, we plan to develop a hybrid controller and evaluate its performance on a real seven-degree-of-freedom walking robot.	0.02526554837822914	Medium	Semantic Scholar
We present a three-dimensional (3-D) -printable thermoactive scale jamming interface as a new way to control a continuum manipulator dexterity by taking inspiration from the helical arrangement of fish scales.	0.021234683692455292	Medium	Semantic Scholar
A highly articulated helical interface is 3-D-printed with thermoactive functionally graded joints using a conventional 3-D printing device that utilizes UV curable acrylic plastic and hydroxylated wax as the primary and supporting material.	0.011344961822032928	Medium	Semantic Scholar
The joint compliance is controlled by regulating wax temperature in phase transition.	0.012466032058000565	Medium	Semantic Scholar
Preliminary results for passive shape adaptation, geometrical disturbance rejection, and task space anisotropic stiffness control are reported by integrating the interface on a continuum manipulator.	0.022519873455166817	Medium	Semantic Scholar
The combination of these works allows our algorithm to be robust even under extreme poses, where the user ’ s face is no longer visible on the image.	0.010557749308645725	Medium	Semantic Scholar
Such problems arise naturally when considering, e.g., the navigation of an underwater robot amidst ocean currents or the navigation of an aerial vehicle in wind.	0.007436692249029875	Medium	Semantic Scholar
We validate our framework in a marine robotics navigation setting using spatiotemporal ocean data and show that it outperforms prior efforts.	0.012251622974872589	Medium	Semantic Scholar
Most existing approaches (e.g., LASSO regression, dynamic query expansion, and burst detection) address some, but not all, of these challenges.	0.014108385890722275	Medium	Semantic Scholar
Here, we propose a novel multi-task learning framework that aims to concurrently address all the challenges involved.	0.019039835780858994	Medium	Semantic Scholar
Specifically, given a collection of locations (e.g., cities), forecasting models are built for all the locations simultaneously by extracting and utilizing appropriate shared information that effectively increases the sample size for each location, thus improving the forecasting performance.	0.030289527028799057	Medium	Semantic Scholar
The new model combines both static features derived from a predefined vocabulary by domain experts and dynamic features generated from dynamic query expansion in a multi-task feature learning framework.	0.026464300230145454	Medium	Semantic Scholar
Different strategies to balance homogeneity and diversity between static and dynamic terms are also investigated.	0.012386415153741837	Medium	Semantic Scholar
And, efficient algorithms based on Iterative Group Hard Thresholding are developed to achieve efficient and effective model training and prediction.	0.007687549572438002	Medium	Semantic Scholar
As the 2016 Cybathlon illustrated, however, the community has a considerable way to go before exoskeletons have the necessary capabilities to be incorporated into daily life.	0.016429239884018898	Medium	Semantic Scholar
We designed our gaits to incorporate powered ankle plantar flexion to help improve mobility, which allowed our pilot to navigate the given Cybathlon tasks quickly, including those that required ascending movements, and reliably achieve average, conservative walking speeds of 1.04 km/h (0.29 m/s).	0.018746381625533104	Medium	Semantic Scholar
This work proposes a robust visual odometry method for structured environments that combines point features with line and plane segments, extracted through an RGB-D camera.	0.026868119835853577	Medium	Semantic Scholar
Noisy depth maps are processed by a probabilistic depth fusion framework based on Mixtures of Gaussians to denoise and derive the depth uncertainty, which is then propagated throughout the visual odometry pipeline.	0.029500015079975128	Medium	Semantic Scholar
Probabilistic 3D plane and line fitting solutions are used to model the uncertainties of the feature parameters and pose is estimated by combining the three types of primitives based on their uncertainties.	0.018013184890151024	Medium	Semantic Scholar
A novel quality model is introduced that considers dynamic features of sensors to select and compose Sensor-Cloud services.	0.012806026265025139	Medium	Semantic Scholar
The quality model defines Coverage as a Service which is formulated as a composition of crowdsourced Sensor-Cloud services.	0.01697617955505848	Medium	Semantic Scholar
The results of this comparison showed that our approach provides superior performance in terms of settling time, maximum overshoot and residual vibrations.	0.010177955962717533	Medium	Semantic Scholar
The design of the controller presented relies on a non-linear single-lumped mass dynamic model that describes the dynamics of a single link arm with only one significant vibrational mode.	0.01869327947497368	Medium	Semantic Scholar
The results of the paper are demonstrated with co-simulations with Matlab/Simulink and MSC ADAMS, and experimental validation.	0.01068705040961504	Medium	Semantic Scholar
Frequent subgraph mining is a core graph operation used in many domains, such as graph data management and knowledge exploration, bioinformatics, and security.	0.022657427936792374	Medium	Semantic Scholar
However, modern applications, such as social networks, utilize large evolving graphs.	0.010674252174794674	Medium	Semantic Scholar
To boost the efficiency, we propose an efficient index structure to maintain selected embeddings with minimal memory overhead.	0.01465156115591526	Medium	Semantic Scholar
Traditional laboratory measurements are currently limited by high operating costs and lack of portability.	0.019358649849891663	Medium	Semantic Scholar
The use of instrumented insoles capable of capturing kinematic and kinetic gait parameters as subjects perform out-of-the-lab dynamic activities is a promising approach to overcome these limitations.	0.028512751683592796	Medium	Semantic Scholar
Wearing the <italic> SportSole </italic>, nine able-bodied subjects completed a walking session followed by a running session, each consisting of 10 full laps along a 16-meter straight-line path.	0.012801572680473328	Medium	Semantic Scholar
Accuracy and precision of CoP trajectories and kinematic parameters were assessed using an electronic walkway as the reference system.	0.014331560581922531	Medium	Semantic Scholar
After calibration, mean deviations in the CoP were 0.61 <inline-formula> <tex-math notation="LaTeX"> $\pm $</tex-math> </inline-formula> 0.05 cm (RMSE <inline-formula> <tex-math notation="LaTeX"> $\pm $</tex-math> </inline-formula> SD) for walking and 0.72 <inline-formula> <tex-math notation="LaTeX"> $\pm $</tex-math> </inline-formula> 0.08 cm for running.	0.010086934082210064	Medium	Semantic Scholar
Deviations in stride length, stride time, and velocity were 1.66 <inline-formula> <tex-math notation="LaTeX"> $\pm $</tex-math> </inline-formula> 0.18 cm , 0.006 <inline-formula> <tex-math notation="LaTeX"> $\pm $</tex-math> </inline-formula> 0.003 s, and 1.65 <inline-formula> <tex-math notation="LaTeX"> $\pm $</tex-math> </inline-formula> 0.10 cm/s for walking , 1.91 <inline-formula> <tex-math notation="LaTeX"> $\pm $</tex-math> </inline-formula> 0.19 cm , 0.01 <inline-formula> <tex-math notation="LaTeX"> $\pm $</tex-math> </inline-formula> 0.03 s, and 2.67 <inline-formula> <tex-math notation="LaTeX"> $\pm $</tex-math> </inline-formula> 0.38 cm/s for running.	0.010637525469064713	Medium	Semantic Scholar
These promising results indicate that the proposed system has the potential to be used for out-of-the-lab gait analysis of walking and running.	0.028744328767061234	Medium	Semantic Scholar
Moreover, with batch-learners, it is unclear how to adapt the hash functions as the dataset continues to grow and new variations appear over time.	0.013386361300945282	Medium	Semantic Scholar
To handle these issues, we propose OSH: an Online Supervised Hashing technique that is based on Error Correcting Output Codes.	0.008152585476636887	Medium	Semantic Scholar
We consider a stochastic setting where the data arrives sequentially and our method learns and adapts its hashing functions in a discriminative manner.	0.01428749319165945	Medium	Semantic Scholar
Our method makes no assumption about the number of possible class labels, and accommodates new classes as they are presented in the incoming data stream.	0.018839603289961815	Medium	Semantic Scholar
In experiments with three image retrieval benchmarks, our method yields state-of-theart retrieval performance as measured in Mean Average Precision, while also being orders-of-magnitude faster than competing batch methods for supervised hashing.	0.022811388596892357	Medium	Semantic Scholar
To enable robots to perform human-level tasks flexibly in varying conditions, we need a mechanism that allows them to exchange knowledge between themselves for crowd-sourcing the knowledge gap problem.	0.010760689154267311	Medium	Semantic Scholar
We equipped openEASE with ontologies about the kitchen domain, execution logs of three robots operating in two different kitchens, and semantic descriptions of both environments.	0.03374975174665451	Medium	Semantic Scholar
Machine learning algorithms often suffer from good generalization in testing domains especially when the training (source) and test (target) domains do not have similar distributions.	0.013782461173832417	Medium	Semantic Scholar
In this paper, we focus on the non-homogeneous distributed target domains and propose a new latent subdomain discovery model to divide the target domain into subdomains while adapting them.	0.03170383721590042	Medium	Semantic Scholar
We call our proposed method Cluster-based Adaptive SVM or CA-SVM in short.	0.00941633339971304	Medium	Semantic Scholar
The experimental results show the advantage in accuracy rate for our approach in comparison to several baselines.	0.0073432051576673985	Medium	Semantic Scholar
First, a passive mechanical system that is equivalent to the CSPR is introduced to provide insight and facilitate the design of trajectories that can extend beyond the robot's static workspace.	0.017239835113286972	Medium	Semantic Scholar
The tilt-and-torsion angle convention is used to develop the mathematical model and impose restrictions for the rotational component of the trajectories.	0.016352249309420586	Medium	Semantic Scholar
The dynamic differential equations that govern the translational component of the trajectories are shown to become linear under some conditions.	0.010180799290537834	Medium	Semantic Scholar
This approach is used to produce pure translation trajectories and more complex motion that includes changes in position and orientation.	0.0076867928728461266	Medium	Semantic Scholar
An experimental implementation is also presented using a 6-DOF prototype and a supplementary video file is included to demonstrate the results.	0.013510815799236298	Medium	Semantic Scholar
If we want to spread a piece of new information and maximize the expected total amount of excitement, which seed users should we choose?	0.013874565251171589	Medium	Semantic Scholar
This problem indeed is substantially different from the renowned influence maximization problem and cannot be tackled using the existing approaches.	0.013386650942265987	Medium	Semantic Scholar
In this paper, motivated by the demand in a few interesting applications, we model the novel problem of activity maximization, and tackle the problem systematically.	0.00988788716495037	Medium	Semantic Scholar
We develop an upper bound and a lower bound that are submodular so that the Sandwich framework can be applied.	0.020110875368118286	Medium	Semantic Scholar
Soft pneumatic actuators enable robots to interact safely with complex environments, but often suffer from imprecise control and unpredictable dynamics.	0.012512875720858574	Medium	Semantic Scholar
We implement an adaptive controller chosen for its simplicity and efficiency, and study the ability of this controller to force different soft pneumatic actuators to behave uniformly under a variety of conditions.	0.031723637133836746	Medium	Semantic Scholar
Our experimental results indicate that soft actuators can follow unstructured continuous signals through the use of the proposed adaptive control approach.	0.02372286655008793	Medium	Semantic Scholar
Hand gestures commonly occur in daily dialogue interactions, and have important functions in communication.	0.007435931824147701	Medium	Semantic Scholar
We first analyzed a multimodal human–human dialogue data and found relations between the occurrence of hand gestures and dialogue act categories.	0.02234327234327793	Medium	Semantic Scholar
This report is on the design, control strategy, implementation, and performance evaluation of a novel leg–wheel transformable robot called TurboQuad, which can perform fast gait/mode coordination and transitions in wheeled mode, in legged trotting, and in legged walking while in motion.	0.03557072579860687	Medium	Semantic Scholar
Second, a bio-inspired control strategy was applied based on the central pattern generator and coupled oscillator networks, in which the gait/mode generation, coordination, and transitions can be integrally controlled.	0.008321383967995644	Medium	Semantic Scholar
The robot was empirically built and its performances in the described three gaits/modes as well as the transitions among them were experimentally evaluated and will be discussed in this paper.	0.02370412088930607	Medium	Semantic Scholar
( a) The processing of signals takes place in the flux-charge domain and is based on the time evolution of memristor charges.	0.03135767951607704	Medium	Semantic Scholar
The processing result is given by the constant asymptotic values of charges that are stored in the memristors acting as non-volatile memories in steady state.	0.008612099103629589	Medium	Semantic Scholar
This analogy makes it possible to use the bulk of results in the SCNN literature for designing memristor NNs to solve processing tasks in real time.	0.008846869692206383	Medium	Semantic Scholar
One advantage is that, when a steady state is reached, currents, voltages and hence power in a memristor NN vanish, whereas memristors keep in memory the processing result.	0.01299768965691328	Medium	Semantic Scholar
This is basically different from SCNNs for which currents, voltages and power do not vanish at a steady state, and batteries are needed to keep in memory the processing result.	0.008217275142669678	Medium	Semantic Scholar
We fit several models to test whether integration, categorization, or decision memory could account for this bias and found that only the memory configuration successfully accounts for it.	0.008442872203886509	Medium	Semantic Scholar
This memory model naturally accounts for optogenetic perturbations of FOF in the same task and correctly predicts a memory-duration-dependent deficit caused by silencing FOF in a different task.	0.01311226561665535	Medium	Semantic Scholar
Our results provide mechanistic support for a “ postcategorization ” memory role of the FOF in upcoming choices.	0.007806786336004734	Medium	Semantic Scholar
The proposed method is based on an efficient bisection method which iterates over each contact.	0.013021335937082767	Medium	Semantic Scholar
We also introduce four different robotic simulation experiments and compare the proposed method to the most common contact solver, the projected Gauss–Seidel (PGS) method.	0.009337819181382656	Medium	Semantic Scholar
Although the accuracy might be compromised at such a low update rate, this means that we can simulate an 18-DOF robot more than thousand times faster than the real time.	0.00864227395504713	Medium	Semantic Scholar
While human-robot collaboration offers a technically viable means to integrate robotic systems into automotive assembly [2] - [4], the lack of suitable robotic systems remains a challenge.	0.031004538759589195	Medium	Semantic Scholar
Our approach combines recent achievements on optimization by using an extended point representation [2] that captures the surface characteristics around the points.	0.0140845887362957	Medium	Semantic Scholar
Thanks to an effective strategy to search for correspondences, our method can operate on-line and cope with measurements gathered with an heterogeneous set of range and depth sensors.	0.008690014481544495	Medium	Semantic Scholar
In this paper, we develop a new two-step paradigm for scalable structural graph clustering based on our three observations.	0.010105419903993607	Medium	Semantic Scholar
Moreover, we propose efficient techniques for updating the clusters when the input graph dynamically changes, and we also extend our techniques to other similarity measures, e.g., Jaccard similarity.	0.01589467003941536	Medium	Semantic Scholar
Noticeably, for the twitter graph with 1 billion edges, our approach takes 25 minutes while the state-of-the-art approach cannot finish even after 24 hours.	0.012271743267774582	Medium	Semantic Scholar
Most of the critical components such as the robot, the quick-connect, the linkage mechanism, and various gear-pulley combinations in our design are 3-D printed.	0.021020207554101944	Medium	Semantic Scholar
Periodic up and down transitions of membrane potentials are considered to be a significant spontaneous activity.	0.012126914225518703	Medium	Semantic Scholar
These kinds of oscillations always accompany with some spontaneous firing in up state.	0.020723920315504074	Medium	Semantic Scholar
In this paper, we focus on suprathreshold spontaneous firing of up and down transitions based on improved network model and its stimulations.	0.007768181152641773	Medium	Semantic Scholar
Both intrinsic fast and persistent sodium dynamics influence spontaneous firing rate and synchronous activity in up and down behavior.	0.026874031871557236	Medium	Semantic Scholar
Uncertain graphs are prevalent in several applications including communications systems, biological databases, and social networks.	0.011016297154128551	Medium	Semantic Scholar
The ever increasing size of the underlying data renders both graph storage and query processing extremely expensive.	0.0115553829818964	Medium	Semantic Scholar
The proposed methods reduce the number of edges and redistribute their probabilities in order to decrease the graph size, while preserving its underlying structure.	0.027218792587518692	Medium	Semantic Scholar
Given these differences, it is unlikely that current deep learning algorithms can operate in the brain, but we that show these problems can be solved by two simple devices: learning rules can approximate dynamic input-output relations with piecewise-smooth functions, and a variation on the feedback alignment algorithm can train deep networks without having to coordinate forward and feedback synapses.	0.015551617369055748	Medium	Semantic Scholar
Conventional actuators for manufacturing applications have difficulty satisfying design requirements for high-speed locomotion, such as the need for high torque density and the ability to manage dynamic physical interactions.	0.017299316823482513	Medium	Semantic Scholar
A pilot study was conducted to evaluate the wearability of the brace and the accuracy of measurements with the brace.	0.017195168882608414	Medium	Semantic Scholar
Toward this vision, we present the first mobile robot system designed for and capable of operating on the moving floors of automotive final assembly lines (AFALs).	0.008650080300867558	Medium	Semantic Scholar
The new foundations for cybernetics that will emerge from these efforts will impact all domains that involve humans in manual and semiautomatic control.	0.01681791990995407	Medium	Semantic Scholar
The parameter values were determined by carrying out dynamic optimizations that takes into account the human-exoskeleton interactive dynamics.	0.013227787800133228	Medium	Semantic Scholar
We conducted clinical trials on Charcot–Marie–Tooth patients with various degree of severity using the assistance torque generated by the simulation.	0.010810889303684235	Medium	Semantic Scholar
Our results show that the assistance customization of various gait types is essential for maximizing the assistance effect.	0.0125545933842659	Medium	Semantic Scholar
Some forms of competition among activity bumps in a two-dimensional neural field are studied.	0.011840823106467724	Medium	Semantic Scholar
Next, the threshold dynamics is omitted from the model and we focus on the properties of the steady-state.	0.017960237339138985	Medium	Semantic Scholar
Particular issues about solution existence and stability conditions are considered.	0.022990556433796883	Medium	Semantic Scholar
However, we find that neural activity still forms noise-robust clusters in this regime, albeit clusters with a different geometry.	0.018170958384871483	Medium	Semantic Scholar
We start by defining a soft local maximum, which is a local probability maximum when constrained to a fixed spike count.	0.008152160793542862	Medium	Semantic Scholar
We argue that a neuronal community shares many of the properties of Donald Hebb's classic cell assembly and show that a simple, biologically plausible decoding algorithm can recognize the presence of a specific neuronal community.	0.032547738403081894	Medium	Semantic Scholar
We highlight the limitations of the two most commonly used metrics, the spike train correlation and success rate, and propose an alternative, which we refer to as CosMIC.	0.024209553375840187	Medium	Semantic Scholar
Rather than operating on the true and estimated spike trains directly, the proposed metric assesses the similarity of the pulse trains obtained from convolution of the spike trains with a smoothing pulse.	0.03132295981049538	Medium	Semantic Scholar
The pulse width, which is derived from the statistics of the imaging data, reflects the temporal tolerance of the metric.	0.011885736137628555	Medium	Semantic Scholar
Viewed through the lens of set theory, CosMIC resembles a continuous Sørensen-Dice coefficient—an index commonly used to assess the similarity of discrete, presence/absence data.	0.01087990589439869	Medium	Semantic Scholar
We demonstrate the ability of the proposed metric to discriminate the precision and recall of spike train estimates.	0.007694267202168703	Medium	Semantic Scholar
Unlike the spike train correlation, which appears to reward overestimation, the proposed metric score is maximized when the correct number of spikes have been detected.	0.00961228460073471	Medium	Semantic Scholar
During the project execution, a mobile device supporting biometric recognition (face and fingerprint) and passport checking was designed and developed.	0.017148148268461227	Medium	Semantic Scholar
The equipment was used for 2 days under different conditions in real scenarios, and the usability evaluation carried out follows the ISO 9241-11:1998 standard.	0.024636738002300262	Medium	Semantic Scholar
A total of 93 participants completed the new border checking and fulfilled a satisfaction survey at the end of the experiment.	0.013543597422540188	Medium	Semantic Scholar
We consider the problem of cooperative localization (CL) via interrobot measurements for a team of networked robots with limited on-board resources.	0.03415790945291519	Medium	Semantic Scholar
We propose a novel algorithm in which each robot localizes itself in a global coordinate frame by local dead reckoning, and opportunistically corrects its pose estimate whenever it receives a relative measurement update message from a server.	0.018874220550060272	Medium	Semantic Scholar
First, the unilateral cable tension constraints are explicitly converted into geometry constraints in the <inline-formula> <tex-math notation="LaTeX"> $s-\ddot {s} $</tex-math> </inline-formula> plane.	0.009934280067682266	Medium	Semantic Scholar
The proposed method always guarantees positive and continuous cable tensions and yields analytical results.	0.015106134116649628	Medium	Semantic Scholar
Our methods were adapted from an approach for biomimetic active touch that perceives stimulus location and identity while controlling location to aid perception.	0.015633342787623405	Medium	Semantic Scholar
Robust exploratory tactile servoing is then attained over various two-dimensional objects, ranging from the edge of a circular disk, a volute laminar, and circular or spiral ridges.	0.012934187427163124	Medium	Semantic Scholar
They are employed to remove the overburden near the surface, giving access to a seam of the target mineral or coal underneath.	0.01695379428565502	Medium	Semantic Scholar
Their excavation productivity is significantly affected by the high-level operation strategy of where to position the dragline, what to dig at each position and where to dump the removed material.	0.02637229859828949	Medium	Semantic Scholar
This letter explores the potential of using the Monte-Carlo tree search (MCTS) algorithm for planning this operation strategy.	0.02133139595389366	Medium	Semantic Scholar
The solutions from the MCTS algorithm also largely outperform the solutions from the greedy algorithm in all the test scenarios.	0.02876315824687481	Medium	Semantic Scholar
These results suggest that the MCTS algorithm can be used to plan the operation strategy when decisions about the digging and dumping operations are also considered.	0.007419946603477001	Medium	Semantic Scholar
Due to the flexibility in modelling data heterogeneity, heterogeneous information network (HIN) has been adopted to characterize complex and heterogeneous auxiliary data in recommender systems, called HIN based recommendation.	0.012109230272471905	Medium	Semantic Scholar
Most of HIN based recommendation methods rely on path based similarity, which cannot fully mine latent structure features of users and items.	0.034739501774311066	Medium	Semantic Scholar
Extensive experiments on three real-world datasets demonstrate the effectiveness of the HERec model.	0.011929480358958244	Medium	Semantic Scholar
Moreover, we show the capability of the HERec model for the cold-start problem, and reveal that the transformed embedding information from HINs can improve the recommendation performance.	0.007343674544245005	Medium	Semantic Scholar
Stability and task accomplishment of Internet-based teleoperation systems are greatly susceptible to the network latency and uncertainty.	0.018963979557156563	Medium	Semantic Scholar
Control of a teleoperation system aims to provide satisfactory performance of the remote task and in some cases to provide the operator with sensory feedback.	0.02903418242931366	Medium	Semantic Scholar
This paper reviews the recent control methodologies used for teleoperation systems with model uncertainty, unknown time-varying delay, and Internet-based communication.	0.016369370743632317	Medium	Semantic Scholar
The key features of these control algorithms are highlighted, and their advantages and disadvantages are comparatively discussed.	0.019719867035746574	Medium	Semantic Scholar
In this letter, we propose a novel low-complexity, small-area, and low-power programmable hippocampal neural network application-specific integrated circuit (ASIC) for a hippocampal prosthesis.	0.02926708571612835	Medium	Semantic Scholar
The ASIC is fabricated in 40 nm technology with a core area of 0.122 mm2 and test power of 84.4 μW.	0.023579102009534836	Medium	Semantic Scholar
To achieve this, we combine a novel, event-based tracking approach based on image-to-model alignment with a recent event-based 3-D reconstruction algorithm in a parallel fashion.	0.02139841392636299	Medium	Semantic Scholar
Additionally, we show that the output of our pipeline can be used to reconstruct intensity images from the binary event stream, though our algorithm does not require such intensity information.	0.008029552176594734	Medium	Semantic Scholar
We believe that this work makes significant progress in simultaneous localization and mapping by unlocking the potential of event cameras.	0.022058041766285896	Medium	Semantic Scholar
Robots should be capable, on one hand of recognizing previously experienced objects, and on the other, of using the experienced objects for learning novel objects, i.e.	0.016330765560269356	Medium	Semantic Scholar
Visual Question Answering (VQA) is a challenging task that has received increasing attention from both the computer vision and the natural language processing communities.	0.009825456887483597	Medium	Semantic Scholar
In the second part of this survey, we review the datasets available for training and evaluating VQA systems.	0.012065653689205647	Medium	Semantic Scholar
And then, we have used the queries to build a search goal shift graph; finally, the random walk algorithm is used to obtain the query recommendations in the search goal shift graph.	0.03552648425102234	Medium	Semantic Scholar
We propose that two main muscle control policies synergistically control muscle units to maintain the desired motion against external dynamic conditions.	0.009711951948702335	Medium	Semantic Scholar
Our assumption is based on biological evidence regarding the control of multiple muscles via the corticospinal tract.	0.019820109009742737	Medium	Semantic Scholar
One of the policies is the group control policy (GCP), which is used to control muscle group units classified based on functional similarities in joint control.	0.019519193097949028	Medium	Semantic Scholar
The individual control policy (ICP) assists the GCP in precisely controlling motion by controlling individual muscle units.	0.01410309411585331	Medium	Semantic Scholar
Recent electrophysiological recordings suggest that response dynamics in intermediate visual cortical area V4, shaped by feedback from prefrontal cortex (PFC), may play a key role.	0.009562980383634567	Medium	Semantic Scholar
Initially, V4 responses are driven solely by bottom-up sensory input and are thus strongly influenced by the level of occlusion.	0.008552202954888344	Medium	Semantic Scholar
After a delay, V4 responses combine both feedforward input and feedback signals from the PFC; the latter reflect predictions made by PFC about the visual stimulus underlying V4 activity.	0.013741998001933098	Medium	Semantic Scholar
Thus, our study proposes that area V4 and PFC participate in hierarchical inference, with feedback signals encoding top-down predictions about occluded shapes.	0.01931348629295826	Medium	Semantic Scholar
Our goal is to organize the robots into a sorted and equally-spaced straight line between the robots with lowest and highest labels, while maintaining a connected communication network.	0.031407516449689865	Medium	Semantic Scholar
We show that our algorithm is safe, correct, efficient, and robust to changes in population and connectivity.	0.009489809162914753	Medium	Semantic Scholar
The first dataset, made on our university campus, contains 8 activities with a total number of 943 videos.	0.017526594921946526	Medium	Semantic Scholar
Our test results on the first video dataset have shown high classification accuracy (average 94.27 %), and small false alarm rate (average 0.80 %).	0.022187428548932076	Medium	Semantic Scholar
For the second video dataset, test results from the proposed method are compared with 6 existing methods.	0.00906477589160204	Medium	Semantic Scholar
Discussions are given on the impact of detected skeleton points from Kinect on the performance of activity classification.	0.027717115357518196	Medium	Semantic Scholar
In the first case, to simulate an object in a particular state of action, we need to perform an entire process to read values of parameters.	0.009015396237373352	Medium	Semantic Scholar
We would like to present research results on developed intelligent simulation and control model of electric drive engine vehicle.	0.019026532769203186	Medium	Semantic Scholar
This paper addresses the problem of finite-time synchronization of stochastic coupled neural networks (SCNNs) subject to Markovian switching, mixed time delay, and actuator saturation.	0.012565510347485542	Medium	Semantic Scholar
In addition, coupling strengths of the SCNNs are characterized by mutually independent random variables.	0.022508854046463966	Medium	Semantic Scholar
By utilizing a simple linear transformation, the problem of stochastic finite-time synchronization of SCNNs is converted into a mean-square finite-time stabilization problem of an error system.	0.016584940254688263	Medium	Semantic Scholar
Subsequently, with the help of anti-windup control scheme, the actuator saturation risks could be mitigated.	0.018755782395601273	Medium	Semantic Scholar
Moreover, the derived conditions help to optimize estimation of the domain of attraction by enlarging the contractively invariant set.	0.016072886064648628	Medium	Semantic Scholar
Firstly, the proposed inverse neural NARX (INN) model dynamically identifies all nonlinear features of the SCARA parallel PAM robot.	0.009151807054877281	Medium	Semantic Scholar
This paper concerns the qualitative extension of this type of property to 3D walking with two degrees of underactuation.	0.01564154215157032	Medium	Semantic Scholar
A combination of the conditions for self-synchronization and vertical oscillations leads to stable gaits.	0.008480743505060673	Medium	Semantic Scholar
Simulations of the model of the robot illustrate the efficacy of the method and its robustness.	0.01898431032896042	Medium	Semantic Scholar
This article highlights the lessons learned and paves the way toward critical discussions and future research.	0.017981914803385735	Medium	Semantic Scholar
Despite their biological plausibility, neural network models with asymmetric weights are rarely solved analytically, and closed-form solutions are available only in some limiting cases or in some mean-field approximations.	0.017099736258387566	Medium	Semantic Scholar
We found exact analytical solutions of an asymmetric spin model of neural networks with arbitrary size without resorting to any approximation, and we comprehensively studied its dynamical and statistical properties.	0.010362795554101467	Medium	Semantic Scholar
The network had discrete time evolution equations and binary firing rates, and it could be driven by noise with any distribution.	0.011998835019767284	Medium	Semantic Scholar
We found analytical expressions of the conditional and stationary joint probability distributions of the membrane potentials and the firing rates.	0.026185525581240654	Medium	Semantic Scholar
We analytically derived examples of the codimension 1 and codimension 2 bifurcation diagrams of the network, which describe how the neuronal dynamics changes with the external stimuli.	0.03514070808887482	Medium	Semantic Scholar
This showed that the network may undergo transitions among multistable regimes, oscillatory behavior elicited by asymmetric synaptic connections, and various forms of spontaneous symmetry breaking.	0.014383978210389614	Medium	Semantic Scholar
Our results are valid for networks with any number of neurons, although our equations can be realistically solved only for small networks.	0.011689119972288609	Medium	Semantic Scholar
For completeness, we also derived the network equations in the thermodynamic limit of infinite network size and we analytically studied their local bifurcations.	0.018746623769402504	Medium	Semantic Scholar
Autonomous navigation in dynamic and unknown environments requires real-time path planning.	0.008770200423896313	Medium	Semantic Scholar
These strategies combine advantageously continuous two-dimensional (2-D) paths with conventional step planners for humanoid robots.	0.008495555259287357	Medium	Semantic Scholar
We evaluate different strategies in simulation and validate them in experiments in unknown dynamic environments.	0.009988180361688137	Medium	Semantic Scholar
This new control scheme makes full use of received information and overcomes the shortcomings of mode-dependent and mode-independent control schemes.	0.031205138191580772	Medium	Semantic Scholar
By using linear matrix inequality (LMI) method and designing new Lyapunov functionals, delay-dependent conditions are derived to guarantee that the DTNNs with Markov jump topologies to be asymptotically synchronized.	0.03546890616416931	Medium	Semantic Scholar
