sentence	provenance	convention
in the market world, people are thus detached from one another (and in particular from any domestic bond), liberated in such a way that they lend themselves willingly to every opportunity to engage in a transaction.	justification	market
in short, subjects are as available as goods on the market.	justification	market
here, too, the adoption of this approach to the market world makes it possible to dispel ambiguities about freedom and liberalism.	justification	market
rather than to consider, as the saying goes, that each person\'s freedom ends where another person\'s begins, thus suggesting a topographic approach to the question, it might be preferable to recognize that the freedom of free market liberalism has meaning only insofar as it is an expression of choice for external goods, and that this externality is acquired only if one starts out with a detachment that presupposes seeing others the way one sees oneself.	justification	market
perspective, emotional distance between the situation and oneself, control with respect to one\'s own emotions (emotions that, as we have seen, express the state of worth in the inspired world) are the weight that this worth brings to bear.	justification	market
the opportunism that characterizes the worthy those who know how to make the most of everything, in the market world thus goes hand in hand, unparadoxically, with a certain attention to others that presupposes "the ability to listen, really to hear what someone is saying" (mccormack 1984, 8) (inasmuch as others are detached individuals themselves, and not inasmuch as they form an opinion from which one has to protect oneself, like "the others" in the world of fame).	justification	market
this attention does not serve to temper selfishness; it is consubstantial with selfishness in the market order.	justification	market
just as the work by adam smith from which we extracted the canonical presentation of market worth invites us to associate a theory of the wealth of nations foregrounding the principle of competition, on the one hand, with a theory of moral sentiments based on the position of impartial spectator and sympathy, on the other, the manual we are using here makes visible the relation between the satisfactory progress of business and a state of persons characterized by detachment with regard to themselves (a distance that recalls the "equal distances with respect to great and small objects" at which smith positioned_ the spectator) and by attention to others.	justification	market
the author of the manual brings to light the complementarity between the value of the monetary instrument of the market and the value of feelings toward others, by attributing them respectively to his mother and his father, in the dedications in which he pays his parents tribute: "to my mother, grace wolfe mccormack, who instilled in me, always with a twinkle in her eye, an awareness that money was indeed worth being concerned about"; "[t]o my father, ned hume mccormack who, more than anyone i have known, demonstrated to the the importance of being highly sensitive to people\'s feelings no matter how difficult the circumstances" (vii).	justification	market
even if the market world is not reduced to a collection of atoms deprived of connections with one another market relations propagated in networks can easily be contrasted with hierarchical relations embedded one within another.	justification	market
and yet the market order also espouses the order of the general and the particular that implies such embedding.	justification	market
market worth is not so very different from the worths that serve as examples for the notion of hierarchy, the domestic order of authority, or the industrial order of competence.	justification	market
since market objects encompass the desires of others, their possession implies a hierarchical relation in the ordinary sense of the term.	justification	market
the state of worthiness encompasses the state of unworthiness in a relation of possession.	justification	market
the price of an object is the proof of the attachment of others to the good that one is holding.	justification	market
since not all persons can satisfy their appetites equally by acceding to the same rare goods, the wealthiest incorporate the others by possessing the desire of those who are less wealthy and who remain deprived of goods.	justification	market
millionaires are defined by their possession of things everyone wants.	justification	market
when they are engaged, the beings of the market world are doing business.	justification	market
business consists of at least two individuals plus an object whose purchase and sale they negotiate.	justification	market
the object, a good or a service, helps to fashion a link between people by attracting, by interesting.	justification	market
the transaction presupposes that people have enough perspective and that the object is detached enough to allow the play of competition with others.	justification	market
local transactions thus exceed settlements and become a market that takes into account the entire set of the others\' desires through the prices that will be negotiated and paid.	justification	market
this distance has to produce indifference with regard to all the qualities that are foreign to those of buyer or seller in the persons with whom one is dealing, qualities that would express worths in other worlds ("i\'ve come ... to see the relative insignificance of outward glitter, be it celebrity, position, or appearances" [14]).	justification	market
the assemblages are coherent when the market beings are of the same worth, when the product is well positioned in relation to the buyer and the seller.	justification	market
this operation takes into account the reality of the buyer\'s desire for the object.	justification	market
at the end of this harmonious process of composition, the persons doing business find their worth naturally in relation to the object negotiated.	justification	market
being in a business deal that holds together requires persons who meet, often face to face, to negotiate head to head, far from the influence of others; they must take one another\'s measure accurately and "never underestimate [the] competition" (205).	justification	market
the harmony of the natural order stems from the way in which goods acquire their price in a market that determines the distribution of states of worth.	justification	market
the test is the moment, uncertain in its outcome, when a deal is done, settled, in the bag.	justification	market
the end of the test is expressed by the signing of a contract.	justification	market
the test is also an opportunity to extract new objects from chaos, to discover new things that might interest a client and give rise to a transaction and opportunity to extend the market world.	justification	market
the common identification of goods and the generality of the worth known as price associates the face to face aspect of a business deal with other transactions taking place elsewhere, with other individuals; these can thus be equated.	justification	market
price, which sanctions the test by modifying the distribution of worths, takes into account the negotiation between the two subjects involved.	justification	market
but this takes place on the horizon of a general price, a requirement expressed in the fact that the price has to be reasonable and must correspond to the real value.	justification	market
the generality of the price is ensured by a monetary standard.	justification	market
money is the measure of all things, and thus constitutes the form of evidence.	justification	market
the profit, the benefit, the payback, the result of the transaction is thus expressed in cash, a commission, a fee, or an honorarium.	justification	market
this place assigned to money in market world tests does not allow us to settle any debates over monetary theory, of course, but it suggests that money, in its function of reserve value attached to a projection onto the future, is an ambiguous entity that opens up a passageway to other worlds.	justification	market
the inhuman limit of the market world is marked in a long tradition criticizing the vanity of the possession of riches and advocating an attitude of wise detachment toward material wealth.	justification	market
in distinguishing between goods and a person\'s other qualities, seneca unlike hume or smith denied that the former expressed the latter in any way and that they might serve to justify any sort of worth whatsoever: "i own my riches, yours own you .. .	justification	market
.	justification	market
i shall not look up to myself on account of these things, which, even though they belong to me, are nevertheless no part of me" ("de vita beata," 157 [22.5], 165 [25.1]).	justification	market
just as domestic authority, taken to an extreme, can lead to a servitude that inscribes the servant himself within the master\'s domain as part of the patrimony, wealth can lead, in a confusion between persons and things, to the direct possession of another person rather than of the goods that that person may desire.	justification	market
among the scottish philosophers, it is the construction of a sphere of interested relations that makes the existence of disinterested relations possible (for example, friendship) (silver 1989).	justification	market
market (figures) deal (test) done deal, in the bag, all wrapped up.	justification	market
price (judgment} value (justified, reasonable, real).	justification	market
money (evidence) benefit, result, payback enslavement to money (the fall) '	justification	market
