sentence	provenance	convention
simple methods like average and max pooling of the word level elmo representations across sentences works well, often outperforming supervised methods on benchmark datasets.	github	industrial
clip gradients to this norm [50] spyder is a powerful scientific environment written in python, for python, its objectives include effective levels of decoupling between devices and applications, designed to keep markets open and encourage the rapid growth of scalable web and enterprise middleware and applications.	github	industrial
 powerful helper functions to train any tensorflow graph, with support of multiple inputs, outputs and optimizers.	github	industrial
participants of the competition can use the provided matlab script to measure the accuracy of their detections before submitting their results.	github	industrial
please note that my explanations of the effects may not in fact be accurate or deeply scientific.	github	industrial
the metrics to measure in a fine grained way.	github	industrial
you can replace mysql with cobar to power your application.	github	industrial
it first use one layer mlp to get uit hidden representation of the sentence, then measure the importance of the word as the similarity of uit with a word level context vector uw and get a normalized importance through a softmax function.	github	industrial
figure: training progress of a regularized polynomial regression model fitting <br> *a fast and reliable distributed task processing library for python 3. network connection class currently only measures the user\\\'s downstream bandwidth.	github	industrial
convenient & efficient and better performance for java microservice full stack.	github	industrial
a reliable, flexible, fast and powerful download engine.	github	industrial
the glyphs are designed based on this "plan"; most stems and lines will be positioned at em units that are even multiples of 128, and in a few cases they are at even multiples of 64 or as low as 16.	github	industrial
* 27.01.2014: added benchmarking, bug fixing thanks to [dr emann][9] as mentioned before, there are two different ways to measure the interpolted average precision: **11 point interpolation** and **interpolating all points**.	github	industrial
| `misc.professions` | calling jobs by the right name | non linearity transform of query and hidden state to get predict label.	github	industrial
we built an automatic benchmarking system based on `scikit learn` that covers 129 classifiers (but no deep learning) with different parameters.	github	industrial
mycat s target is to smoothly migrate the current stand alone database and applications to cloud side with low cost and to solve the bottleneck problem caused by the rapid growth of data storage and business scale.	github	industrial
* an organisation\\\'s name, searching via linkedin switch to hdrhistogram for latency measurement _a logical, reasonably standardized, but flexible project structure for doing and sharing data science work._ our deep residual network is able to recover photo realistic textures from heavily downsampled images on public benchmarks.	github	industrial
an important goal is to provide excellent support for non java based developers to be productive using spring hadoop ignite community plans to implement sql transactions in version 2.2.	github	industrial
* reliable asynchronous event notifications and guaranteed message delivery the paho project has been created to provide reliable open source implementations of open and standard messaging protocols aimed at new, existing, and emerging applications for machine to machine (m2m) and internet of things (iot).	github	industrial
results of benchmarks on mujoco (1m timesteps) and atari (10m timesteps) are available you don\\\'t have to be a machine learning expert to add recommendations, object detection, image classification, image similarity or activity classification to your app.	github	industrial
for experts, start with a completely fresh (really, i mean it) ubuntu 18.04 lts 64 bit machine.	github	industrial
they must also be aware of approaches and practices recommended by experienced industry experts to ensure every use of ai brings overall benefit to mankind.	github	industrial
*useful cli based tools for productivity.	github	industrial
sentence level vector is used to measure importance among sentences.	github	industrial
b\'pulsar is a highly scalable and reliable event driven data pipeline for real time analytics.	github	industrial
participants of the competition can use the provided matlab script to measure the accuracy of their detections before submitting their results.	github	industrial
* mycat behind a strong technical team whose participants are experienced more than five years including some senior software engineer, architect, dba, etc.	github	industrial
mindsdb\\\'s goal is to give developers easy access to the power of artificial neural networks for their projects.[!	github	industrial
set up a database to benchmark.	github	industrial
it should take only **one example** to demonstrate the power and flexibility of the windowgram.\\r'	github	industrial
justifications based on technical efficiency and planning [ industrial worth] another category of justifications includes arguments where evaluations depend on technical efficiency and professionalism, planning, and longterm investment in infrastructure.	justification	industrial
this category relates to the industrial order of worth in the boltanski and th venot (1991) scheme, but industrial here is not limited to the industrial economic sector.	justification	industrial
while technical competency and planning arguments are sometimes connected as such to economic outcomes, the bases for evaluation in this category are different from market criteria.	justification	industrial
market justifications place value based on the competitive price of goods while technical competency justifications place value based on the efficiency of investments, professional planning and expertise, and long term growth.	justification	industrial
in addition, the form of proof involved in market justifications is short term profitability, while the form of proof for planning justifications is long term investment and technical or scientific competency.	justification	industrial
in their beginning stages, both cases show a predominance of technical and planning arguments, as evidenced by the treatment of each project as an infrastructure investment. in the clavey case, tid describes the project as part of a long term planning effort to ensure continued growth in the turlock area and argues that further hydroelectric power development is necessary for the future of california they characterize the dam as a well planned and scientifically sound investment.	justification	industrial
most often these planning arguments are made (by both sides) in combination with other types of justifications, particularly in terms of the now common american dispute over whether to use nature as a resource for human benefit or to preserve nature in its pristine state.	justification	industrial
the wise use movement has emerged as an explicit counter to what their supporters view as the excesses of the environmental movement, with wise use advocates claiming nature can be conserved while still serving useful purposes for human development (dowie 1995; echeverria and eby 1995).	justification	industrial
the wise use movement found a local expression in the clavey dispute through a group called tucare (tuolumne county alliance for resources and environment), which characterized the opposition to the dam as an attempt by preservationists to lock up the resources of the clavey and deny local residents the benefits of their use.	justification	industrial
tucare s perspective is a good example of an explicit compromise of planning or technical efficiency (and market) justifications and environmental justifications: they envision nature as both an environmental and a scarce economic resource with multiple potential uses energy, recreation, income for the county which must be used efficiently.	justification	industrial
interestingly, both sides in the clavey dispute claim to be advocating what is best for the future, but present competing visions of what is best: the environmentalists say preserve wilderness for the future, while the dam proponents say build infrastructure.	justification	industrial
also, both sides utilize a form of proof which is congruent with technical competency justifications the use of scientific expertise and evidence to validate opposite arguments, for example on the question of whether the dam will hurt or help the clavey fish populations.	justification	industrial
another important connection between planning and environmental justifications is the notion of mitigation : making up for or minimizing the project s impact on the environment.	justification	industrial
the idea of mitigation rests on the acceptance of both technical and environmental criteria of value as legitimate, and provides the basis for a compromise between them through, for instance, features added to the project to make it more environmentally friendly. at one point in the clavey case, both sides discussed possible mitigations, including additional releases of water at times when the fish most need it, placing the dam further upstream so it would not be visible to rafters on the tuolumne, a faux wooded path across the top of the dam for deer to cross, and even diversion intakes made to look like rocks.	justification	industrial
however, the environmental opposition continued to oppose the dam categorically, implying that no amount of mitigation was possible to make up for the damage caused by a dam in a cherished wilderness.	justification	industrial
this continued opposition angered the dam proponents, who touted their project as a model compromise.	justification	industrial
the project director, john mills, praises the dam proposal in a way that nicely shows the attempt to use both green and infrastructure justifications: a project that would leave the smallest footprint on the river and get the highest returns to the county and to turlock. in the french case, technical and planning arguments are also found most significantly in the beginning of the conflict.	justification	industrial
the project is defended because of the necessity of providing roads, tunnels, and other infrastructure in order for there to be economic growth in the future.	justification	industrial
this sort of industrial planning argument is extremely influential as an argument for the tunnel project in france, and reflects the well documented embrace of an engineering mentality or technocratic approach by the french state (jasper 1990; lamont 1992).	justification	industrial
this strong compromise of technicalindustrial and civic justifications (see the next section also) closely connects technocratic planning by the state with the general interest, and this approach is perpetuated through the training of lites in engineering schools [grandes ecoles] for high positions in the state.	justification	industrial
providing relevant proof for a technical and planning argument became a very prominent point of contention in the french case, as the market proof did in the us.	justification	industrial
specifically, the initial plans contained a very extensive report projecting the level of traffic on the new road, but then an ecologically minded geography professor from pau, a city near the aspe valley, produced a counter report projecting much higher levels of traffic.	justification	industrial
what is significant is that while this report refuted the other report, they are both based on the same type of test the long term efficiency of the project with the same criteria of proof and instruments of evidence (technical evidence from modeling and statistical analysis).	justification	industrial
the effectiveness of the infrastructure planning arguments in france might also explain a primary difference with the united states: in france, these evaluations are not as frequently mixed with environmental evaluations as in the united states in terms of wise use or mitigation or renewable energy sources.	justification	industrial
on the one hand, the process of trying to make up for environmental damage is certainly found in the somport case.	justification	industrial
for example, planners of the proposed somport road included a great many innovations in their impact study to make the road more environmentally friendly (to use the american term), such as using local species of trees and techniques of ecological engineering in landscaping the roadside and rest areas, building bear bridges and bear ducts over or under the road, and modifying the work schedule to avoid interfering with sensitive nesting sites during the reproductive periods of birds.	justification	industrial
on the other hand, there is no comparative term for mitigation in french, nor a legal requirement for it, as in united states environmental regulations.	justification	industrial
in france it is much more common to stay within the realm of infrastructure planning and efficiency evaluations rather than trying to compromise this with environmentalism.	justification	industrial
for example, hydropower projects in france were not normally defended by reference to their relatively green, renewable quality (as the clavey project was), but rather were judged based on their efficiency as long term investments.	justification	industrial
in the industrial city, for example, the common superior principle is efficiency.	justification	industrial
it can be said: \'in terms of efficiency, x is equivalent to y\'.	justification	industrial
similarly, using this same convention, it can be said that \'z is superior or inferior to x\'.	justification	industrial
thus, identification of the common superior principle in a city leads us straight to the <condition of great man>, the great man being the one who embodies the city\'s values, as well as to the <condition of little person>, defined by the absence of such values.	justification	industrial
thus, someone situated in an \'industrial\' world will readily refer to \'instruments\', \'methods\', \'measures\' or \'procedures\', invoke \'engineers\' and \'specialists\', and list \'controlling\' or \'organizing\' as among the actions worth performing.	justification	industrial
the lndustrial world the industrial principle of equivalence was distilled from the work of saint simon, founder of french sociology.	justification	industrial
in this world, worth is based on efficiency.	justification	industrial
lt can be measured on a scale of professional capabilities.	justification	industrial
connected to the production of material goods, industrial worth is upheld by way of organizational devices directed towards future planning and investment.	justification	industrial
to describe the objects of the industrial world we used a productivity guide, productivite et conditions de travail.	justification	industrial
in an industrial world the great persons are the experts.	justification	industrial
the words used to describe their personal qualities can also be used to qualify things.	justification	industrial
they are said to be worthy when they are efficient, productive, operational.	justification	industrial
they implement tools, methods, criteria, plans, figures, graphs, etc.	justification	industrial
their relationships can be said to be harmonious when organized, measurable, functional, standardized.	justification	industrial
the industrial world the industrial world is the one in which technological objects and scientific methods have their place.	justification	industrial
the terminology adopted must thus not lead to the assumption that this world is fully inscribed within the limits of industry.	justification	industrial
conversely, the workings of an industrial enterprise cannot be understood on the basis of resources stemming from this world alone, even if the aim of efficient production based on functional investments finds its justification in the industrial order.	justification	industrial
if, as we shall see, a canonical judgment as to the quality of a scientific phenomenon allows us to illustrate the reality test of the industrial world, the fact remains that the development and diffusion of a discovery cannot be justified simply by the test examined here; these phenomena exceed the framework of the industrial world by a wide margin.	justification	industrial
works on the history or the sociology of science and technology bring out the heterogeneity of the resources and actions involved in the processes of innovation, and they are even joined today, on this point, by economic approaches to technological change.	justification	industrial
certain actions are inscribed in an industrial test where the intent is to establish scientific proof.	justification	industrial
others are implicated in the peak moment when a singular phenomenon emerges, an innovation announcing a break with tradition according to an inspired justification.	justification	industrial
still others rely on the worth of fame, a worth that implies a concentration of credit in terms of public opinion based on distinctive signs and marks; others depend on the venerability of domestic bonds guaranteeing a solid reputation or on the establishment of market value in an immediate response to clients\' desires.	justification	industrial
just as the recognition of the market order is obscured by a misunderstanding of the conventions that accompany the affirmation of an individual, the understanding of the industrial order is blocked by a treatment of technological objects that locks them into an instrumental relation to nature and fails to examine the conventions supporting agreement about the scientific phenomenon in question.	justification	industrial
the observation of the conditions under which industrial objects are put to work shows that they lend themselves to the same type of test as the one already identified in the other universes.	justification	industrial
testing these beings and establishing their objectivity presupposes a detour through a collective form, a higher common principle that governs the way they are judged.	justification	industrial
by highlighting this industrial test, we are distancing ourselves both from an approach in which science and technology are openings onto an external world, and from a radical relativism that construes facts as arbitrary beliefs attached to communities.	justification	industrial
the ordering of the industrial world is based on the efficiency of beings, their performance, their productivity, and their capacity to ensure normal operations and to respond usefully to needs.	justification	industrial
this functionality is expressed in an organization, and it implies both a synchronic articulation with other beings and a temporal articulation.	justification	industrial
efficiency is in fact inscribed in a regular bond between cause and effect.	justification	industrial
the proper functioning of beings extends the present into a future, opening up the possibility of prediction.	justification	industrial
the industrial form of coordination thus supports an equivalence between present situations and situations to come, and constitutes a temporality.	justification	industrial
tomorrow is what counts: the "machines of tomorrow," the "worker of tomorrow," "the organization of tomorrow."	justification	industrial
the quality of worthy beings, beings that are functional, operational, or (when humans are involved) professional, thus expresses their capacity to integrate themselves into the machinery, , along with their predictability, their reliability, and it guarantees realistic projects in the future.	justification	industrial
people are in a state of unworthiness when they produce nothing useful, when they are unproductive, when they fail to do much work, owing to absenteeism or turnover, or because they are inactive, unemployed, handicapped, or when they turn out work of poor quality because they are inefficient, unmotivated, unqualified, unsuited to the job.	justification	industrial
things are unworthy when they are subjective.	justification	industrial
beings are also unworthy when, instead of being open to the future, they cling to the mold of the past, by failing to evolve, by remaining static, rigid, ill adapted.	justification	industrial
(especially waste of "human capabilities" resulting from "unqualified work that ... does not correspond to the real capabilities"), spoilage, rejects, pollution, deterioration, these are all negative signs of worth; they manifest weak control, the poor functioning of a disturbed system ("the quality of the raw material is uneven and disrupts production"), and they originate in random events, incidents, and risks.	justification	industrial
the questioning of the industrial order is expressed in a nonoptimal situation, as when one "observes that the programming of production is not optimizing the costs."	justification	industrial
this contentious situation is a malfunctioning, a problem, a breakdown, an accident: "the reduction of rejects, accidents, and nonproductive time often makes it possible to reduce physical costs and wastes of human energy" at the same time.	justification	industrial
the dignity of persons, the aspect of human nature on which the industrial order is based, lies in the human potential for activity.	justification	industrial
this capacity is expressed in work that is the implementation of the energy of men of action.	justification	industrial
"to invest in human capabilities and energies is to use the best means for economic efficiency."	justification	industrial
consequently, the failure to use the available human potential is a serious breach of human dignity.	justification	industrial
in the industrial world, people have a professional qualification (the term professional is used, moreover, as a substantive to designate them) related to their capability and their activity.	justification	industrial
this scale of qualification underlies a hierarchy of states of worth, a hierarchy marked by competencies and responsibilities (management, leaders, decision makers, supervisors, technicians, operators, and so on).	justification	industrial
in work relations and systems of remuneration, the formal qualities that express industrial worth are opposed both to a market evaluation that would result immediately from a service provided and to a domestic judgment that would evaluate a person\'s authority.	justification	industrial
the objects in the industrial world are instruments, means, mobilized for an action that is presented as a task of production.	justification	industrial
this instrumental construction of action, implying a spatial and temporal detour by way of objects that serve as relays, is thus envisaged here as a specific feature of the industrial world and not as a property that would be of a higher order of generality characterizing the actions of human beings endowed with reason.	justification	industrial
production activities are not organized in the same world as the actions of a market nature analyzed earlier, contrary to what is implied by the reduction of the productive function brought about in the economic theory of general equilibrium.	justification	industrial
production is carried out in a deployment of objects of an industrial nature that is extended from tools to procedures.	justification	industrial
the manufacturing of products brings into play raw materials plus energy, machines, and methods: "a whole panoply of tools, organizations, methods and methodologies must be available so that at every moment the best available equipment can be used and then set aside as soon as it is no longer appropriate."	justification	industrial
the human body is the primary tool that works through effort, and objects of an industrial nature are merely instruments that extend the efficiency of the body\'s work.	justification	industrial
the economic theory of capital converges with the sociology of science and technology when it uses military metaphors to describe "enlisting ... potent forces as our allies in the task of production."	justification	industrial
"every \'detour\' denotes the conscription of an auxiliary power that is more potent or more clever than the human hand".	justification	industrial
the coherent assembly of these objects sustains a causality inscribed within a temporality: once the arrangement is in place, only a modest gesture is required to unleash a series of significant effects (2: 13, 14).	justification	industrial
objects of an industrial nature contribute to shaping a space in which effects are transported by means of mechanisms.	justification	industrial
space is organized in such a way that distant zones, or zones unrelated to the action, according to a domestic topography, are treated as an environment as soon as functional links have been established.	justification	industrial
the various actions are integrated into a single homogeneous plan which is governed by axes, guidelines, dimensions, degrees, and levels.	justification	industrial
objects are related to one another within this space with the help of lists and inventories dealt with by lot.	justification	industrial
measurable space can be projected on a piece of paper where part of the test is played out, thanks to the construction of grids, states, graphs, charts, flow charts, frameworks, accounts, indicators.	justification	industrial
the spatial articulation of objects presupposes a capacity to define that is equipped with a measuring instrument.	justification	industrial
the measuring instruments used are actually machines that are incorporated into the workspace.	justification	industrial
they standardize by using definitions and investigations to produce objects in due form whose functions can be grasped by criteria or characteristics.	justification	industrial
even human bodies can be caught up in these measures and inscribed in the ergonomics of the task to be carried out: "ergonomics can help us determine the physical cost of a workstation and express it in kilocalories per day ....	justification	industrial
the stations have been modified (height, position, seats) as a function of the average measurements of segments of the personnel."	justification	industrial
function is a notion that must be understood in a spatial articulation and a temporal liaison, as mechanical devices illustrate.	justification	industrial
the temporal equivalence instituted by industrial worth is particularly visible in objects apprehended according to their aptitude for managing the future, such as flow charts, plans, and budgets: "by making adjustments to the planning calendar, we are integrating the project into the plan, the working and investment budgets."	justification	industrial
the tools for measuring time take advantage of the regularity with which industrial objects function and endow the industrial world with a representation of time that is not unlike the topography of this world, in which one can be transported without friction, can move ahead or make a retrospective return to the past.	justification	industrial
calenda.rs and timetables make it possible to establish states of periodic advancement, to trace stages, phases, deadlines.	justification	industrial
this shaping of time models in return the reference points for action constituted by goals and missions.	justification	industrial
the analysis of the objects of the industrial world makes it possible to understand the possibility of calculations, by reversing the perspective adopted when one reduces calculations to the exercise of a mental faculty belonging to beings endowed with reason.	justification	industrial
the instruments for defining and measuring constitute the situation of action as a problem leading to the formulation of hypotheses and calling for a solution.	justification	industrial
the articulation of elements or segments obtained by the decomposition of the complexity of the universe can be accomplished by mathematical operations, since the calculations are based on quantified variables: "the inventory of problems and their alternative solutions is subjected to the method of economic evaluation that makes it possible to quantify the various hypotheses for improvement."	justification	industrial
progress is the investment formula in the industrial world.	justification	industrial
it is associated with the operation of investment (in the classical sense of the term) that weighs the "price of efforts," "heavy in time and in money," and the "middle term profitability" that they ensure: "the investments will open the way to new development."	justification	industrial
industrial worth requires this dynamic in order to avoid obsolescence, the "future obsolescence of the existing organization."	justification	industrial
the temporal orientation is constructed on the basis of the future (as is seen in investment decisions or in arguments for optimization by "backward induction"), unlike the temporal orientation that prevails in the domestic order, an orientation generated by the past.	justification	industrial
let us note that the calculation of the profitability of an investment, as soon as it takes an interest rate into account, integrates the constraints of a financial market that is not inscribed in the industrial order.	justification	industrial
it is in a relation of control that the state of worthiness encompasses the state of unworthiness.	justification	industrial
the word responsibility may be ambiguous here, because it also serves to designate the relation of domestic worth.	justification	industrial
however, the industrial responsibility of the worthy person does not imply that he has power over a less worthy person who owes him respect in return.	justification	industrial
the control one exercises depends only on the possibility of predicting less complex actions by integrating them into a larger overall plan.	justification	industrial
a more worthy person is in relation with a less worthy person primarily through the "responsibility he assumes" for production, by the control he has over the future: "to determine the future accurately in order to control it is an indispensable task of factory management."	justification	industrial
natural relations are those required by the regular functioning of beings of an industrial nature.	justification	industrial
they are thus dependent on the qualities of the objects already identified.	justification	industrial
in the first place, they put to work production factors organized in structures or systems made up of adjusted mechanisms, adapted machinery, and interactions.	justification	industrial
the functional connections are established in the mode of the necessary, the required.	justification	industrial
these inexorable, indispensable requirements take the form of constraints that condition action and must therefore be taken into account; one must take responsibility for them.	justification	industrial
persons themselves are integrated as a function of the more or less complex competencies they exercise: "each hierarchical level takes upon itself what cannot be delegated to a lower level; in exchange, it has access to efficient tools for control."	justification	industrial
the functional relations of the industrial world share in a temporal stability that is favorable to forecasting: "the production unit appears on the whole as a rather well stabilized universe that is very well controlled."	justification	industrial
the organization of the beings installed in an industrial arrangement goes hand in hand with an organization of its functioning, with stabilization procedures that, in production, work primarily through stocking operations.	justification	industrial
the implantation of an industrial arrangement presupposes adjustments in the environment, adaptations, redefinitions: "the overall program is adapted to each particular terrain and all its phases are redefined as a function of the characteristics proper to this terrain, while the overall framework is maintained."	justification	industrial
industrial action requires a correct vision of this space in which the problem is inscribed, so as to detect, discover, identify, bring to light, measure, analyze, and decompose the relevant elements.	justification	industrial
similarly, the results of the action taken are apprehended through their traces on this space.	justification	industrial
from space to class, the code breaks a path.	justification	industrial
the operations of standardization and formalization make it possible to see the world through data expressed in numbers, quantified, ready to be processed, combined, added up.	justification	industrial
the description of the constitutive elements of the time and space proper to the industrial world makes it quite clear that the operation of optimization is possible only in an environment of beings of an industrial nature.	justification	industrial
rational optimization is not situated in continuity with the immediate satisfaction of a desire, in the extension of a market coordination.	justification	industrial
in fact, the temporal extension of the criterion of optimization in economic theory, which passes through an optimization of expectation of the anticipated utility, confronts difficulties that result from the introduction of irreversibilities inherent in the investment decision (favereau 1989b).	justification	industrial
the harmony of the industrial order is expressed in the organization of a system, a structure in which each being has its function, in short, a "technically predictable universe": "no blatant contingent malfunctions are visible; all the cogwheels of the organization work together without a hitch."	justification	industrial
however, the equilibrium is not static (which would lead to a rapidly outdated state) but dynamic; the equilibrium is one of growth, expansion.	justification	industrial
the testing of this organization presupposes verifying that things function as predicted, that the solution to the problem is realistic.	justification	industrial
once the decision is made, the arrangement set up, the project launched, the mechanism started, its proper operation can be judged by an evaluation of its performance on the basis of the effects produced.	justification	industrial
it remains to be seen whether the arrangement functions correctly, whether everything is in working order, whether "it\'s going well."	justification	industrial
this functioning may lead to a reordering of the hierarchy of functions: "the qualification of the tasks evolves in the opposite direction from the hierarchy of the original functions.	justification	industrial
the preparation is gradually disqualified owing to automatization."	justification	industrial
the test is also an opportunity to reveal new objects.	justification	industrial
the measuring devices mentioned earlier contribute to the process of revelation by achieving spatial and temporal equivalencies, by carrying out operations in series.	justification	industrial
they make it possible to establish laws on the basis of frequencies, and to reduce the role of chance by exhibiting probable relations on the basis of averages.	justification	industrial
proof is grounded in a temporal regularity, the methodic repetition of measurement.	justification	industrial
new causes, new factors capable of giving rise to effects, are thus identifiable during tests.	justification	industrial
in the industrial world, the distinctive dignity of humanity is threatened by the treatment of people as things.	justification	industrial
the worth of the objects and arrangements created can be confused with this dignity to the point of blurring the boundary of humanity.	justification	industrial
deprived of tests, protected from the risk of contingencies that can call the order of competencies into question and allow new objects to emerge, industrial worth can become frozen in the monumental order that is regularly depicted in critiques of technology.	justification	industrial
efficiency (higher common principle) perforr,umce, future efficient reliable, not optimal, inactive, unsuited, breakdown (in a state of), unreliable.	justification	industrial
work (digni1y} energy.	justification	industrial
professionals (subjects) expert, specialist, person in charge, operator.	justification	industrial
means (objects) tool, resource, method, task, space, environment, axis, direction, dimension, criterion, definition, list, graph, chart, calendar, plan, goal, quantity, variable, series, average, probability, standard, factor, cause progress (invfsiment) investment, dynamic.	justification	industrial
control function (relationships) put to work, machinery (liaison of), function (to be a function of), cogwheels, interact, need (to), condition(to), necessary (relation), integrate, organize, control, stabilize, order, anticipate, implant, adapt, detect, analyze, account (take into), determine, light (bring to), measure, formalize, standardize, optimize, solve, process.	justification	industrial
organization (figures) system.	justification	industrial
trial (test) launching, setting up, putting to work, achievement.	justification	industrial
effective (judgment) correct, in working order, functioning.	justification	industrial
measure (evidence) instrumental action (the fall) treating people as things. '	justification	industrial
