text	provenance	convention	old	new
To do that, inter-individual variation must be filtered out.	Semantic Scholar	market	1	0
In this paper, we showed how this phenomenon occurs by analyzing the asymptotic property of the perceptron learning using a method in systems science, that is, calculating the eigenvalues of the system matrix and the corresponding eigenvectors.	Semantic Scholar	market	1	0
The Banzhaf power index is employed to evaluate the power of each feature by traversing possible feature coalitions.	Semantic Scholar	market	1	0
This paper should invert this idea.	Semantic Scholar	market	1	0
Friction clutches have a higher torque-to-weight ratio, but are generally considered to be difficult to control.	Semantic Scholar	market	1	0
The mean absolute percentage gap between the estimated standard time and the actual operation time varies from 1.07% to 7.17%.	Semantic Scholar	market	1	0
This paper presents the verification of a generational copying garbage collector for the CakeML runtime system.	Semantic Scholar	market	1	0
In addition, the communication stack allows real-time CAN traffic to share the network and be given priority over Agent Communication Language messages.	Semantic Scholar	market	1	0
Subsequently, by using adaptive dynamic programming (ADP) technique, the distributed zero-sum differential game strategy is derived, in which a critic network is constructed to approximate the cooperative cost function online with a novel updating law.	Semantic Scholar	market	1	0
Partial preferences may be helpful to represent those situations where, due to lack of information or vacillating desires, the decision maker would like to maintain different options “alive” and defer the final decision.	Semantic Scholar	market	1	0
The resulting algorithm, Predictive Entropy Search with Preferences (PES-P), solicits preferences between pairs of control parameter sets that optimally reduce the uncertainty in the distribution of objective function optima with the least number of experiments.	Semantic Scholar	market	1	0
For each route driven, trip diaries were used to provide participants with retrospective feedback of their risky driving behaviors, alternate low-risk routes, and record answers to three questions pertaining to: familiarity with the route driven, suggested low-risk route alternative, and reasons for choosing a route.	Semantic Scholar	market	1	0
The computation and storage cost per robot in terms of the size of the team is of order $O(1)$, and the robots are only transmitting information when they are involved in a relative measurement.	Semantic Scholar	market	1	0
A neuronal population is a computational unit that receives a multivariate, time-varying input signal and creates a related multivariate output.	Semantic Scholar	market	1	0
We evaluate this approach on benchmark datasets using visual and Wi-Fi sensor modalities and a variety of sensory comparison front-ends under in-order and out-of-order traversals of the environment.	Semantic Scholar	market	1	0
Average root mean square (RMS) position errors in x - and y- axes of the manipulator are 2.1% and 5.3%, respectively.	Semantic Scholar	market	1	0
The analog CMOS compatible formulation relies on a pulse width (i.e., time mode) encoding of the pixel data that is compatible with pulse-mode imagers and slope based converters often used in imager designs.	Semantic Scholar	market	1	0
The coverage of facets and facet items mined by these kind of methods might be limited, because only a small number of search results are used.	Semantic Scholar	market	1	0
Compared with web pages and tweets, the problem of disambiguating the mentioned entities in user comments has not received much attention.	Semantic Scholar	market	1	0
(1) We introduce a class of <italic>reduced summaries</italic>.	Semantic Scholar	market	1	0
To achieve the purposes of easy-to-use and distraction-free driving, a Bluetooth low-energy module is embedded in this BMI system and used to communicate with a fully wearable consumer device, a smartwatch, which coordinates the work of drowsiness monitoring and brain stimulation with its embedded closed-loop algorithm.	Semantic Scholar	market	1	0
Cooperation among multiple aerial vehicles could provide a solution for overcoming limited payload restrictions.	Semantic Scholar	market	1	0
(2014), whereas those at the high fully connected layers are close to or lower than 100.	Semantic Scholar	market	1	0
We make no assumption on the specific form of text; i.e., it could be either a set of labels, phrases, or even captions.	Semantic Scholar	market	1	0
